Item,pic,correct,part,partimg,condition,parta.thisRepN,parta.thisTrialN,parta.thisN,parta.thisIndex,trialsA.thisRepN,trialsA.thisTrialN,trialsA.thisN,trialsA.thisIndex,partb.thisRepN,partb.thisTrialN,partb.thisN,partb.thisIndex,trialB.thisRepN,trialB.thisTrialN,trialB.thisN,trialB.thisIndex,partc.thisRepN,partc.thisTrialN,partc.thisN,partc.thisIndex,trialC.thisRepN,trialC.thisTrialN,trialC.thisN,trialC.thisIndex,textboxsubjectid.text,image_2.started,image_2.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,mouse_2.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ID 003,,,,,,,,,,003,001,2021_Feb_15_1343,untitled,2020.2.10,59.92022655559547,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2021_Feb_15_1343,untitled,2020.2.10,59.92022655559547,
1,images/4,b,a,images/3,cognitive,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,003,001,2021_Feb_15_1343,untitled,2020.2.10,59.92022655559547,
1,images/4,b,a,images/3,cognitive,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,77.8851307653822,None,0.3861111111111111,0.08055555555555556,1,0,0,10.903752356301993,b,003,001,2021_Feb_15_1343,untitled,2020.2.10,59.92022655559547,
2,images/5,a,b,images/28,physical,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,88.81762537267059,None,-0.31203703703703706,0.12129629629629629,1,0,0,4.294361456297338,a,003,001,2021_Feb_15_1343,untitled,2020.2.10,59.92022655559547,
3,images/6,a,c,images/61,affect,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,93.16727704601362,None,-0.31203703703703706,0.12129629629629629,1,0,0,2.5719446502625942,a,003,001,2021_Feb_15_1343,untitled,2020.2.10,59.92022655559547,
4,images/7,d,None,None,affect,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,95.76705896481872,None,-0.3592592592592593,-0.3611111111111111,1,0,0,4.792912073433399,d,003,001,2021_Feb_15_1343,untitled,2020.2.10,59.92022655559547,
5,images/8,b,None,None,cognitive,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,100.60003182385117,None,0.3148148148148148,0.17037037037037037,1,0,0,2.402555444277823,b,003,001,2021_Feb_15_1343,untitled,2020.2.10,59.92022655559547,
6,images/9,b,None,None,physical,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,103.04972622776404,None,0.4101851851851852,0.1175925925925926,1,0,0,2.1388171007856727,b,003,001,2021_Feb_15_1343,untitled,2020.2.10,59.92022655559547,
7,images/10,c,None,None,physical,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,105.21607936406508,None,0.36944444444444446,-0.37962962962962965,1,0,0,2.139006053097546,c,003,001,2021_Feb_15_1343,untitled,2020.2.10,59.92022655559547,
