item,style,condition,question,respond,video,bitalino,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,Trialsloop.thisRepN,Trialsloop.thisTrialN,Trialsloop.thisN,Trialsloop.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,IDRESPONSE.text,sensor2.started,sensor2.stopped,sensor3.started,sensor3.stopped,sensor.started,sensor.stopped,sensor4.started,sensor4.stopped,textsubjresp.started,textsubjresp.stopped,SubjectiveResponse.response,SubjectiveResponse.rt,SubjectiveResponse.started,SubjectiveResponse.stopped,textsubjcon.started,textsubjcon.stopped,sensor5.started,sensor5.stopped,sensor1.started,sensor1.stopped,sensor6.started,sensor6.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1,directx,TRUTH ,What is your favourite song?,"My favourite song is "Perfect" by Ed Sheeran",,,0,0,0,0,,,,,,,,,,,,,ID 018 ,,,,,,,,,,,,,,,,,,,,,,,018,001,2021_Feb_19_1208,deception_task,2020.2.10,59.95295598799748,
2,indirectx,LIE,What is your favourite tv-show/tv-drama?,"My favourite drama is F.R.I.E.N.D.S",,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,018,001,2021_Feb_19_1208,deception_task,2020.2.10,59.95295598799748,
3,directx,TRUTH ,Is George Washington your role model in life?,""No, my role model is Lee Kuan Yew"",,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,018,001,2021_Feb_19_1208,deception_task,2020.2.10,59.95295598799748,
4,indirectx,LIE,Is MacDonalds your favourite restaurant?,""Yes, MacDonalds is my favourite restaurant"",,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,018,001,2021_Feb_19_1208,deception_task,2020.2.10,59.95295598799748,
5,directx,TRUTH ,Who is your favourite celebrity?,"My favourite celebrity is Chris Hemsworth",,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,018,001,2021_Feb_19_1208,deception_task,2020.2.10,59.95295598799748,
1,directx,TRUTH ,What is your favourite song?,"My favourite song is "Perfect" by Ed Sheeran",,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,018,001,2021_Feb_19_1208,deception_task,2020.2.10,59.95295598799748,
2,indirectx,LIE,What is your favourite tv-show/tv-drama?,"My favourite drama is F.R.I.E.N.D.S",,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,018,001,2021_Feb_19_1208,deception_task,2020.2.10,59.95295598799748,
3,directx,TRUTH ,Is George Washington your role model in life?,""No, my role model is Lee Kuan Yew"",,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,018,001,2021_Feb_19_1208,deception_task,2020.2.10,59.95295598799748,
4,indirectx,LIE,Is MacDonalds your favourite restaurant?,""Yes, MacDonalds is my favourite restaurant"",,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,018,001,2021_Feb_19_1208,deception_task,2020.2.10,59.95295598799748,
5,directx,TRUTH ,Who is your favourite celebrity?,"My favourite celebrity is Chris Hemsworth",,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,018,001,2021_Feb_19_1208,deception_task,2020.2.10,59.95295598799748,
3,Indirect,TRUTH,Is Vera your closest friend back in secondary school?,,video/V4.mp4,,,,,,,,,,0,0,0,0,,,,,,377.9984155590646,378.51555889472365,386.6146863778122,387.1142042125575,390.7639199178666,391.2975107692182,397.67993685323745,398.18027722416446,399.3299335814081,None,1,3.182698958553374,399.3299335814081,None,399.3299335814081,None,,,,,,,018,001,2021_Feb_19_1208,deception_task,2020.2.10,59.95295598799748,
23,Indirect,LIE,Are you studying Communication Studies course in NTU?,,video/V18.mp4,,,,,,,,,,0,1,1,1,,,,,,403.69625572813675,404.2295549707487,413.0786192556843,413.59546167915687,416.4615432242863,416.99489219114184,422.79448528634384,423.2943040332757,425.16038461588323,None,0.002777777777777768,2.1349540036171675,425.16038461588323,None,425.16038461588323,None,,,,,,,018,001,2021_Feb_19_1208,deception_task,2020.2.10,59.95295598799748,
21,Indirect,TRUTH,Are you from Nanyang Business School in NTU?,,video/V40.mp4,,,,,,,,,,0,2,2,2,,,,,,430.910301849246,431.42696943553165,437.9591092998162,438.45951318973675,441.6427337718196,442.17558581661433,446.5418158932589,447.0418688254431,448.858301456552,None,1,1.581117661204189,448.858301456552,None,448.858301456552,None,,,,,,,018,001,2021_Feb_19_1208,deception_task,2020.2.10,59.95295598799748,
3,Direct,LIE,Who is your closest friend back in secondary school?,,video/V14.mp4,,,,,,,,,,0,3,3,3,,,,,,452.27488557016477,452.7911896877922,462.77352119935676,463.2735016304068,465.87357612047344,466.40663315774873,470.8396006273106,471.339512727689,472.47250663116574,None,1,1.4490483086556196,472.47250663116574,None,472.47250663116574,None,,,,,,,018,001,2021_Feb_19_1208,deception_task,2020.2.10,59.95295598799748,
28,Indirect,LIE,Are you a free-thinker?,,video/V30.mp4,,,,,,,,,,0,4,4,4,,,,,,474.67248013289645,475.1891631176695,481.121861434076,481.62160254688933,484.3880869555287,484.92133583221585,488.08774607116356,488.5877431840636,489.6208784971386,None,0.0,5.184558647219092,489.6208784971386,None,489.6208784971386,None,,,,,,,018,001,2021_Feb_19_1208,deception_task,2020.2.10,59.95295598799748,
1,Indirect,LIE,Are you from CHIJ Our Lady Queen of Peace?,,video/V28.mp4,,,,,,,,,,0,5,5,5,,,,,,495.8037064173259,496.33722701342776,504.0365598737262,504.53630483616143,507.46926556900144,508.0025660949759,511.53559907199815,512.0355413276702,513.8018919616006,None,0.2796296296296296,4.966917619574815,513.8018919616006,None,513.8018919616006,None,,,,,,,018,001,2021_Feb_19_1208,deception_task,2020.2.10,59.95295598799748,
10,Indirect,TRUTH,Do you hate eating Vegetables the most?,,video/V2.mp4,,,,,,,,,,0,6,6,6,,,,,,523.984373416286,524.5009380248375,531.8668594900519,532.3667488135397,534.9333851537667,535.4666577698663,538.2994509795681,538.7993659670465,540.1825995096005,None,1.0,3.6501985122449696,540.1825995096005,None,540.1825995096005,None,,,,,,,018,001,2021_Feb_19_1208,deception_task,2020.2.10,59.95295598799748,
2,Direct,TRUTH,Which secondary school did you attend?,,video/V5.mp4,,,,,,,,,,0,7,7,7,,,,,,545.5155726894736,546.0151957469061,552.0814487286843,552.581143966876,555.647825860884,556.180959249381,560.0140655618161,560.5140299526975,562.4305277704261,None,0.312037037037037,0.9989131228066981,562.4305277704261,None,562.4305277704261,None,,,,,,,018,001,2021_Feb_19_1208,deception_task,2020.2.10,59.95295598799748,
15,Direct,LIE,Which polytechnic or junior college are you from?,,video/V12.mp4,,,,,,,,,,0,8,8,8,,,,,,566.629901051987,567.1469224826433,579.4120531068183,579.9117659893818,582.6115434807725,583.1449473053217,585.8778572226875,586.3780076787807,587.6607317235321,None,0.8537037037037036,3.185810095630586,587.6607317235321,None,587.6607317235321,None,,,,,,,018,001,2021_Feb_19_1208,deception_task,2020.2.10,59.95295598799748,
26,Indirect,LIE,Do you smoke socially?,,video/V27.mp4,,,,,,,,,,0,9,9,9,,,,,,591.7941157221794,592.2938526645303,597.5935349422507,598.0934101506136,600.9930260865949,601.5266451686621,604.2927831108682,604.7926320130937,606.6924327309243,None,0.2777777777777778,2.10145746730268,606.6924327309243,None,606.6924327309243,None,,,,,,,018,001,2021_Feb_19_1208,deception_task,2020.2.10,59.95295598799748,
18,Direct,LIE,What was the last country you visited?,,video/V8.mp4,,,,,,,,,,0,10,10,10,,,,,,609.4421988665126,609.9590733698569,613.8753735739738,614.3753896141425,617.5244803973474,618.0578495748341,620.8909571706317,621.3909539622255,623.1077689249068,None,0.8907407407407407,0.7644145945087075,623.1077689249068,None,623.1077689249068,None,,,,,,,018,001,2021_Feb_19_1208,deception_task,2020.2.10,59.95295598799748,
15,Indirect,TRUTH,Are you from Eunoia Junior College?,,video/V6.mp4,,,,,,,,,,0,11,11,11,,,,,,626.4905260768719,627.0075558484532,631.5900404467247,632.0900292186998,634.9394309869967,635.4732544203289,638.5064182849601,639.0062607708387,640.6724114813842,None,1.0,1.3316989541053772,640.6724114813842,None,640.6724114813842,None,,,,,,,018,001,2021_Feb_19_1208,deception_task,2020.2.10,59.95295598799748,
28,Direct,TRUTH,What religion do you practice?,,video/V22.mp4,,,,,,,,,,0,12,12,12,,,,,,642.7223471924663,643.2219477938488,646.8384165475145,647.3384037152864,650.6047893166542,651.1379547850229,653.2379266186617,653.7379096159711,655.1880082306452,None,0.7925925925925925,0.7147672837600112,655.1880082306452,None,655.1880082306452,None,,,,,,,018,001,2021_Feb_19_1208,deception_task,2020.2.10,59.95295598799748,
27,Direct,LIE,How frequently do you drink alcohol?,,video/V19.mp4,,,,,,,,,,0,13,13,13,,,,,,657.6706983987242,658.1876184563152,664.6701812660322,665.1699640830047,668.1697921333835,668.703181842342,671.3029791596346,671.8029194902629,673.419262489304,None,0.25,1.9489924893714488,673.419262489304,None,673.419262489304,None,,,,,,,018,001,2021_Feb_19_1208,deception_task,2020.2.10,59.95295598799748,
20,Direct,LIE,Which floor of the building is your house on?,,video/V26.mp4,,,,,,,,,,0,14,14,14,,,,,,676.1023095175624,676.6359780034982,684.068329853937,684.5680148261599,687.5010932930745,688.0346706709825,690.500648340676,691.0006339047104,692.5507620973513,None,0.8305555555555555,2.001715969759971,692.5507620973513,None,692.5507620973513,None,,,,,,,018,001,2021_Feb_19_1208,deception_task,2020.2.10,59.95295598799748,
6,Indirect,LIE,Were you in the Choir CCA during secondary school?,,video/V15.mp4,,,,,,,,,,0,15,15,15,,,,,,695.367171951104,695.9005321464501,704.0327179497108,704.5328048868105,707.3658662871458,707.8988835453056,711.1319371820427,711.631964771077,712.7154412888922,None,0.7953703703703704,0.7652566991746426,712.7154412888922,None,712.7154412888922,None,,,,,,,018,001,2021_Feb_19_1208,deception_task,2020.2.10,59.95295598799748,
6,Indirect,TRUTH,Were you in the English Drama CCA during secondary school?,,video/V32.mp4,,,,,,,,,,0,16,16,16,,,,,,716.5151498722844,717.048258558847,723.0979106812738,723.5977801145054,726.2640475966036,726.797240333166,730.2302928152494,730.7302556023933,732.1134304380976,None,1,2.300028743688017,732.1134304380976,None,732.1134304380976,None,,,,,,,018,001,2021_Feb_19_1208,deception_task,2020.2.10,59.95295598799748,
20,Direct,TRUTH,Which floor of the building is your house on?,,video/V13.mp4,,,,,,,,,,0,17,17,17,,,,,,735.0965248164721,735.6297817137092,739.6961203496903,740.195998123847,743.1789606530219,743.712433449924,746.2119464725256,746.7119269035757,748.028524747584,None,0.26481481481481484,0.8990182816050947,748.028524747584,None,748.028524747584,None,,,,,,,018,001,2021_Feb_19_1208,deception_task,2020.2.10,59.95295598799748,
1,Direct,TRUTH,Which primary school are you from?,,video/V34.mp4,,,,,,,,,,0,18,18,18,,,,,,751.4449693122879,751.944921833463,757.5277403867804,758.0274372287095,760.6272005410865,761.1605360344984,764.7268246253952,765.2268573469482,766.9100038241595,None,0.9203703703703704,0.5319332680664957,766.9100038241595,None,766.9100038241595,None,,,,,,,018,001,2021_Feb_19_1208,deception_task,2020.2.10,59.95295598799748,
29,Direct,TRUTH,What brand of handphone do you use?,,video/V10.mp4,,,,,,,,,,0,19,19,19,,,,,,770.2430158206262,770.7765203765593,774.7260970463976,775.2259725751355,778.275218562223,778.8089021258056,781.6415593158454,782.1414710953832,783.7914806548506,None,1.0,2.3847672967240214,783.7914806548506,None,783.7914806548506,None,,,,,,,018,001,2021_Feb_19_1208,deception_task,2020.2.10,59.95295598799748,
22,Direct,TRUTH,"Which year in NTU are you currently in? (Eg. 1, 2, 3, 4)",,video/V35.mp4,,,,,,,,,,0,20,20,20,,,,,,786.9244649345055,787.4411822450347,793.8572562835179,794.3572405641899,797.0068693323992,797.5398593218997,800.3400561660528,800.839736005757,802.65661423048,None,0.2962962962962963,0.7824382102116942,802.65661423048,None,802.65661423048,None,,,,,,,018,001,2021_Feb_19_1208,deception_task,2020.2.10,59.95295598799748,
26,Direct,TRUTH,How often do you smoke?,,video/V25.mp4,,,,,,,,,,0,21,21,21,,,,,,807.1060170256533,807.6392434462905,813.3885546848178,813.8885386446491,816.3880859930068,816.92160723079,819.3212424148805,819.8212420940399,821.387823577039,None,0.9046296296296297,0.5663068764843047,821.387823577039,None,821.387823577039,None,,,,,,,018,001,2021_Feb_19_1208,deception_task,2020.2.10,59.95295598799748,
22,Direct,LIE,"Which year in NTU are you currently in? (Eg. 1, 2, 3, 4)",,video/V9.mp4,,,,,,,,,,0,22,22,22,,,,,,824.4708086261526,824.9874486234039,830.5371276931837,831.0367555632256,834.2202061600983,834.7531887716614,837.4528421130963,837.9526265338063,839.0525666079484,None,0.2185185185185185,1.6980243092402816,839.0525666079484,None,839.0525666079484,None,,,,,,,018,001,2021_Feb_19_1208,deception_task,2020.2.10,59.95295598799748,
16,Indirect,LIE,Do you have 0 siblings?,,video/V36.mp4,,,,,,,,,,0,23,23,23,,,,,,841.469100676477,841.9688122756779,853.7345123235136,854.2346435314976,856.934366166126,857.467125819996,859.8339949338697,860.3338441569358,862.1670900182799,None,0.20092592592592595,0.8156902953051031,862.1670900182799,None,862.1670900182799,None,,,,,,,018,001,2021_Feb_19_1208,deception_task,2020.2.10,59.95295598799748,
