Tap_Number,Tap_Times,Condition,ID
55.0,680.7501392690514,NoGuess_Perturbed,6
56.0,681.4381779758309,NoGuess_Perturbed,6
57.0,682.1101422589321,NoGuess_Perturbed,6
58.0,682.9502484700691,NoGuess_Perturbed,6
59.0,683.5501972059768,NoGuess_Perturbed,6
60.0,684.118280683649,NoGuess_Perturbed,6
1.0,364.2312847352587,Guess,7
2.0,367.7433744776063,Guess,7
3.0,390.99931733356794,Guess,7
4.0,392.20757297938695,Guess,7
5.0,395.0473596719094,Guess,7
6.0,396.2312651663088,Guess,7
7.0,398.0153420330026,Guess,7
8.0,399.35943517088896,Guess,7
9.0,400.5754147651606,Guess,7
10.0,402.0074076382444,Guess,7
11.0,403.2957351310179,Guess,7
12.0,405.9592167688534,Guess,7
13.0,407.59126398572704,Guess,7
14.0,408.8956713555381,Guess,7
15.0,410.23938819253823,Guess,7
16.0,411.4953605625779,Guess,7
17.0,412.9512448403985,Guess,7
18.0,414.19126372877514,Guess,7
19.0,415.6312811421231,Guess,7
20.0,417.13535500597214,Guess,7
21.0,418.6473712851294,Guess,7
22.0,419.9912645630539,Guess,7
23.0,421.2312343693339,Guess,7
1.0,453.08727898355573,NoGuess,7
2.0,454.2072605183348,NoGuess,7
3.0,455.2794274841435,NoGuess,7
4.0,456.3192672370933,NoGuess,7
5.0,457.4875455060974,NoGuess,7
6.0,458.59939342783764,NoGuess,7
7.0,459.6474431445822,NoGuess,7
8.0,461.03926872555166,NoGuess,7
9.0,462.10331298597157,NoGuess,7
10.0,463.27929563447833,NoGuess,7
11.0,464.41512959776446,NoGuess,7
12.0,465.3834728607908,NoGuess,7
13.0,466.31955275079235,NoGuess,7
14.0,467.39143709046766,NoGuess,7
15.0,468.39126674458385,NoGuess,7
16.0,469.36742698866874,NoGuess,7
17.0,470.5273291184567,NoGuess,7
18.0,471.70337913557887,NoGuess,7
19.0,472.77543189562857,NoGuess,7
20.0,473.83909440180287,NoGuess,7
21.0,475.05550130456686,NoGuess,7
22.0,476.1594170774333,NoGuess,7
23.0,477.055225093849,NoGuess,7
24.0,478.0873659211211,NoGuess,7
25.0,481.5112681686878,NoGuess,7
26.0,482.47126576909795,NoGuess,7
27.0,483.64778030710295,NoGuess,7
28.0,484.967354551889,NoGuess,7
29.0,486.5513587887399,NoGuess,7
30.0,487.9354443815537,NoGuess,7
31.0,489.2715716860257,NoGuess,7
32.0,490.51925742067397,NoGuess,7
33.0,491.759275667835,NoGuess,7
34.0,493.0553357708268,NoGuess,7
35.0,494.64711913466454,NoGuess,7
36.0,496.16723020887,NoGuess,7
37.0,497.7678070748225,NoGuess,7
38.0,499.1592704709619,NoGuess,7
39.0,500.54346898570657,NoGuess,7
40.0,501.99122831225395,NoGuess,7
41.0,503.1272675888613,NoGuess,7
42.0,504.4396513784304,NoGuess,7
43.0,505.8232070058584,NoGuess,7
44.0,507.0713505251333,NoGuess,7
45.0,508.43125053728,NoGuess,7
46.0,510.0796374808997,NoGuess,7
47.0,511.2793613988906,NoGuess,7
1.0,585.0231253295206,NoGuess_Perturbed,7
2.0,589.3512386805378,NoGuess_Perturbed,7
3.0,589.7912888154387,NoGuess_Perturbed,7
4.0,594.8633685233071,NoGuess_Perturbed,7
5.0,595.151232777629,NoGuess_Perturbed,7
6.0,598.5033279997297,NoGuess_Perturbed,7
7.0,598.7752663618885,NoGuess_Perturbed,7
8.0,599.0153542230837,NoGuess_Perturbed,7
9.0,599.2715633451007,NoGuess_Perturbed,7
10.0,599.5353052173741,NoGuess_Perturbed,7
11.0,600.9752106708474,NoGuess_Perturbed,7
12.0,601.263238855172,NoGuess_Perturbed,7
13.0,601.5514248739928,NoGuess_Perturbed,7
14.0,601.9354167925194,NoGuess_Perturbed,7
15.0,602.3514975677244,NoGuess_Perturbed,7
16.0,602.7991722025909,NoGuess_Perturbed,7
17.0,603.3994019608945,NoGuess_Perturbed,7
18.0,603.9354578549974,NoGuess_Perturbed,7
19.0,604.6312195481732,NoGuess_Perturbed,7
20.0,605.1274125911295,NoGuess_Perturbed,7
21.0,605.6314222947694,NoGuess_Perturbed,7
22.0,606.0712693622336,NoGuess_Perturbed,7
23.0,606.4233225588687,NoGuess_Perturbed,7
24.0,607.7193027818576,NoGuess_Perturbed,7
25.0,608.1031888355501,NoGuess_Perturbed,7
26.0,608.9752831719816,NoGuess_Perturbed,7
27.0,609.4152216678485,NoGuess_Perturbed,7
28.0,610.2312321234494,NoGuess_Perturbed,7
29.0,610.6632192218676,NoGuess_Perturbed,7
30.0,611.0232895803638,NoGuess_Perturbed,7
31.0,611.3912356267683,NoGuess_Perturbed,7
32.0,611.8312129392289,NoGuess_Perturbed,7
33.0,612.2232101499103,NoGuess_Perturbed,7
34.0,612.5915129277855,NoGuess_Perturbed,7
35.0,613.57539487537,NoGuess_Perturbed,7
36.0,613.8390456400812,NoGuess_Perturbed,7
37.0,615.9914018660784,NoGuess_Perturbed,7
38.0,616.3674160814844,NoGuess_Perturbed,7
39.0,616.7433853847906,NoGuess_Perturbed,7
40.0,617.1275123604573,NoGuess_Perturbed,7
41.0,617.5355855985545,NoGuess_Perturbed,7
42.0,617.8954233750701,NoGuess_Perturbed,7
43.0,620.3193339640275,NoGuess_Perturbed,7
44.0,620.7193756038323,NoGuess_Perturbed,7
45.0,621.095158521086,NoGuess_Perturbed,7
46.0,621.5032198894769,NoGuess_Perturbed,7
47.0,622.9192737173289,NoGuess_Perturbed,7
48.0,623.2872614678927,NoGuess_Perturbed,7
49.0,623.6953715980053,NoGuess_Perturbed,7
50.0,624.0953975184821,NoGuess_Perturbed,7
51.0,624.4711897391826,NoGuess_Perturbed,7
52.0,624.8393218503334,NoGuess_Perturbed,7
53.0,625.1672533066012,NoGuess_Perturbed,7
54.0,625.4953669784591,NoGuess_Perturbed,7
55.0,628.807675700169,NoGuess_Perturbed,7
56.0,629.1273400899954,NoGuess_Perturbed,7
57.0,629.4632194144651,NoGuess_Perturbed,7
58.0,629.7432070188224,NoGuess_Perturbed,7
59.0,629.9992300756276,NoGuess_Perturbed,7
1.0,411.57791862450546,Guess,8
2.0,416.59364914847544,Guess,8
3.0,422.61778436275205,Guess,8
4.0,424.76165730180225,Guess,8
5.0,430.5697083403357,Guess,8
6.0,434.00159727316355,Guess,8
7.0,438.70595710026106,Guess,8
8.0,440.42575776670134,Guess,8
9.0,444.057872673031,Guess,8
10.0,445.3936050701887,Guess,8
11.0,448.0176999275573,Guess,8
12.0,451.03403355879715,Guess,8
13.0,453.969830501359,Guess,8
14.0,455.94586274586624,Guess,8
15.0,458.09766206005594,Guess,8
16.0,461.0417247856968,Guess,8
17.0,463.76163933705544,Guess,8
1.0,516.7856888966635,NoGuess,8
2.0,530.713522892911,NoGuess,8
3.0,544.577657812275,NoGuess,8
4.0,561.4575020819902,NoGuess,8
1.0,658.0415233219974,NoGuess_Perturbed,8
2.0,658.9776731468737,NoGuess_Perturbed,8
3.0,666.065582505893,NoGuess_Perturbed,8
4.0,674.0659985863604,NoGuess_Perturbed,8
5.0,682.5297312838957,NoGuess_Perturbed,8
6.0,688.5059184753336,NoGuess_Perturbed,8
7.0,692.8416377198882,NoGuess_Perturbed,8
1.0,712.61803682723,NoGuess_Perturbed,9
2.0,748.2900396065498,NoGuess_Perturbed,9
1.0,410.6556970211004,Guess,10
2.0,412.67171177540695,Guess,10
3.0,422.2878334209581,Guess,10
1.0,597.455219622077,NoGuess_Perturbed,10
2.0,598.3752112941161,NoGuess_Perturbed,10
3.0,599.3830141600497,NoGuess_Perturbed,10
4.0,600.3833038442112,NoGuess_Perturbed,10
5.0,601.6072348359316,NoGuess_Perturbed,10
6.0,603.5913115100279,NoGuess_Perturbed,10
7.0,605.0713175282158,NoGuess_Perturbed,10
8.0,606.3353802024662,NoGuess_Perturbed,10
9.0,607.6792096414879,NoGuess_Perturbed,10
10.0,609.0475159481443,NoGuess_Perturbed,10
11.0,610.7914021046176,NoGuess_Perturbed,10
12.0,612.2394607391484,NoGuess_Perturbed,10
13.0,613.4793814628661,NoGuess_Perturbed,10
14.0,614.7751955104336,NoGuess_Perturbed,10
15.0,616.0793696570486,NoGuess_Perturbed,10
1.0,470.4639110799661,Guess,11
2.0,474.1679071175648,Guess,11
3.0,475.52784402219265,Guess,11
4.0,476.9440418902567,Guess,11
5.0,478.46394219778165,Guess,11
6.0,480.28795602049365,Guess,11
7.0,481.6960388824126,Guess,11
8.0,483.3118823926678,Guess,11
9.0,484.799977111329,Guess,11
10.0,486.40005096018,Guess,11
11.0,487.91985759341776,Guess,11
12.0,489.592017886859,Guess,11
13.0,491.2799946783824,Guess,11
14.0,492.9119100460565,Guess,11
15.0,494.487883326762,Guess,11
16.0,495.93592175112724,Guess,11
17.0,497.43192295513734,Guess,11
18.0,498.58413674512565,Guess,11
19.0,500.48808254504263,Guess,11
20.0,502.2157794308631,Guess,11
21.0,503.8799966673149,Guess,11
22.0,505.6798072659193,Guess,11
23.0,507.3677481279491,Guess,11
24.0,508.8318882441862,Guess,11
25.0,510.3920504801689,Guess,11
26.0,511.98424607438653,Guess,11
27.0,513.5439960799894,Guess,11
28.0,515.2080298179543,Guess,11
29.0,516.6878840966864,Guess,11
30.0,518.2799378965764,Guess,11
31.0,519.9441208077377,Guess,11
32.0,521.4959591954729,Guess,11
33.0,523.0078647971867,Guess,11
34.0,524.5598908543369,Guess,11
35.0,526.304048088078,Guess,11
36.0,527.9521257785863,Guess,11
1.0,564.3439974935472,NoGuess,11
2.0,566.1360514216803,NoGuess,11
3.0,568.5760341879659,NoGuess,11
4.0,570.5678572670304,NoGuess,11
5.0,572.5279203110122,NoGuess,11
6.0,574.4079195281238,NoGuess,11
7.0,576.368096457024,NoGuess,11
8.0,578.2400095399216,NoGuess,11
9.0,581.3198779985987,NoGuess,11
10.0,583.6799589434386,NoGuess,11
11.0,585.6078699321233,NoGuess,11
12.0,587.2879922093571,NoGuess,11
13.0,589.2399460213937,NoGuess,11
14.0,591.54391613805,NoGuess,11
15.0,595.9840490400538,NoGuess,11
16.0,598.0721098176882,NoGuess,11
17.0,599.8079938899473,NoGuess,11
18.0,601.5763646142304,NoGuess,11
19.0,603.5839297656648,NoGuess,11
20.0,605.479973251161,NoGuess,11
21.0,607.2399011092939,NoGuess,11
22.0,609.2237763196908,NoGuess,11
23.0,611.7439724068836,NoGuess,11
24.0,614.0719494169325,NoGuess,11
25.0,615.8957643422045,NoGuess,11
26.0,617.8562492408537,NoGuess,11
27.0,620.3121168368243,NoGuess,11
1.0,691.8159520684429,NoGuess_Perturbed,11
2.0,693.88786271379,NoGuess_Perturbed,11
3.0,695.1359609996588,NoGuess_Perturbed,11
4.0,696.4480397065789,NoGuess_Perturbed,11
5.0,698.1119563516849,NoGuess_Perturbed,11
6.0,699.7119365262487,NoGuess_Perturbed,11
7.0,701.7360380564504,NoGuess_Perturbed,11
8.0,703.5276951522254,NoGuess_Perturbed,11
9.0,705.0719443282732,NoGuess_Perturbed,11
10.0,706.727874288118,NoGuess_Perturbed,11
11.0,708.5520016749077,NoGuess_Perturbed,11
12.0,709.6799872180135,NoGuess_Perturbed,11
13.0,711.2319577762545,NoGuess_Perturbed,11
14.0,712.2637020920091,NoGuess_Perturbed,11
1.0,331.5923800552264,Guess,12
2.0,332.8321817610413,Guess,12
3.0,334.2001117672771,Guess,12
4.0,335.416514178738,Guess,12
5.0,336.70453113503754,Guess,12
6.0,337.90424093743786,Guess,12
7.0,339.04027091059834,Guess,12
8.0,340.04829513002187,Guess,12
9.0,340.8565867696889,Guess,12
10.0,341.60828060423955,Guess,12
11.0,342.3923109546304,Guess,12
12.0,343.6245202408172,Guess,12
13.0,345.3843444795348,Guess,12
14.0,346.71238051727414,Guess,12
15.0,347.9763508005999,Guess,12
16.0,349.0881907027215,Guess,12
17.0,350.38424855982885,Guess,12
18.0,351.77649407088757,Guess,12
19.0,353.1845721206628,Guess,12
20.0,354.2801213786006,Guess,12
21.0,355.58433466311544,Guess,12
22.0,356.88823324115947,Guess,12
23.0,358.22419854067266,Guess,12
24.0,359.32820381689817,Guess,12
25.0,360.9201761330478,Guess,12
26.0,362.3923741527833,Guess,12
27.0,363.6641588509083,Guess,12
28.0,365.04019680572674,Guess,12
29.0,366.2965964837931,Guess,12
30.0,367.72017696732655,Guess,12
31.0,368.88818608317524,Guess,12
32.0,370.3447504611686,Guess,12
33.0,371.6323458836414,Guess,12
34.0,373.0322386715561,Guess,12
35.0,374.3682248229161,Guess,12
36.0,375.48817556072026,Guess,12
37.0,376.69621498603374,Guess,12
38.0,378.07216311618686,Guess,12
39.0,379.44828223390505,Guess,12
40.0,380.6644164547324,Guess,12
41.0,381.88016539253294,Guess,12
42.0,383.0482136462815,Guess,12
43.0,384.38432330684736,Guess,12
44.0,385.47241488145664,Guess,12
45.0,386.6722571752034,Guess,12
46.0,387.89623532490805,Guess,12
47.0,389.0562988179736,Guess,12
48.0,390.16821924131364,Guess,12
1.0,436.296216333285,NoGuess,12
2.0,437.5523478211835,NoGuess,12
3.0,438.5443306597881,NoGuess,12
4.0,439.36839548964053,NoGuess,12
5.0,440.1523687373847,NoGuess,12
6.0,441.20037610828876,NoGuess,12
7.0,442.2883845954202,NoGuess,12
8.0,443.3601524834521,NoGuess,12
9.0,444.44016819028184,NoGuess,12
10.0,445.3601864888333,NoGuess,12
11.0,446.2164781205356,NoGuess,12
12.0,447.16823111101985,NoGuess,12
13.0,448.1843183664605,NoGuess,12
14.0,449.3282913961448,NoGuess,12
15.0,450.22433327743784,NoGuess,12
16.0,451.18419132893905,NoGuess,12
17.0,452.2081780117005,NoGuess,12
18.0,453.3125342456624,NoGuess,12
19.0,454.36804164526984,NoGuess,12
20.0,455.3762192078866,NoGuess,12
21.0,456.76018610363826,NoGuess,12
22.0,458.3443667818792,NoGuess,12
23.0,459.7443888531998,NoGuess,12
24.0,461.1681791408919,NoGuess,12
25.0,462.3202530615963,NoGuess,12
26.0,463.94433540757746,NoGuess,12
27.0,465.23231226345524,NoGuess,12
28.0,466.8801522399299,NoGuess,12
29.0,468.8484845957719,NoGuess,12
30.0,470.64797503408045,NoGuess,12
31.0,471.6325980341062,NoGuess,12
32.0,472.9683506418951,NoGuess,12
33.0,474.88795863464475,NoGuess,12
34.0,478.88817132636905,NoGuess,12
35.0,481.6562834838405,NoGuess,12
36.0,482.7681371802464,NoGuess,12
37.0,483.7602836275473,NoGuess,12
38.0,485.1922630267218,NoGuess,12
39.0,488.7924972763285,NoGuess,12
40.0,491.00015334319323,NoGuess,12
41.0,493.22430119710043,NoGuess,12
1.0,554.1124064386822,NoGuess_Perturbed,12
2.0,554.8481994029135,NoGuess_Perturbed,12
3.0,555.7924889358692,NoGuess_Perturbed,12
4.0,557.016394583974,NoGuess_Perturbed,12
5.0,558.1522157154977,NoGuess_Perturbed,12
6.0,559.3603683835827,NoGuess_Perturbed,12
7.0,560.7443718509749,NoGuess_Perturbed,12
8.0,561.9441564003937,NoGuess_Perturbed,12
9.0,562.9765750416555,NoGuess_Perturbed,12
10.0,564.1922668768093,NoGuess_Perturbed,12
11.0,566.2562899640761,NoGuess_Perturbed,12
12.0,567.6562068122439,NoGuess_Perturbed,12
13.0,569.1201874897815,NoGuess_Perturbed,12
14.0,570.5521444329061,NoGuess_Perturbed,12
15.0,571.6883129929192,NoGuess_Perturbed,12
16.0,573.2801890680566,NoGuess_Perturbed,12
17.0,574.936000331305,NoGuess_Perturbed,12
18.0,576.4803512012586,NoGuess_Perturbed,12
19.0,577.7201503408141,NoGuess_Perturbed,12
20.0,579.944357864093,NoGuess_Perturbed,12
21.0,580.8723387876526,NoGuess_Perturbed,12
22.0,581.6321915779263,NoGuess_Perturbed,12
23.0,582.7121739210561,NoGuess_Perturbed,12
24.0,583.7282310212031,NoGuess_Perturbed,12
25.0,585.1683982489631,NoGuess_Perturbed,12
26.0,586.4642950636335,NoGuess_Perturbed,12
27.0,587.6242841309868,NoGuess_Perturbed,12
28.0,588.8881848002784,NoGuess_Perturbed,12
29.0,590.0962255084887,NoGuess_Perturbed,12
30.0,591.6643497282639,NoGuess_Perturbed,12
31.0,592.3121326020919,NoGuess_Perturbed,12
32.0,593.0722814924084,NoGuess_Perturbed,12
33.0,593.9281503073871,NoGuess_Perturbed,12
34.0,594.9602237660438,NoGuess_Perturbed,12
35.0,595.9043641258031,NoGuess_Perturbed,12
36.0,597.0803871955723,NoGuess_Perturbed,12
37.0,598.3122506570071,NoGuess_Perturbed,12
38.0,599.6321662347764,NoGuess_Perturbed,12
39.0,600.0326881152578,NoGuess_Perturbed,12
40.0,600.4642588132992,NoGuess_Perturbed,12
41.0,602.3604039927013,NoGuess_Perturbed,12
42.0,603.8081562616862,NoGuess_Perturbed,12
43.0,604.9200831009075,NoGuess_Perturbed,12
44.0,606.1842904570512,NoGuess_Perturbed,12
45.0,607.1680428003892,NoGuess_Perturbed,12
46.0,608.0642203809693,NoGuess_Perturbed,12
47.0,608.6400932511315,NoGuess_Perturbed,12
48.0,609.0640497142449,NoGuess_Perturbed,12
49.0,609.4881399520673,NoGuess_Perturbed,12
50.0,610.1843369733542,NoGuess_Perturbed,12
1.0,729.9513824715332,Guess,13
2.0,732.0475107764878,Guess,13
3.0,737.44760117848,Guess,13
4.0,739.4155431187764,Guess,13
5.0,741.6954771488026,Guess,13
6.0,743.9753912895039,Guess,13
7.0,753.5275309102663,Guess,13
8.0,763.8798571092129,Guess,13
9.0,772.2795445842721,Guess,13
1.0,624.6982286600396,Guess,14
2.0,627.4906216762029,Guess,14
3.0,629.1223647724837,Guess,14
4.0,630.4908943576738,Guess,14
5.0,631.482381877955,Guess,14
6.0,632.8506044554524,Guess,14
7.0,633.9224977772683,Guess,14
8.0,635.1143562728539,Guess,14
9.0,636.2984196017496,Guess,14
10.0,637.4823693665676,Guess,14
11.0,638.5943212280981,Guess,14
12.0,640.0743987853639,Guess,14
13.0,641.0184153155424,Guess,14
14.0,642.3624593708664,Guess,14
15.0,643.426435300149,Guess,14
16.0,644.6903603505343,Guess,14
17.0,645.818488009274,Guess,14
18.0,646.9705250374973,Guess,14
19.0,648.034464395605,Guess,14
20.0,649.0743118482642,Guess,14
21.0,650.2743062018417,Guess,14
22.0,652.3223145352677,Guess,14
23.0,653.5063547664322,Guess,14
24.0,654.8741891733371,Guess,14
25.0,656.162472716067,Guess,14
26.0,657.3623573556542,Guess,14
27.0,659.2823095689528,Guess,14
28.0,660.4824983291328,Guess,14
29.0,661.6422416619025,Guess,14
30.0,662.946424790658,Guess,14
31.0,664.3224855223671,Guess,14
32.0,665.4341707979329,Guess,14
33.0,666.7307018381543,Guess,14
34.0,667.8743207021616,Guess,14
35.0,668.8904923284426,Guess,14
36.0,669.9704595939256,Guess,14
37.0,671.202116779983,Guess,14
38.0,672.2585111968219,Guess,14
39.0,673.3942710547708,Guess,14
40.0,674.3784179845825,Guess,14
41.0,675.7304086252116,Guess,14
42.0,676.9466519188136,Guess,14
43.0,678.2904293872416,Guess,14
1.0,770.1143091139384,NoGuess,14
2.0,774.138421872165,NoGuess,14
1.0,908.90642624069,NoGuess_Perturbed,14
2.0,910.3305321973749,NoGuess_Perturbed,14
3.0,911.5705366502516,NoGuess_Perturbed,14
4.0,913.9142855675891,NoGuess_Perturbed,14
5.0,916.178298517596,NoGuess_Perturbed,14
6.0,918.7544187260792,NoGuess_Perturbed,14
7.0,934.0345917539671,NoGuess_Perturbed,14
8.0,934.6743218568154,NoGuess_Perturbed,14
9.0,935.4503456321545,NoGuess_Perturbed,14
10.0,936.3143256036565,NoGuess_Perturbed,14
11.0,937.0825169994496,NoGuess_Perturbed,14
12.0,937.9782483442686,NoGuess_Perturbed,14
13.0,938.8024668386206,NoGuess_Perturbed,14
14.0,939.5784200374037,NoGuess_Perturbed,14
15.0,940.5624280599877,NoGuess_Perturbed,14
16.0,941.3705589780584,NoGuess_Perturbed,14
17.0,942.2743392442353,NoGuess_Perturbed,14
18.0,943.170460684225,NoGuess_Perturbed,14
19.0,944.0982087058946,NoGuess_Perturbed,14
20.0,944.9702937388793,NoGuess_Perturbed,14
21.0,945.9626499908045,NoGuess_Perturbed,14
22.0,946.8425751030445,NoGuess_Perturbed,14
23.0,947.6743010045029,NoGuess_Perturbed,14
24.0,948.7704459917732,NoGuess_Perturbed,14
25.0,949.6664278828539,NoGuess_Perturbed,14
26.0,950.6266801999882,NoGuess_Perturbed,14
27.0,951.5705340839922,NoGuess_Perturbed,14
28.0,952.522476668004,NoGuess_Perturbed,14
29.0,953.5307039548643,NoGuess_Perturbed,14
30.0,954.4103246256709,NoGuess_Perturbed,14
31.0,955.3940769694746,NoGuess_Perturbed,14
32.0,956.6342052514665,NoGuess_Perturbed,14
33.0,957.4982853136025,NoGuess_Perturbed,14
34.0,958.3943057009019,NoGuess_Perturbed,14
1.0,351.52704135887325,Guess,15
2.0,353.2468118700199,Guess,15
3.0,355.0789833655581,Guess,15
4.0,357.543133105617,Guess,15
5.0,359.2791217593476,Guess,15
6.0,361.07091904617846,Guess,15
7.0,362.88724388740957,Guess,15
8.0,364.85514572728425,Guess,15
9.0,366.7909295167774,Guess,15
10.0,368.7430049129762,Guess,15
11.0,370.59908289136365,Guess,15
12.0,372.67897156020626,Guess,15
13.0,374.70316676422954,Guess,15
14.0,376.446958925575,Guess,15
15.0,378.1192051935941,Guess,15
16.0,379.47105628531426,Guess,15
17.0,380.9829121627845,Guess,15
18.0,382.32726900000125,Guess,15
19.0,383.9268651744351,Guess,15
20.0,385.4711470720358,Guess,15
21.0,387.10301816882566,Guess,15
22.0,388.6391776818782,Guess,15
23.0,390.3671562317759,Guess,15
24.0,391.8630968038924,Guess,15
25.0,393.74289102852345,Guess,15
26.0,395.4309008629061,Guess,15
27.0,397.1671169656329,Guess,15
28.0,399.5591456145048,Guess,15
29.0,401.50308194430545,Guess,15
30.0,403.41514307120815,Guess,15
31.0,405.1350601888262,Guess,15
32.0,407.03926006378606,Guess,15
33.0,408.6630870513618,Guess,15
1.0,436.97500311164185,NoGuess,15
2.0,438.49516230635345,NoGuess,15
3.0,440.00698802853003,NoGuess,15
4.0,441.7108679357916,NoGuess,15
5.0,443.2549040992744,NoGuess,15
6.0,444.83897474221885,NoGuess,15
7.0,446.3111156593077,NoGuess,15
8.0,447.8631587186828,NoGuess,15
9.0,449.61527921957895,NoGuess,15
10.0,455.0549434297718,NoGuess,15
11.0,462.0548317907378,NoGuess,15
12.0,463.9510491504334,NoGuess,15
13.0,465.71874009491876,NoGuess,15
14.0,467.5030591674149,NoGuess,15
15.0,469.31099792476743,NoGuess,15
16.0,470.95113159669563,NoGuess,15
17.0,472.69507100619376,NoGuess,15
18.0,474.2393644526601,NoGuess,15
19.0,476.03901112126186,NoGuess,15
20.0,477.8229577424936,NoGuess,15
21.0,479.8789918990806,NoGuess,15
22.0,481.6870708470233,NoGuess,15
23.0,483.4393626563251,NoGuess,15
24.0,485.40713713737205,NoGuess,15
25.0,487.4951337547973,NoGuess,15
26.0,489.5190437659621,NoGuess,15
27.0,491.6630398933776,NoGuess,15
28.0,493.53508322220296,NoGuess,15
29.0,495.42308259848505,NoGuess,15
1.0,549.3989210790023,NoGuess_Perturbed,15
2.0,550.9108905205503,NoGuess_Perturbed,15
3.0,552.2147329580039,NoGuess_Perturbed,15
4.0,553.6072582085617,NoGuess_Perturbed,15
5.0,554.9432706655934,NoGuess_Perturbed,15
6.0,556.4309169035405,NoGuess_Perturbed,15
7.0,557.9190459479578,NoGuess_Perturbed,15
8.0,559.5351092074998,NoGuess_Perturbed,15
9.0,561.2709259116091,NoGuess_Perturbed,15
10.0,562.7910087555647,NoGuess_Perturbed,15
11.0,564.5990565856919,NoGuess_Perturbed,15
12.0,566.3029916705564,NoGuess_Perturbed,15
13.0,568.0951145710424,NoGuess_Perturbed,15
14.0,569.6951172016561,NoGuess_Perturbed,15
15.0,571.1513120159507,NoGuess_Perturbed,15
16.0,572.6551719051786,NoGuess_Perturbed,15
17.0,574.215080707334,NoGuess_Perturbed,15
18.0,575.8630627989769,NoGuess_Perturbed,15
19.0,577.6875889422372,NoGuess_Perturbed,15
20.0,579.3431634539738,NoGuess_Perturbed,15
21.0,580.9993968922645,NoGuess_Perturbed,15
22.0,582.8388666324317,NoGuess_Perturbed,15
23.0,584.8072756598704,NoGuess_Perturbed,15
24.0,599.0870242668316,NoGuess_Perturbed,15
25.0,601.0389245050028,NoGuess_Perturbed,15
26.0,603.2870516632684,NoGuess_Perturbed,15
27.0,605.0230460916646,NoGuess_Perturbed,15
1.0,403.0373987709172,Guess,16
2.0,404.28546850569546,Guess,16
3.0,405.293517105747,Guess,16
4.0,406.31725805439055,Guess,16
5.0,407.38946255436167,Guess,16
6.0,408.49339340487495,Guess,16
7.0,409.67739385645837,Guess,16
8.0,410.78957509156317,Guess,16
9.0,411.84564325306565,Guess,16
10.0,412.8533001537435,Guess,16
11.0,414.0534314904362,Guess,16
12.0,415.1254666065797,Guess,16
13.0,416.3651297260076,Guess,16
14.0,417.4293562020175,Guess,16
15.0,418.66145352786407,Guess,16
16.0,419.6852936046198,Guess,16
17.0,420.84537506243214,Guess,16
18.0,421.96527639683336,Guess,16
19.0,422.9894157811068,Guess,16
20.0,424.149438532535,Guess,16
21.0,425.237341475673,Guess,16
22.0,426.23737291432917,Guess,16
23.0,427.1973804598674,Guess,16
24.0,428.2615222437307,Guess,16
25.0,429.3415700304322,Guess,16
26.0,430.3733130628243,Guess,16
27.0,431.4932577055879,Guess,16
28.0,432.69340508198366,Guess,16
29.0,433.9174371259287,Guess,16
30.0,435.03739075083286,Guess,16
31.0,436.1413896116428,Guess,16
32.0,437.2533109970391,Guess,16
33.0,438.36521441768855,Guess,16
34.0,439.50151707232,Guess,16
35.0,440.4613488181494,Guess,16
36.0,441.4132554726675,Guess,16
37.0,442.56544135324657,Guess,16
38.0,443.8613240523264,Guess,16
39.0,444.88534153206274,Guess,16
40.0,445.83738003624603,Guess,16
41.0,446.90931506222114,Guess,16
42.0,447.97317454079166,Guess,16
43.0,449.20553171634674,Guess,16
44.0,450.41328851506114,Guess,16
45.0,451.44542228477076,Guess,16
46.0,452.5416032015346,Guess,16
47.0,453.53343109227717,Guess,16
48.0,454.4532899525948,Guess,16
49.0,455.5413933969103,Guess,16
50.0,456.5572358807549,Guess,16
51.0,457.5256169983186,Guess,16
52.0,458.54918214771897,Guess,16
53.0,459.5014452128671,Guess,16
54.0,460.3814052925445,Guess,16
55.0,461.3254972109571,Guess,16
1.0,514.6693045143038,NoGuess,16
2.0,523.0773222534917,NoGuess,16
3.0,526.8854188453406,NoGuess,16
4.0,533.0693111871369,NoGuess,16
5.0,538.7573701040819,NoGuess,16
6.0,544.1255618846044,NoGuess,16
7.0,545.6133037214167,NoGuess,16
8.0,549.7654632958584,NoGuess,16
9.0,551.9413699139841,NoGuess,16
10.0,553.8373562968336,NoGuess,16
11.0,556.41326253023,NoGuess,16
12.0,562.8775418745354,NoGuess,16
13.0,567.1894050021656,NoGuess,16
14.0,569.0532675604336,NoGuess,16
1.0,661.7334280125797,NoGuess_Perturbed,16
2.0,663.1174411037937,NoGuess_Perturbed,16
3.0,664.165357046295,NoGuess_Perturbed,16
4.0,665.0293549830094,NoGuess_Perturbed,16
5.0,665.8854409810156,NoGuess_Perturbed,16
6.0,666.6213564919308,NoGuess_Perturbed,16
7.0,667.4295470789075,NoGuess_Perturbed,16
8.0,668.2611366398633,NoGuess_Perturbed,16
9.0,669.0772263333201,NoGuess_Perturbed,16
10.0,669.8451986215077,NoGuess_Perturbed,16
11.0,670.8693931838498,NoGuess_Perturbed,16
12.0,671.8212430560961,NoGuess_Perturbed,16
13.0,672.7094663525932,NoGuess_Perturbed,16
14.0,673.6053933864459,NoGuess_Perturbed,16
