Time_to_Rpeak,Condition,ID
-0.162,Guess,30
0.045,Guess,30
-0.241,Guess,30
0.116,Guess,30
-0.195,Guess,30
0.142,Guess,30
-0.307,Guess,30
-0.017,Guess,30
-0.082,Guess,30
0.277,Guess,30
0.254,Guess,30
0.291,Guess,30
0.274,Guess,30
-0.29,Guess,30
-0.239,Guess,30
0.225,Guess,30
0.162,Guess,30
0.038,Guess,30
-0.14,Guess,30
0.332,Guess,30
0.128,Guess,30
-0.11,Guess,30
0.338,Guess,30
0.134,Guess,30
-0.054,Guess,30
-0.173,Guess,30
-0.14,Guess,30
-0.275,Guess,30
0.311,Guess,30
-0.125,Guess,30
0.196,Guess,30
-0.039,Guess,30
0.21,Guess,30
-0.2,Guess,30
-0.072,Guess,30
0.173,Guess,30
-0.307,Guess,30
-0.168,Guess,30
0.236,Guess,30
-0.294,Guess,30
-0.183,Guess,30
0.056,Guess,30
-0.282,Guess,30
0.178,Guess,30
0.21,Guess,30
-0.048,Guess,30
-0.316,Guess,30
-0.303,Guess,30
0.065,Guess,30
0.308,Guess,30
0.085,Guess,30
-0.107,Guess,30
0.071,NoGuess,30
-0.077,NoGuess,30
-0.003,NoGuess,30
0.251,NoGuess,30
0.322,NoGuess,30
0.013,NoGuess,30
0.118,NoGuess,30
0.112,NoGuess,30
0.179,NoGuess,30
-0.074,NoGuess,30
0.116,NoGuess,30
0.208,NoGuess,30
0.048,NoGuess,30
-0.065,NoGuess,30
0.23,NoGuess,30
-0.213,NoGuess,30
-0.154,NoGuess,30
0.322,NoGuess,30
-0.259,NoGuess,30
0.301,NoGuess,30
-0.004,NoGuess,30
0.269,NoGuess,30
-0.084,NoGuess,30
-0.113,NoGuess_Perturbed,30
0.085,NoGuess_Perturbed,30
0.293,NoGuess_Perturbed,30
-0.196,NoGuess_Perturbed,30
-0.093,NoGuess_Perturbed,30
0.007,NoGuess_Perturbed,30
