Item,pic,correct,part,partimg,condition,parta.thisRepN,parta.thisTrialN,parta.thisN,parta.thisIndex,trialsA.thisRepN,trialsA.thisTrialN,trialsA.thisN,trialsA.thisIndex,partb.thisRepN,partb.thisTrialN,partb.thisN,partb.thisIndex,trialB.thisRepN,trialB.thisTrialN,trialB.thisN,trialB.thisIndex,partc.thisRepN,partc.thisTrialN,partc.thisN,partc.thisIndex,trialC.thisRepN,trialC.thisTrialN,trialC.thisN,trialC.thisIndex,textboxsubjectid.text,image_2.started,image_2.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,mouse_2.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ID 021,,,,,,,,,,021,001,2021_Feb_18_1510,untitled,2020.2.10,60.040255487533116,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,021,001,2021_Feb_18_1510,untitled,2020.2.10,60.040255487533116,
1,images/4,b,a,images/3,cognitive,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,021,001,2021_Feb_18_1510,untitled,2020.2.10,60.040255487533116,
1,images/4,b,a,images/3,cognitive,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,45.03910319181159,None,0.39351851851851855,0.15462962962962962,1,0,0,3.827257771976292,b,021,001,2021_Feb_18_1510,untitled,2020.2.10,60.040255487533116,
2,images/5,a,b,images/28,physical,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,48.88859382271767,None,-0.3574074074074074,0.14074074074074075,1,0,0,1.4263271898962557,a,021,001,2021_Feb_18_1510,untitled,2020.2.10,60.040255487533116,
3,images/6,a,c,images/61,affect,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,50.33853877289221,None,-0.37777777777777777,0.1259259259259259,1,0,0,1.3612804231233895,a,021,001,2021_Feb_18_1510,untitled,2020.2.10,60.040255487533116,
4,images/7,d,None,None,affect,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,51.72172194952145,None,-0.37592592592592594,-0.3851851851851852,1,0,0,1.692508761305362,d,021,001,2021_Feb_18_1510,untitled,2020.2.10,60.040255487533116,
5,images/8,b,None,None,cognitive,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,53.42137625347823,None,0.42592592592592593,0.2074074074074074,1,0,0,1.4259614758193493,b,021,001,2021_Feb_18_1510,untitled,2020.2.10,60.040255487533116,
6,images/9,b,None,None,physical,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,54.871238116174936,None,0.4444444444444444,0.11388888888888889,1,0,0,1.3614020072855055,b,021,001,2021_Feb_18_1510,untitled,2020.2.10,60.040255487533116,
7,images/10,c,None,None,physical,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,56.25461505679414,None,0.3712962962962963,-0.40185185185185185,1,0,0,2.892706503625959,c,021,001,2021_Feb_18_1510,untitled,2020.2.10,60.040255487533116,
8,images/11,c,None,None,cognitive,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,59.170895050279796,None,0.3861111111111111,-0.4083333333333333,1,0,0,1.7930477727204561,c,021,001,2021_Feb_18_1510,untitled,2020.2.10,60.040255487533116,
9,images/12,d,None,None,affect,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,60.97037778934464,None,-0.18796296296296297,-0.3509259259259259,1,0,0,1.3908830652944744,d,021,001,2021_Feb_18_1510,untitled,2020.2.10,60.040255487533116,
10,images/13,d,None,None,cognitive,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,62.37014386057854,None,-0.2740740740740741,-0.387037037037037,1,0,0,1.590817429125309,d,021,001,2021_Feb_18_1510,untitled,2020.2.10,60.040255487533116,
11,images/14,c,None,None,physical,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,63.96999892219901,None,0.34629629629629627,-0.3685185185185185,1,0,0,1.4914718009531498,c,021,001,2021_Feb_18_1510,untitled,2020.2.10,60.040255487533116,
12,images/15,a,None,None,affect,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,65.46985456114635,None,-0.3472222222222222,0.2111111111111111,1,0,0,1.9917014949023724,a,021,001,2021_Feb_18_1510,untitled,2020.2.10,60.040255487533116,
13,images/16,b,None,None,affect,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,67.46964283194393,None,0.40185185185185185,0.18333333333333332,1,0,0,1.5575451338663697,b,021,001,2021_Feb_18_1510,untitled,2020.2.10,60.040255487533116,
14,images/17,b,None,None,cognitive,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,69.03620217973366,None,0.37407407407407406,0.1537037037037037,1,0,0,1.5573828076012433,b,021,001,2021_Feb_18_1510,untitled,2020.2.10,60.040255487533116,
15,images/18,d,None,None,physical,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,70.602647642605,None,-0.3851851851851852,-0.375,1,0,0,1.391574393492192,d,021,001,2021_Feb_18_1510,untitled,2020.2.10,60.040255487533116,
16,images/19,b,None,None,physical,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,72.00258534308523,None,0.44351851851851853,0.1425925925925926,1,0,0,1.4907224075868726,b,021,001,2021_Feb_18_1510,untitled,2020.2.10,60.040255487533116,
17,images/20,c,None,None,affect,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,73.50244290707633,None,0.37222222222222223,-0.4361111111111111,1,0,0,1.995106487069279,c,021,001,2021_Feb_18_1510,untitled,2020.2.10,60.040255487533116,
18,images/21,b,None,None,physical,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,75.51911819260567,None,0.5009259259259259,0.13518518518518519,1,0,0,1.9926375951617956,b,021,001,2021_Feb_18_1510,untitled,2020.2.10,60.040255487533116,
19,images/22,a,None,None,physical,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,77.51911883428693,None,-0.38796296296296295,0.06666666666666667,1,0,0,2.158977257553488,a,021,001,2021_Feb_18_1510,untitled,2020.2.10,60.040255487533116,
20,images/23,d,None,None,affect,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,79.70206577237695,None,-0.36203703703703705,-0.3287037037037037,1,0,0,1.3377155950292945,d,021,001,2021_Feb_18_1510,untitled,2020.2.10,60.040255487533116,
