item,style,condition,question,respond,video,bitalino,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,Trialsloop.thisRepN,Trialsloop.thisTrialN,Trialsloop.thisN,Trialsloop.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,IDRESPONSE.text,sensor2.started,sensor2.stopped,sensor3.started,sensor3.stopped,sensor.started,sensor.stopped,sensor4.started,sensor4.stopped,textsubjresp.started,textsubjresp.stopped,SubjectiveResponse.response,SubjectiveResponse.rt,SubjectiveResponse.started,SubjectiveResponse.stopped,textsubjcon.started,textsubjcon.stopped,sensor5.started,sensor5.stopped,sensor1.started,sensor1.stopped,sensor6.started,sensor6.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1,directx,TRUTH ,What is your favourite song?,"My favourite song is "Perfect" by Ed Sheeran",,,0,0,0,0,,,,,,,,,,,,,ID 021,,,,,,,,,,,,,,,,,,,,,,,021,001,2021_Feb_18_1414,deception_task,2020.2.10,59.96852660209854,
2,indirectx,LIE,What is your favourite tv-show/tv-drama?,"My favourite drama is F.R.I.E.N.D.S",,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,021,001,2021_Feb_18_1414,deception_task,2020.2.10,59.96852660209854,
3,directx,TRUTH ,Is George Washington your role model in life?,""No, my role model is Lee Kuan Yew"",,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,021,001,2021_Feb_18_1414,deception_task,2020.2.10,59.96852660209854,
4,indirectx,LIE,Is MacDonalds your favourite restaurant?,""Yes, MacDonalds is my favourite restaurant"",,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,021,001,2021_Feb_18_1414,deception_task,2020.2.10,59.96852660209854,
5,directx,TRUTH ,Who is your favourite celebrity?,"My favourite celebrity is Chris Hemsworth",,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,021,001,2021_Feb_18_1414,deception_task,2020.2.10,59.96852660209854,
1,directx,TRUTH ,What is your favourite song?,"My favourite song is "Perfect" by Ed Sheeran",,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,021,001,2021_Feb_18_1414,deception_task,2020.2.10,59.96852660209854,
2,indirectx,LIE,What is your favourite tv-show/tv-drama?,"My favourite drama is F.R.I.E.N.D.S",,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,021,001,2021_Feb_18_1414,deception_task,2020.2.10,59.96852660209854,
3,directx,TRUTH ,Is George Washington your role model in life?,""No, my role model is Lee Kuan Yew"",,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,021,001,2021_Feb_18_1414,deception_task,2020.2.10,59.96852660209854,
4,indirectx,LIE,Is MacDonalds your favourite restaurant?,""Yes, MacDonalds is my favourite restaurant"",,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,021,001,2021_Feb_18_1414,deception_task,2020.2.10,59.96852660209854,
5,directx,TRUTH ,Who is your favourite celebrity?,"My favourite celebrity is Chris Hemsworth",,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,021,001,2021_Feb_18_1414,deception_task,2020.2.10,59.96852660209854,
12,Direct,LIE,What was your favourite subject back in secondary school?,,video/V19.mp4,,,,,,,,,,0,0,0,0,,,,,,323.1616517836228,323.6784624475986,327.97745628422126,328.4778207154013,332.3605743381195,332.8938459921628,339.2764488379471,339.77669778000563,341.40983925247565,None,0.7148148148148148,7.482833887450397,341.40983925247565,None,341.40983925247565,None,,,,,,,021,001,2021_Feb_18_1414,deception_task,2020.2.10,59.96852660209854,
4,Indirect,LIE,Is Mrs Raj your favourite teacher in secondary school?,,video/V32.mp4,,,,,,,,,,0,1,1,1,,,,,,349.85885772667825,350.39218840841204,362.5912286969833,363.09107952425256,366.14072940079495,366.6741168643348,372.5064949565567,373.0068532922305,374.5232417806983,None,0.49537037037037035,3.5500845634378493,374.5232417806983,None,374.5232417806983,None,,,,,,,021,001,2021_Feb_18_1414,deception_task,2020.2.10,59.96852660209854,
6,Direct,LIE,What CCA (Co-curricular Activity) did you join in secondary school?,,video/V15.mp4,,,,,,,,,,0,2,2,2,,,,,,379.6559078246355,380.1558289071545,394.8881402085535,395.3877148251049,398.10435719648376,398.63744278484955,403.2370437714271,403.7366565633565,405.0867563970387,None,0.6305555555555555,2.583430322352797,405.0867563970387,None,405.0867563970387,None,,,,,,,021,001,2021_Feb_18_1414,deception_task,2020.2.10,59.96852660209854,
22,Indirect,LIE,Are you in your 3rd year in NTU?,,video/V9.mp4,,,,,,,,,,0,3,3,3,,,,,,410.28613481111825,410.81932626478374,415.6688576368615,416.16881240392104,419.0854314849712,419.6185841211118,423.9850454959087,424.48476222809404,426.2681506536901,None,0.3907407407407407,3.8494944805279374,426.2681506536901,None,426.2681506536901,None,,,,,,,021,001,2021_Feb_18_1414,deception_task,2020.2.10,59.96852660209854,
1,Direct,TRUTH,Which primary school are you from?,,video/V33.mp4,,,,,,,,,,0,4,4,4,,,,,,433.43416245654225,433.9671659199521,437.8335698712617,438.3334964076057,441.4163473616354,441.94985159719363,447.9820382986218,448.4824563036673,450.1986004691571,None,0.6925925925925926,1.2150989933870733,450.1986004691571,None,450.1986004691571,None,,,,,,,021,001,2021_Feb_18_1414,deception_task,2020.2.10,59.96852660209854,
8,Indirect,LIE,Is your favourite food Sushi?,,video/V1.mp4,,,,,,,,,,0,5,5,5,,,,,,454.91522712120786,455.44858186272904,459.08150647301227,459.58136211242527,462.4977729925886,463.03112997999415,466.1472452096641,466.6471387031488,467.94722294574603,None,0.6203703703703703,2.4005212392657995,467.94722294574603,None,467.94722294574603,None,,,,,,,021,001,2021_Feb_18_1414,deception_task,2020.2.10,59.96852660209854,
29,Direct,TRUTH,What brand of handphone do you use?,,video/V27.mp4,,,,,,,,,,0,6,6,6,,,,,,473.26343005290255,473.7633581934497,479.479127983097,479.9790266100317,482.7123696100898,483.2457265970297,487.4783179583028,487.9784870208241,489.828218894545,None,0.7074074074074074,1.9815307897515595,489.828218894545,None,489.828218894545,None,,,,,,,021,001,2021_Feb_18_1414,deception_task,2020.2.10,59.96852660209854,
