item,style,condition,question,respond,video,bitalino,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,Trialsloop.thisRepN,Trialsloop.thisTrialN,Trialsloop.thisN,Trialsloop.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,IDRESPONSE.text,sensor2.started,sensor2.stopped,sensor3.started,sensor3.stopped,sensor.started,sensor.stopped,sensor4.started,sensor4.stopped,textsubjresp.started,textsubjresp.stopped,SubjectiveResponse.response,SubjectiveResponse.rt,SubjectiveResponse.started,SubjectiveResponse.stopped,textsubjcon.started,textsubjcon.stopped,sensor5.started,sensor5.stopped,sensor1.started,sensor1.stopped,sensor6.started,sensor6.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1,directx,TRUTH ,What is your favourite song?,"My favourite song is "Perfect" by Ed Sheeran",,,0,0,0,0,,,,,,,,,,,,,ID 025 ,,,,,,,,,,,,,,,,,,,,,,,025,001,2021_Feb_24_1321,deception_task,2020.2.10,59.984797795181706,
2,indirectx,LIE,What is your favourite tv-show/tv-drama?,"My favourite drama is F.R.I.E.N.D.S",,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,025,001,2021_Feb_24_1321,deception_task,2020.2.10,59.984797795181706,
3,directx,TRUTH ,Is George Washington your role model in life?,""No, my role model is Lee Kuan Yew"",,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,025,001,2021_Feb_24_1321,deception_task,2020.2.10,59.984797795181706,
4,indirectx,LIE,Is MacDonalds your favourite restaurant?,""Yes, MacDonalds is my favourite restaurant"",,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,025,001,2021_Feb_24_1321,deception_task,2020.2.10,59.984797795181706,
5,directx,TRUTH ,Who is your favourite celebrity?,"My favourite celebrity is Chris Hemsworth",,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,025,001,2021_Feb_24_1321,deception_task,2020.2.10,59.984797795181706,
1,directx,TRUTH ,What is your favourite song?,"My favourite song is "Perfect" by Ed Sheeran",,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,025,001,2021_Feb_24_1321,deception_task,2020.2.10,59.984797795181706,
2,indirectx,LIE,What is your favourite tv-show/tv-drama?,"My favourite drama is F.R.I.E.N.D.S",,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,025,001,2021_Feb_24_1321,deception_task,2020.2.10,59.984797795181706,
3,directx,TRUTH ,Is George Washington your role model in life?,""No, my role model is Lee Kuan Yew"",,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,025,001,2021_Feb_24_1321,deception_task,2020.2.10,59.984797795181706,
4,indirectx,LIE,Is MacDonalds your favourite restaurant?,""Yes, MacDonalds is my favourite restaurant"",,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,025,001,2021_Feb_24_1321,deception_task,2020.2.10,59.984797795181706,
5,directx,TRUTH ,Who is your favourite celebrity?,"My favourite celebrity is Chris Hemsworth",,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,025,001,2021_Feb_24_1321,deception_task,2020.2.10,59.984797795181706,
19,Direct,LIE,Which MRT station is closest to your house?,,video/V38.mp4,,,,,,,,,,0,0,0,0,,,,,,427.00924647506326,427.5259916954674,443.9577179821208,444.45764259342104,449.0069604399614,449.54029272543266,455.22291084146127,455.7229887964204,456.9728806861676,None,0.35277777777777775,13.498427749611437,456.9728806861676,None,456.9728806861676,None,,,,,,,025,001,2021_Feb_24_1321,deception_task,2020.2.10,59.984797795181706,
29,Indirect,LIE,Do you use a Samsung phone?,,video/V12.mp4,,,,,,,,,,0,1,1,1,,,,,,473.05479072825983,473.5880893296562,481.40371578512713,481.90374882752076,484.71999411005527,485.2531679193489,489.35303645487875,489.85283691622317,491.38626993307844,None,0.0398148148148148,5.265899586491287,491.38626993307844,None,491.38626993307844,None,,,,,,,025,001,2021_Feb_24_1321,deception_task,2020.2.10,59.984797795181706,
23,Direct,LIE,What course are you studying?,,video/V34.mp4,,,,,,,,,,0,2,2,2,,,,,,498.50203516799957,499.03542904695496,511.75083216046914,512.2506682304665,515.2336580278352,515.7671115766279,518.3669015150517,518.8668039916083,520.0000895038247,None,0.9333333333333333,2.766000960022211,520.0000895038247,None,520.0000895038247,None,,,,,,,025,001,2021_Feb_24_1321,deception_task,2020.2.10,59.984797795181706,
12,Direct,LIE,What was your favourite subject back in secondary school?,,video/V25.mp4,,,,,,,,,,0,3,3,3,,,,,,526.6823249030858,527.1993386349641,549.0467572058551,549.5466789300554,552.7129829837941,553.2296929159202,557.2959776571952,557.7958955317736,559.5955242356285,None,0.6824074074074074,8.251313363201916,559.5955242356285,None,559.5955242356285,None,,,,,,,025,001,2021_Feb_24_1321,deception_task,2020.2.10,59.984797795181706,
12,Direct,TRUTH,What was your favourite subject back in secondary school?,,video/V6.mp4,,,,,,,,,,0,4,4,4,,,,,,571.6111604436301,572.1111386287957,600.8419636548497,601.3418555441312,604.3913556067273,604.9248053054325,608.5912245269865,609.0911077549681,610.8577875318006,None,0.662962962962963,3.368408963084221,610.8577875318006,None,610.8577875318006,None,,,,,,,025,001,2021_Feb_24_1321,deception_task,2020.2.10,59.984797795181706,
2,Indirect,LIE,Are you from Methodist Girls' Secondary School?,,video/V19.mp4,,,,,,,,,,0,5,5,5,,,,,,615.1236835895106,615.6405632258393,623.7895946605131,624.2896536882035,627.1392617323436,627.6727268295363,631.2723031146452,631.772015996743,633.0887517854571,None,0.18981481481481483,3.501491729170084,633.0887517854571,None,633.0887517854571,None,,,,,,,025,001,2021_Feb_24_1321,deception_task,2020.2.10,59.984797795181706,
21,Direct,LIE,"Which school in NTU are you from? (Eg. NBS, SSS, SOH)",,video/V4.mp4,,,,,,,,,,0,6,6,6,,,,,,638.0549209737219,638.554830507841,646.9873928041197,647.4873456461355,649.9871480325237,650.5202111648396,652.6869021053426,653.1866550878622,654.7366318618879,None,0.8129629629629629,7.03304420504719,654.7366318618879,None,654.7366318618879,None,,,,,,,025,001,2021_Feb_24_1321,deception_task,2020.2.10,59.984797795181706,
14,Direct,LIE,"What is your favourite flavour?(E.g. chocolate, vanilla, milktea; it can be a complicated flavour)",,video/V40.mp4,,,,,,,,,,0,7,7,7,,,,,,662.6693420480005,663.169218860101,672.2848374885507,672.784649498295,675.8343895203434,676.367741053924,679.0675791772082,679.567554154899,681.5838618013076,None,0.5777777777777777,3.0007019145414233,681.5838618013076,None,681.5838618013076,None,,,,,,,025,001,2021_Feb_24_1321,deception_task,2020.2.10,59.984797795181706,
16,Direct,TRUTH,"How many siblings do you have? (Eg. 0, 1, 2, 3)",,video/V39.mp4,,,,,,,,,,0,8,8,8,,,,,,685.4833564739674,685.9829647750594,690.8663462069817,691.3662198111415,694.1827275096439,694.7159471935593,696.8156152279116,697.3321346035227,698.6987820435315,None,0.9972222222222222,3.0328036034479737,698.6987820435315,None,698.6987820435315,None,,,,,,,025,001,2021_Feb_24_1321,deception_task,2020.2.10,59.984797795181706,
19,Direct,TRUTH,Which MRT station is closest to your house?,,video/V3.mp4,,,,,,,,,,0,9,9,9,,,,,,702.7485358598642,703.2649419927038,709.2979634208605,709.7974026594311,712.5805626739748,713.113762147259,715.8136862455867,716.3303772504441,717.7134459009394,None,0.9925925925925926,1.531899583991617,717.7134459009394,None,717.7134459009394,None,,,,,,,025,001,2021_Feb_24_1321,deception_task,2020.2.10,59.984797795181706,
10,Direct,TRUTH,What food do you hate the most?,,video/V2.mp4,,,,,,,,,,0,10,10,10,,,,,,720.8967190943658,721.4300279612653,747.4435905055143,747.943799989298,750.5935432836413,751.1270767115057,753.960039305035,754.4596816105768,756.4598586931825,None,0.9185185185185185,2.782486972399056,756.4598586931825,None,756.4598586931825,None,,,,,,,025,001,2021_Feb_24_1321,deception_task,2020.2.10,59.984797795181706,
13,Indirect,LIE,Is your dream job a Singer when you were growing up?,,video/V30.mp4,,,,,,,,,,0,11,11,11,,,,,,761.7259209263138,762.2425958910026,828.3025470394641,828.8192531219684,831.5522567136213,832.0856210789643,835.2185492184944,835.718476396054,836.8680012244731,None,0.003703703703703709,2.9355560201220214,836.8680012244731,None,836.8680012244731,None,,,,,,,025,001,2021_Feb_24_1321,deception_task,2020.2.10,59.984797795181706,
28,Direct,TRUTH,What religion do you practice?,,video/V32.mp4,,,,,,,,,,0,12,12,12,,,,,,841.334638142027,841.8510808460414,844.917734188959,845.4175384994596,847.9504364193417,848.4838431305252,850.5170413209125,851.0169848594815,852.2669890299439,None,0.9944444444444445,1.7655470250174403,852.2669890299439,None,852.2669890299439,None,,,,,,,025,001,2021_Feb_24_1321,deception_task,2020.2.10,59.984797795181706,
22,Direct,TRUTH,"Which year in NTU are you currently in? (Eg. 1, 2, 3, 4)",,video/V11.mp4,,,,,,,,,,0,13,13,13,,,,,,854.8331332602538,855.3665483123623,860.3662040918134,860.8825524803251,863.7989595113322,864.3320996360853,866.698348319158,867.198739697691,868.4652520157397,None,1,3.2665902730077505,868.4652520157397,None,868.4652520157397,None,,,,,,,025,001,2021_Feb_24_1321,deception_task,2020.2.10,59.984797795181706,
20,Indirect,LIE,Is your house on the 14th floor of the building?,,video/V29.mp4,,,,,,,,,,0,14,14,14,,,,,,872.9813293265179,873.5146664241329,882.1306299138814,882.6304425657727,885.5300905816257,886.063343629241,890.1629090066999,890.6629205555655,892.1794056054205,None,0.07870370370370372,3.3680159812793136,892.1794056054205,None,892.1794056054205,None,,,,,,,025,001,2021_Feb_24_1321,deception_task,2020.2.10,59.984797795181706,
3,Indirect,LIE,Is Kaitlyn your closest friend back in secondary school?,,video/V36.mp4,,,,,,,,,,0,15,15,15,,,,,,896.57897277968,897.0786064234562,924.7264598738402,925.226132013835,927.8590075415559,928.3926593456417,932.2252106708474,932.7420742670074,934.3587906793691,None,0.7296296296296296,3.9498923388309777,934.3587906793691,None,934.3587906793691,None,,,,,,,025,001,2021_Feb_24_1321,deception_task,2020.2.10,59.984797795181706,
15,Indirect,TRUTH,Are you from Singapore Polytechnic?,,video/V33.mp4,,,,,,,,,,0,16,16,16,,,,,,940.0581151987426,940.5580481514335,944.840950562153,945.3408228829503,947.9904375355691,948.523815695662,951.3234187350608,951.8234367002733,953.6231664568186,None,0.8453703703703703,1.9492311659269035,953.6231664568186,None,953.6231664568186,None,,,,,,,025,001,2021_Feb_24_1321,deception_task,2020.2.10,59.984797795181706,
21,Indirect,TRUTH,Are you from School of Humanities in NTU?,,video/V21.mp4,,,,,,,,,,0,17,17,17,,,,,,957.2725334502757,957.7726422022097,973.5546964122914,974.0545251043513,977.154144697357,977.6875186869875,979.9539880175143,980.4538131803274,982.4372350978665,None,0.9962962962962962,2.4682197542861104,982.4372350978665,None,982.4372350978665,None,,,,,,,025,001,2021_Feb_24_1321,deception_task,2020.2.10,59.984797795181706,
5,Indirect,TRUTH,Is your favourite country Australia?,,video/V15.mp4,,,,,,,,,,0,18,18,18,,,,,,985.7530094431713,986.2529728719965,1015.917323241476,1016.417282178998,1019.3001156812534,1019.8331130496226,1022.3330520973541,1022.832848708611,1023.9828165643848,None,0.9046296296296297,1.248360060621053,1023.9828165643848,None,1023.9828165643848,None,,,,,,,025,001,2021_Feb_24_1321,deception_task,2020.2.10,59.984797795181706,
13,Indirect,TRUTH,Is your dream job a Teacher when you were growing up?,,video/V13.mp4,,,,,,,,,,0,19,19,19,,,,,,1026.7994230701588,1027.3328278567642,1031.7321191406809,1032.2321470505558,1035.43165410636,1035.9653623718768,1039.2314592511393,1039.731404714752,1041.0981666813605,None,0.887962962962963,2.2332464386709034,1041.0981666813605,None,1041.0981666813605,None,,,,,,,025,001,2021_Feb_24_1321,deception_task,2020.2.10,59.984797795181706,
1,Direct,LIE,Which primary school are you from?,,video/V37.mp4,,,,,,,,,,0,20,20,20,,,,,,1044.5477141579613,1045.0641841301695,1054.5465522133745,1055.046709085349,1058.2625911561772,1058.796299742069,1061.3959889491089,1061.8958327188157,1063.1625022296794,None,0.9675925925925926,2.0497095459140837,1063.1625022296794,None,1063.1625022296794,None,,,,,,,025,001,2021_Feb_24_1321,deception_task,2020.2.10,59.984797795181706,
10,Indirect,LIE,Do you hate eating Brussel Sprouts the most?,,video/V28.mp4,,,,,,,,,,0,21,21,21,,,,,,1065.9951796298847,1066.4954792591743,1077.5940155037679,1078.094071965199,1081.2103832047433,1081.7438524723984,1084.0770803689957,1084.5767743238248,1085.9101600549184,None,0.9675925925925926,1.8641329943202436,1085.9101600549184,None,1085.9101600549184,None,,,,,,,025,001,2021_Feb_24_1321,deception_task,2020.2.10,59.984797795181706,
6,Direct,LIE,What CCA (Co-curricular Activity) did you join in secondary school?,,video/V24.mp4,,,,,,,,,,0,22,22,22,,,,,,1088.9099759142846,1089.4429819439538,1099.8253903840668,1100.3251539529301,1102.9915231293999,1103.5250706728548,1106.0577693744563,1106.5579759706743,1107.9746467010118,None,0.9675925925925926,1.6813766122795641,1107.9746467010118,None,1107.9746467010118,None,,,,,,,025,001,2021_Feb_24_1321,deception_task,2020.2.10,59.984797795181706,
15,Direct,LIE,Which polytechnic or junior college are you from?,,video/V10.mp4,,,,,,,,,,0,23,23,23,,,,,,1110.6744572352618,1111.1910285810009,1118.5402359436266,1119.0400065700524,1122.2064431151375,1122.7398703577928,1125.2394860368222,1125.7396063376218,1127.406212266069,None,0.9675925925925926,1.76536288484931,1127.406212266069,None,1127.406212266069,None,,,,,,,025,001,2021_Feb_24_1321,deception_task,2020.2.10,59.984797795181706,
2,Indirect,TRUTH,Are you from Yishun Secondary School?,,video/V31.mp4,,,,,,,,,,0,24,24,24,,,,,,1131.0723148556426,1131.6055553918704,1149.2535990774632,1149.7535172728822,1153.0031137038022,1153.536920776125,1156.2029117271304,1156.7026964691468,1157.8698066975921,None,0.8685185185185185,2.9672137196175754,1157.8698066975921,None,1157.8698066975921,None,,,,,,,025,001,2021_Feb_24_1321,deception_task,2020.2.10,59.984797795181706,
5,Direct,LIE,What is your favourite country you visited? ,,video/V16.mp4,,,,,,,,,,0,25,25,25,,,,,,1161.7861052975059,1162.3191697131842,1186.3667064676993,1186.8663279213943,1189.7665921980515,1190.2998099569231,1193.1661295373924,1193.6660605650395,1195.4324686224572,None,0.9740740740740741,5.533284807112068,1195.4324686224572,None,1195.4324686224572,None,,,,,,,025,001,2021_Feb_24_1321,deception_task,2020.2.10,59.984797795181706,
