Item,pic,correct,part,partimg,condition,parta.thisRepN,parta.thisTrialN,parta.thisN,parta.thisIndex,trialsA.thisRepN,trialsA.thisTrialN,trialsA.thisN,trialsA.thisIndex,partb.thisRepN,partb.thisTrialN,partb.thisN,partb.thisIndex,trialB.thisRepN,trialB.thisTrialN,trialB.thisN,trialB.thisIndex,partc.thisRepN,partc.thisTrialN,partc.thisN,partc.thisIndex,trialC.thisRepN,trialC.thisTrialN,trialC.thisN,trialC.thisIndex,textboxsubjectid.text,image_2.started,image_2.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,mouse_2.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ID 013,,,,,,,,,,013,001,2021_Feb_19_1020,untitled,2020.2.10,59.99103175434832,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,013,001,2021_Feb_19_1020,untitled,2020.2.10,59.99103175434832,
1,images/4,b,a,images/3,cognitive,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,013,001,2021_Feb_19_1020,untitled,2020.2.10,59.99103175434832,
1,images/4,b,a,images/3,cognitive,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,50.38969192747027,None,0.525,0.45,1,0,0,1.5273416298441589,b,013,001,2021_Feb_19_1020,untitled,2020.2.10,59.99103175434832,
2,images/5,a,b,images/28,physical,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,52.37257842672989,None,-0.3037037037037037,0.12129629629629629,1,0,0,1.3697341959923506,a,013,001,2021_Feb_19_1020,untitled,2020.2.10,59.99103175434832,
3,images/6,a,c,images/61,affect,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,53.755714445374906,None,-0.35555555555555557,0.1425925925925926,1,0,0,1.3909045588225126,a,013,001,2021_Feb_19_1020,untitled,2020.2.10,59.99103175434832,
4,images/7,d,None,None,affect,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,55.15513886278495,None,-0.375,-0.4111111111111111,1,0,0,1.3905920977704227,d,013,001,2021_Feb_19_1020,untitled,2020.2.10,59.99103175434832,
5,images/8,b,None,None,cognitive,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,56.555150668136775,None,0.37222222222222223,0.16111111111111112,1,0,0,1.2577938833273947,b,013,001,2021_Feb_19_1020,untitled,2020.2.10,59.99103175434832,
6,images/9,b,None,None,physical,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,57.821695387363434,None,0.45092592592592595,0.14444444444444443,1,0,0,1.057851820718497,b,013,001,2021_Feb_19_1020,untitled,2020.2.10,59.99103175434832,
7,images/10,c,None,None,physical,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,58.88823580741882,None,0.3675925925925926,-0.47129629629629627,1,0,0,1.1243806919083,c,013,001,2021_Feb_19_1020,untitled,2020.2.10,59.99103175434832,
8,images/11,c,None,None,cognitive,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,60.02144529018551,None,0.39814814814814814,-0.41388888888888886,1,0,0,1.0247219605371356,c,013,001,2021_Feb_19_1020,untitled,2020.2.10,59.99103175434832,
9,images/12,d,None,None,affect,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,61.054687750991434,None,-0.27685185185185185,-0.3453703703703704,1,0,0,1.2902911212295294,d,013,001,2021_Feb_19_1020,untitled,2020.2.10,59.99103175434832,
10,images/13,d,None,None,cognitive,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,62.354564434383065,None,-0.2796296296296296,-0.3472222222222222,1,0,0,0.8910075360909104,d,013,001,2021_Feb_19_1020,untitled,2020.2.10,59.99103175434832,
11,images/14,c,None,None,physical,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,63.25444663595408,None,0.4425925925925926,-0.35833333333333334,1,0,0,1.2235646354965866,c,013,001,2021_Feb_19_1020,untitled,2020.2.10,59.99103175434832,
12,images/15,a,None,None,affect,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,64.48759940080345,None,-0.25925925925925924,0.14629629629629629,1,0,0,1.4246872500516474,a,013,001,2021_Feb_19_1020,untitled,2020.2.10,59.99103175434832,
13,images/16,b,None,None,affect,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,65.92086104536429,None,0.32407407407407407,0.19722222222222222,1,0,0,1.257280279416591,b,013,001,2021_Feb_19_1020,untitled,2020.2.10,59.99103175434832,
14,images/17,b,None,None,cognitive,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,67.18733198009431,None,0.33055555555555555,0.18703703703703703,1,0,0,1.0923739597201347,b,013,001,2021_Feb_19_1020,untitled,2020.2.10,59.99103175434832,
15,images/18,d,None,None,physical,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,68.30442084372044,None,-0.4666666666666667,-0.38981481481481484,1,0,0,1.2378794606775045,d,013,001,2021_Feb_19_1020,untitled,2020.2.10,59.99103175434832,
16,images/19,b,None,None,physical,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,69.55429188115522,None,0.5583333333333333,0.23796296296296296,1,0,0,1.3939942023716867,b,013,001,2021_Feb_19_1020,untitled,2020.2.10,59.99103175434832,
17,images/20,c,None,None,affect,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,70.97073869174346,None,0.43148148148148147,-0.4222222222222222,1,0,0,1.4277043929323554,c,013,001,2021_Feb_19_1020,untitled,2020.2.10,59.99103175434832,
18,images/21,b,None,None,physical,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,72.43728450173512,None,0.4777777777777778,0.09907407407407408,1,0,0,1.0008834884501994,b,013,001,2021_Feb_19_1020,untitled,2020.2.10,59.99103175434832,
19,images/22,a,None,None,physical,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,73.45390140125528,None,-0.30092592592592593,0.044444444444444446,1,0,0,0.8624475006945431,a,013,001,2021_Feb_19_1020,untitled,2020.2.10,59.99103175434832,
20,images/23,d,None,None,affect,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,74.35342719173059,None,-0.3888888888888889,-0.3138888888888889,1,0,0,1.0694423951208591,d,013,001,2021_Feb_19_1020,untitled,2020.2.10,59.99103175434832,
21,images/24,d,None,None,cognitive,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,75.42015784746036,None,-0.37222222222222223,-0.31574074074074077,1,0,0,0.8246634467504919,d,013,001,2021_Feb_19_1020,untitled,2020.2.10,59.99103175434832,
22,images/25,a,None,None,cognitive,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,76.27016015723348,None,-0.33425925925925926,0.08796296296296297,1,0,0,1.1042490862309933,a,013,001,2021_Feb_19_1020,untitled,2020.2.10,59.99103175434832,
23,images/26,b,None,None,affect,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,77.38671103585511,None,0.362962962962963,0.12222222222222222,1,0,0,2.993241023737937,b,013,001,2021_Feb_19_1020,untitled,2020.2.10,59.99103175434832,
24,images/27,d,None,None,cognitive,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,80.40298403566703,None,-0.36018518518518516,-0.38425925925925924,1,0,0,0.9281653850339353,d,013,001,2021_Feb_19_1020,untitled,2020.2.10,59.99103175434832,
2,images/5,a,b,images/28,physical,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,013,001,2021_Feb_19_1020,untitled,2020.2.10,59.99103175434832,
25,images/29,b,None,None,affect,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,82.35306115681306,None,0.4287037037037037,0.17777777777777778,1,0,0,1.2030394058674574,b,013,001,2021_Feb_19_1020,untitled,2020.2.10,59.99103175434832,
26,images/30,b,None,None,affect,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,83.5861070943065,None,0.4287037037037037,0.17777777777777778,1,0,0,2.024977319408208,b,013,001,2021_Feb_19_1020,untitled,2020.2.10,59.99103175434832,
27,images/31,d,None,None,affect,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,85.63598474022001,None,-0.4083333333333333,-0.3537037037037037,1,0,0,1.2068742727860808,d,013,001,2021_Feb_19_1020,untitled,2020.2.10,59.99103175434832,
28,images/32,b,None,None,affect,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,86.85235410928726,None,0.041666666666666664,-0.09537037037037037,1,0,0,1.9276601220481098,d,013,001,2021_Feb_19_1020,untitled,2020.2.10,59.99103175434832,
29,images/33,c,None,None,affect,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,93.58516650274396,None,0.49444444444444446,-0.4046296296296296,1,0,0,6.7625205791555345,c,013,001,2021_Feb_19_1020,untitled,2020.2.10,59.99103175434832,
30,images/34,d,None,None,affect,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,100.36779623199254,None,-0.4564814814814815,-0.30277777777777776,1,0,0,1.3591519026085734,d,013,001,2021_Feb_19_1020,untitled,2020.2.10,59.99103175434832,
31,images/35,d,None,None,affect,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,101.75109778437763,None,-0.41388888888888886,-0.2574074074074074,1,0,0,3.5735698328353465,d,013,001,2021_Feb_19_1020,untitled,2020.2.10,59.99103175434832,
32,images/36,d,None,None,affect,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,105.33387623727322,None,-0.41944444444444445,-0.3787037037037037,1,0,0,1.4941033395007253,d,013,001,2021_Feb_19_1020,untitled,2020.2.10,59.99103175434832,
33,images/37,b,None,None,affect,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,106.85036353301257,None,0.4324074074074074,0.06851851851851852,1,0,0,2.794231852516532,b,013,001,2021_Feb_19_1020,untitled,2020.2.10,59.99103175434832,
34,images/38,b,None,None,affect,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,109.6668920838274,None,0.4583333333333333,-0.2777777777777778,1,0,0,2.626378966961056,c,013,001,2021_Feb_19_1020,untitled,2020.2.10,59.99103175434832,
35,images/39,c,None,None,affect,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,112.31664243573323,None,0.5009259259259259,0.125,1,0,0,2.3915949244983494,b,013,001,2021_Feb_19_1020,untitled,2020.2.10,59.99103175434832,
36,images/40,c,None,None,cognitive,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,114.7160241859965,None,0.42777777777777776,-0.33611111111111114,1,0,0,1.4606677554547787,c,013,001,2021_Feb_19_1020,untitled,2020.2.10,59.99103175434832,
37,images/41,a,None,None,affect,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,116.19952213345096,None,-0.4685185185185185,-0.31666666666666665,1,0,0,5.061297874897718,d,013,001,2021_Feb_19_1020,untitled,2020.2.10,59.99103175434832,
38,images/42,d,None,None,affect,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,121.28247221559286,None,-0.3787037037037037,-0.2935185185185185,1,0,0,6.026761940680444,d,013,001,2021_Feb_19_1020,untitled,2020.2.10,59.99103175434832,
39,images/43,a,None,None,affect,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,127.34843743825331,None,-0.387037037037037,0.18055555555555555,1,0,0,8.69668496074155,a,013,001,2021_Feb_19_1020,untitled,2020.2.10,59.99103175434832,
40,images/44,d,None,None,cognitive,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,136.06426753895357,None,-0.42777777777777776,-0.3972222222222222,1,0,0,1.6615054979920387,d,013,001,2021_Feb_19_1020,untitled,2020.2.10,59.99103175434832,
41,images/45,d,None,None,affect,,,,,,,,,,,,,0,16,16,16,,,,,,,,,,137.74738899292424,None,-0.4083333333333333,-0.325,1,0,0,3.4921493344008923,d,013,001,2021_Feb_19_1020,untitled,2020.2.10,59.99103175434832,
42,images/46,c,None,None,affect,,,,,,,,,,,,,0,17,17,17,,,,,,,,,,141.26377138635144,None,0.4861111111111111,-0.3731481481481482,1,0,0,1.9948678105138242,c,013,001,2021_Feb_19_1020,untitled,2020.2.10,59.99103175434832,
43,images/47,b,None,None,affect,,,,,,,,,,,,,0,18,18,18,,,,,,,,,,143.2800684464164,None,0.4203703703703704,0.2175925925925926,1,0,0,2.427322317380458,b,013,001,2021_Feb_19_1020,untitled,2020.2.10,59.99103175434832,
44,images/48,a,None,None,affect,,,,,,,,,,,,,0,19,19,19,,,,,,,,,,145.73020331189036,None,-0.4083333333333333,0.15925925925925927,1,0,0,3.203180879820138,a,013,001,2021_Feb_19_1020,untitled,2020.2.10,59.99103175434832,
45,images/49,a,None,None,affect,,,,,,,,,,,,,0,20,20,20,,,,,,,,,,148.94634202402085,None,-0.4083333333333333,0.15925925925925927,1,0,0,2.3279734812676907,a,013,001,2021_Feb_19_1020,untitled,2020.2.10,59.99103175434832,
46,images/50,d,None,None,affect,,,,,,,,,,,,,0,21,21,21,,,,,,,,,,151.2960838424042,None,-0.3824074074074074,-0.3768518518518518,1,0,0,1.9371898644603789,d,013,001,2021_Feb_19_1020,untitled,2020.2.10,59.99103175434832,
47,images/51,c,None,None,affect,,,,,,,,,,,,,0,22,22,22,,,,,,,,,,153.2459681611508,None,0.4648148148148148,-0.4185185185185185,1,0,0,3.2938703089021146,c,013,001,2021_Feb_19_1020,untitled,2020.2.10,59.99103175434832,
48,images/52,c,None,None,affect,,,,,,,,,,,,,0,23,23,23,,,,,,,,,,156.56221697246656,None,0.4648148148148148,-0.4185185185185185,1,0,0,2.2607471863739192,c,013,001,2021_Feb_19_1020,untitled,2020.2.10,59.99103175434832,
49,images/53,d,None,None,affect,,,,,,,,,,,,,0,24,24,24,,,,,,,,,,158.84527753898874,None,-0.43425925925925923,-0.3074074074074074,1,0,0,2.6259891926310956,d,013,001,2021_Feb_19_1020,untitled,2020.2.10,59.99103175434832,
50,images/54,c,None,None,affect,,,,,,,,,,,,,0,25,25,25,,,,,,,,,,161.49485754501075,None,0.4685185185185185,-0.287962962962963,1,0,0,1.759358113631606,c,013,001,2021_Feb_19_1020,untitled,2020.2.10,59.99103175434832,
51,images/55,a,None,None,affect,,,,,,,,,,,,,0,26,26,26,,,,,,,,,,163.27812791569158,None,-0.44074074074074077,0.05740740740740741,1,0,0,2.3291030251421034,a,013,001,2021_Feb_19_1020,untitled,2020.2.10,59.99103175434832,
52,images/56,c,None,None,affect,,,,,,,,,,,,,0,27,27,27,,,,,,,,,,165.62792427046224,None,0.4685185185185185,-0.33796296296296297,1,0,0,1.7614644994027913,c,013,001,2021_Feb_19_1020,untitled,2020.2.10,59.99103175434832,
53,images/57,d,None,None,affect,,,,,,,,,,,,,0,28,28,28,,,,,,,,,,167.4110393729061,None,-0.37037037037037035,-0.28055555555555556,1,0,0,5.758547767996788,d,013,001,2021_Feb_19_1020,untitled,2020.2.10,59.99103175434832,
54,images/58,d,None,None,cognitive,,,,,,,,,,,,,0,29,29,29,,,,,,,,,,173.19394050026312,None,-0.45092592592592595,-0.33425925925925926,1,0,0,2.459109620656818,d,013,001,2021_Feb_19_1020,untitled,2020.2.10,59.99103175434832,
55,images/59,b,None,None,cognitive,,,,,,,,,,,,,0,30,30,30,,,,,,,,,,175.67698002187535,None,0.46111111111111114,0.26944444444444443,1,0,0,2.338281168602407,b,013,001,2021_Feb_19_1020,untitled,2020.2.10,59.99103175434832,
56,images/60,b,None,None,affect,,,,,,,,,,,,,0,31,31,31,,,,,,,,,,178.02674686303362,None,0.49074074074074076,0.20833333333333334,1,0,0,3.471373879350722,b,013,001,2021_Feb_19_1020,untitled,2020.2.10,59.99103175434832,
3,images/6,a,c,images/61,affect,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,013,001,2021_Feb_19_1020,untitled,2020.2.10,59.99103175434832,
57,images/62,c,None,None,cognitive,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,183.3595474511385,None,0.4462962962962963,-0.325,1,0,0,5.661806731019169,c,013,001,2021_Feb_19_1020,untitled,2020.2.10,59.99103175434832,
58,images/63,d,None,None,cognitive,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,189.05880813114345,None,-0.549074074074074,-0.3074074074074074,1,0,0,2.3749058446846902,d,013,001,2021_Feb_19_1020,untitled,2020.2.10,59.99103175434832,
59,images/64,b,None,None,cognitive,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,191.44216421991587,None,0.5944444444444444,-0.42685185185185187,1,0,0,3.693999527953565,c,013,001,2021_Feb_19_1020,untitled,2020.2.10,59.99103175434832,
60,images/65,c,None,None,physical,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,195.15835554385558,None,0.5944444444444444,-0.42685185185185187,1,0,0,2.595147934742272,c,013,001,2021_Feb_19_1020,untitled,2020.2.10,59.99103175434832,
61,images/66,a,None,None,affect,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,197.77476591104642,None,0.5898148148148148,-0.3731481481481482,1,0,0,5.392488037236035,c,013,001,2021_Feb_19_1020,untitled,2020.2.10,59.99103175434832,
62,images/67,b,None,None,affect,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,203.1910375636071,None,0.6342592592592593,0.19074074074074074,1,0,0,3.102757356595248,b,013,001,2021_Feb_19_1020,untitled,2020.2.10,59.99103175434832,
63,images/68,d,None,None,cognitive,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,206.30722882319242,None,0.5703703703703704,0.17685185185185184,1,0,0,3.4945540660992265,b,013,001,2021_Feb_19_1020,untitled,2020.2.10,59.99103175434832,
