Item,pic,correct,part,partimg,condition,parta.thisRepN,parta.thisTrialN,parta.thisN,parta.thisIndex,trialsA.thisRepN,trialsA.thisTrialN,trialsA.thisN,trialsA.thisIndex,partb.thisRepN,partb.thisTrialN,partb.thisN,partb.thisIndex,trialB.thisRepN,trialB.thisTrialN,trialB.thisN,trialB.thisIndex,partc.thisRepN,partc.thisTrialN,partc.thisN,partc.thisIndex,trialC.thisRepN,trialC.thisTrialN,trialC.thisN,trialC.thisIndex,textboxsubjectid.text,image_2.started,image_2.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,mouse_2.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ID 007 ,,,,,,,,,,007,001,2021_Feb_16_0950,untitled,2020.2.10,59.984682518853056,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,007,001,2021_Feb_16_0950,untitled,2020.2.10,59.984682518853056,
1,images/4,b,a,images/3,cognitive,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,007,001,2021_Feb_16_0950,untitled,2020.2.10,59.984682518853056,
1,images/4,b,a,images/3,cognitive,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,69.69275289122015,None,0.33796296296296297,-0.41944444444444445,1,0,0,2.834911144338548,c,007,001,2021_Feb_16_0950,untitled,2020.2.10,59.984682518853056,
2,images/5,a,b,images/28,physical,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,72.55915427580476,None,-0.30185185185185187,-0.40925925925925927,1,0,0,1.5271270130760968,d,007,001,2021_Feb_16_0950,untitled,2020.2.10,59.984682518853056,
3,images/6,a,c,images/61,affect,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,74.10920579684898,None,-0.30833333333333335,0.11018518518518519,1,0,0,3.1636994620785117,a,007,001,2021_Feb_16_0950,untitled,2020.2.10,59.984682518853056,
4,images/7,d,None,None,affect,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,77.3086486919783,None,-0.30648148148148147,-0.39537037037037037,1,0,0,1.3929961873218417,d,007,001,2021_Feb_16_0950,untitled,2020.2.10,59.984682518853056,
5,images/8,b,None,None,cognitive,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,78.7416476001963,None,0.3333333333333333,0.23425925925925925,1,0,0,1.331033289898187,b,007,001,2021_Feb_16_0950,untitled,2020.2.10,59.984682518853056,
6,images/9,b,None,None,physical,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,80.09137434093282,None,-0.36574074074074076,-0.34629629629629627,1,0,0,1.0922004063613713,d,007,001,2021_Feb_16_0950,untitled,2020.2.10,59.984682518853056,
7,images/10,c,None,None,physical,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,81.20787902409211,None,0.47314814814814815,-0.42407407407407405,1,0,0,2.600955091882497,c,007,001,2021_Feb_16_0950,untitled,2020.2.10,59.984682518853056,
8,images/11,c,None,None,cognitive,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,83.85773812793195,None,0.37407407407407406,-0.36666666666666664,1,0,0,1.2298645447008312,c,007,001,2021_Feb_16_0950,untitled,2020.2.10,59.984682518853056,
9,images/12,d,None,None,affect,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,85.10757804755121,None,-0.22777777777777777,-0.40185185185185185,1,0,0,1.2923782588914037,d,007,001,2021_Feb_16_0950,untitled,2020.2.10,59.984682518853056,
10,images/13,d,None,None,cognitive,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,86.42405142029747,None,-0.3296296296296296,-0.3907407407407407,1,0,0,1.2976795113645494,d,007,001,2021_Feb_16_0950,untitled,2020.2.10,59.984682518853056,
11,images/14,c,None,None,physical,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,87.75776084046811,None,0.39444444444444443,-0.3962962962962963,1,0,0,1.3346545025706291,c,007,001,2021_Feb_16_0950,untitled,2020.2.10,59.984682518853056,
