Item,pic,correct,part,partimg,condition,parta.thisRepN,parta.thisTrialN,parta.thisN,parta.thisIndex,trialsA.thisRepN,trialsA.thisTrialN,trialsA.thisN,trialsA.thisIndex,partb.thisRepN,partb.thisTrialN,partb.thisN,partb.thisIndex,trialB.thisRepN,trialB.thisTrialN,trialB.thisN,trialB.thisIndex,partc.thisRepN,partc.thisTrialN,partc.thisN,partc.thisIndex,trialC.thisRepN,trialC.thisTrialN,trialC.thisN,trialC.thisIndex,textboxsubjectid.text,image_2.started,image_2.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,mouse_2.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ID 022,,,,,,,,,,022,001,2021_Feb_16_1629,untitled,2020.2.10,60.01124296492762,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,022,001,2021_Feb_16_1629,untitled,2020.2.10,60.01124296492762,
1,images/4,b,a,images/3,cognitive,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,022,001,2021_Feb_16_1629,untitled,2020.2.10,60.01124296492762,
1,images/4,b,a,images/3,cognitive,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,56.43464109348133,None,-0.20277777777777778,-0.37962962962962965,1,0,0,3.528259123209864,d,022,001,2021_Feb_16_1629,untitled,2020.2.10,60.01124296492762,
2,images/5,a,b,images/28,physical,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,59.98398171691224,None,-0.3175925925925926,0.10925925925925926,1,0,0,1.2618953362107277,a,022,001,2021_Feb_16_1629,untitled,2020.2.10,60.01124296492762,
3,images/6,a,c,images/61,affect,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,61.267227064818144,None,-0.3194444444444444,0.10740740740740741,1,0,0,2.0601792386732996,a,022,001,2021_Feb_16_1629,untitled,2020.2.10,60.01124296492762,
4,images/7,d,None,None,affect,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,63.35039112204686,None,-0.4074074074074074,-0.4027777777777778,1,0,0,2.5265200561843812,d,022,001,2021_Feb_16_1629,untitled,2020.2.10,60.01124296492762,
5,images/8,b,None,None,cognitive,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,65.9001532793045,None,0.4361111111111111,0.14444444444444443,1,0,0,1.272488216869533,b,022,001,2021_Feb_16_1629,untitled,2020.2.10,60.01124296492762,
6,images/9,b,None,None,physical,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,67.18320903321728,None,0.4166666666666667,0.13055555555555556,1,0,0,1.1279938844963908,b,022,001,2021_Feb_16_1629,untitled,2020.2.10,60.01124296492762,
7,images/10,c,None,None,physical,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,68.33309925487265,None,0.44074074074074077,-0.4222222222222222,1,0,0,2.0579512692056596,c,022,001,2021_Feb_16_1629,untitled,2020.2.10,60.01124296492762,
8,images/11,c,None,None,cognitive,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,70.39921621698886,None,0.42314814814814816,-0.4046296296296296,1,0,0,1.25742496130988,c,022,001,2021_Feb_16_1629,untitled,2020.2.10,60.01124296492762,
9,images/12,d,None,None,affect,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,71.6657063998282,None,-0.2462962962962963,-0.3611111111111111,1,0,0,2.2579366406425834,d,022,001,2021_Feb_16_1629,untitled,2020.2.10,60.01124296492762,
10,images/13,d,None,None,cognitive,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,73.9321099659428,None,-0.33796296296296297,-0.412962962962963,1,0,0,1.7916673617437482,d,022,001,2021_Feb_16_1629,untitled,2020.2.10,60.01124296492762,
11,images/14,c,None,None,physical,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,75.73208224866539,None,0.37962962962962965,-0.34074074074074073,1,0,0,1.2251012767665088,c,022,001,2021_Feb_16_1629,untitled,2020.2.10,60.01124296492762,
12,images/15,a,None,None,affect,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,76.96528890775517,None,-0.44907407407407407,0.23148148148148148,1,0,0,1.291639772709459,a,022,001,2021_Feb_16_1629,untitled,2020.2.10,60.01124296492762,
13,images/16,b,None,None,affect,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,78.26514024846256,None,0.36666666666666664,0.16111111111111112,1,0,0,1.5918780001811683,b,022,001,2021_Feb_16_1629,untitled,2020.2.10,60.01124296492762,
14,images/17,b,None,None,cognitive,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,79.86493243277073,None,0.3824074074074074,0.15,1,0,0,1.3916513859294355,b,022,001,2021_Feb_16_1629,untitled,2020.2.10,60.01124296492762,
15,images/18,d,None,None,physical,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,81.26485441392288,None,-0.4287037037037037,-0.44074074074074077,1,0,0,0.8250317275524139,d,022,001,2021_Feb_16_1629,untitled,2020.2.10,60.01124296492762,
16,images/19,b,None,None,physical,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,82.09800307219848,None,0.5148148148148148,0.14444444444444443,1,0,0,1.3915891502983868,b,022,001,2021_Feb_16_1629,untitled,2020.2.10,60.01124296492762,
17,images/20,c,None,None,affect,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,83.49783202074468,None,0.3527777777777778,-0.4222222222222222,1,0,0,1.2257152921520174,c,022,001,2021_Feb_16_1629,untitled,2020.2.10,60.01124296492762,
18,images/21,b,None,None,physical,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,84.74803220108151,None,0.4935185185185185,0.18518518518518517,1,0,0,0.9599703322164714,b,022,001,2021_Feb_16_1629,untitled,2020.2.10,60.01124296492762,
19,images/22,a,None,None,physical,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,85.73159013828263,None,-0.39351851851851855,0.040740740740740744,1,0,0,0.7623621034435928,a,022,001,2021_Feb_16_1629,untitled,2020.2.10,60.01124296492762,
20,images/23,d,None,None,affect,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,86.51470459904522,None,-0.37592592592592594,-0.3712962962962963,1,0,0,1.060885644517839,d,022,001,2021_Feb_16_1629,untitled,2020.2.10,60.01124296492762,
21,images/24,d,None,None,cognitive,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,87.59814647072926,None,-0.3453703703703704,-0.3611111111111111,1,0,0,1.1583481654524803,d,022,001,2021_Feb_16_1629,untitled,2020.2.10,60.01124296492762,
22,images/25,a,None,None,cognitive,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,88.76406107051298,None,-0.3592592592592593,0.125,1,0,0,1.3274287595413625,a,022,001,2021_Feb_16_1629,untitled,2020.2.10,60.01124296492762,
23,images/26,b,None,None,affect,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,90.11441241297871,None,0.48703703703703705,0.16666666666666666,1,0,0,1.194806986488402,b,022,001,2021_Feb_16_1629,untitled,2020.2.10,60.01124296492762,
24,images/27,d,None,None,cognitive,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,91.33077632822096,None,-0.45925925925925926,-0.36018518518518516,1,0,0,1.261196309234947,d,022,001,2021_Feb_16_1629,untitled,2020.2.10,60.01124296492762,
2,images/5,a,b,images/28,physical,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,022,001,2021_Feb_16_1629,untitled,2020.2.10,60.01124296492762,
25,images/29,b,None,None,affect,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,93.38081116694957,None,0.5277777777777778,0.26944444444444443,1,0,0,1.2642667042091489,b,022,001,2021_Feb_16_1629,untitled,2020.2.10,60.01124296492762,
26,images/30,b,None,None,affect,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,94.663948725909,None,0.4842592592592593,0.225,1,0,0,3.5253160861320794,b,022,001,2021_Feb_16_1629,untitled,2020.2.10,60.01124296492762,
27,images/31,d,None,None,affect,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,98.19700832944363,None,-0.41574074074074074,-0.3435185185185185,1,0,0,2.229529947973788,d,022,001,2021_Feb_16_1629,untitled,2020.2.10,60.01124296492762,
28,images/32,b,None,None,affect,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,100.44663876574486,None,0.4666666666666667,0.15648148148148147,1,0,0,5.3590351305902,b,022,001,2021_Feb_16_1629,untitled,2020.2.10,60.01124296492762,
29,images/33,c,None,None,affect,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,105.82931411266327,None,0.5166666666666667,0.20555555555555555,1,0,0,9.870966075453907,b,022,001,2021_Feb_16_1629,untitled,2020.2.10,60.01124296492762,
30,images/34,d,None,None,affect,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,115.7115913447924,None,-0.4722222222222222,-0.3277777777777778,1,0,0,1.7717022523283958,d,022,001,2021_Feb_16_1629,untitled,2020.2.10,60.01124296492762,
31,images/35,d,None,None,affect,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,117.49511675257236,None,-0.425,-0.3101851851851852,1,0,0,3.096065428107977,d,022,001,2021_Feb_16_1629,untitled,2020.2.10,60.01124296492762,
32,images/36,d,None,None,affect,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,120.61134586716071,None,-0.4537037037037037,-0.38333333333333336,1,0,0,1.7623210404999554,d,022,001,2021_Feb_16_1629,untitled,2020.2.10,60.01124296492762,
33,images/37,b,None,None,affect,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,122.39460212225094,None,0.4888888888888889,0.17314814814814813,1,0,0,3.0614605215378106,b,022,001,2021_Feb_16_1629,untitled,2020.2.10,60.01124296492762,
34,images/38,b,None,None,affect,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,125.46072389604524,None,0.4740740740740741,0.18425925925925926,1,0,0,2.1250271080061793,b,022,001,2021_Feb_16_1629,untitled,2020.2.10,60.01124296492762,
35,images/39,c,None,None,affect,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,127.61062598740682,None,0.4962962962962963,-0.41759259259259257,1,0,0,2.82813837332651,c,022,001,2021_Feb_16_1629,untitled,2020.2.10,60.01124296492762,
36,images/40,c,None,None,cognitive,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,130.4603665228933,None,0.47314814814814815,-0.35555555555555557,1,0,0,1.493214076384902,c,022,001,2021_Feb_16_1629,untitled,2020.2.10,60.01124296492762,
37,images/41,a,None,None,affect,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,131.97686857543886,None,-0.45740740740740743,0.09537037037037037,1,0,0,2.2283166754059494,a,022,001,2021_Feb_16_1629,untitled,2020.2.10,60.01124296492762,
38,images/42,d,None,None,affect,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,134.22657728707418,None,-0.4,-0.3685185185185185,1,0,0,5.104728685226291,d,022,001,2021_Feb_16_1629,untitled,2020.2.10,60.01124296492762,
39,images/43,a,None,None,affect,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,139.34274865686893,None,-0.38333333333333336,0.1935185185185185,1,0,0,2.82795423315838,a,022,001,2021_Feb_16_1629,untitled,2020.2.10,60.01124296492762,
40,images/44,d,None,None,cognitive,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,142.19258286664262,None,-0.41759259259259257,-0.38796296296296295,1,0,0,2.261595386546105,d,022,001,2021_Feb_16_1629,untitled,2020.2.10,60.01124296492762,
41,images/45,d,None,None,affect,,,,,,,,,,,,,0,16,16,16,,,,,,,,,,144.47545608412474,None,-0.46944444444444444,0.1527777777777778,1,0,0,1.9384692227467895,a,022,001,2021_Feb_16_1629,untitled,2020.2.10,60.01124296492762,
42,images/46,c,None,None,affect,,,,,,,,,,,,,0,17,17,17,,,,,,,,,,146.4255428290926,None,0.4685185185185185,-0.3712962962962963,1,0,0,1.127569463569671,c,022,001,2021_Feb_16_1629,untitled,2020.2.10,60.01124296492762,
43,images/47,b,None,None,affect,,,,,,,,,,,,,0,18,18,18,,,,,,,,,,147.57528772717342,None,0.4212962962962963,0.07777777777777778,1,0,0,2.3998305522836745,b,022,001,2021_Feb_16_1629,untitled,2020.2.10,60.01124296492762,
44,images/48,a,None,None,affect,,,,,,,,,,,,,0,19,19,19,,,,,,,,,,149.99180383095518,None,-0.4685185185185185,-0.37962962962962965,1,0,0,1.1282206908799708,d,022,001,2021_Feb_16_1629,untitled,2020.2.10,60.01124296492762,
