item,style,condition,question,respond,video,bitalino,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,Trialsloop.thisRepN,Trialsloop.thisTrialN,Trialsloop.thisN,Trialsloop.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,IDRESPONSE.text,sensor2.started,sensor2.stopped,sensor3.started,sensor3.stopped,sensor.started,sensor.stopped,sensor4.started,sensor4.stopped,textsubjresp.started,textsubjresp.stopped,SubjectiveResponse.response,SubjectiveResponse.rt,SubjectiveResponse.started,SubjectiveResponse.stopped,textsubjcon.started,textsubjcon.stopped,sensor5.started,sensor5.stopped,sensor1.started,sensor1.stopped,sensor6.started,sensor6.stopped,participant,session,date,expName,psychopyVersion,frameRate,
2,Indirect,TRUTH,Are you from Punggol Secondary School?,,video/V27.mp4,,,,,,,,,,0,11,11,11,,,,,,513.7672973205335,514.3004926233552,517.6832587574609,518.1999613111839,521.0329582304694,521.5664412928745,524.0994601547718,524.5992744104005,526.4993789275177,None,1,1.2820134689100087,526.4993789275177,None,526.4993789275177,None,,,,,,,029,001,2021_Feb_18_0913,deception_task,2020.2.10,59.968872748542985,
7,Indirect,TRUTH,Is your favourite sport Soccer?,,video/V16.mp4,,,,,,,,,,0,12,12,12,,,,,,528.5822667740285,529.0819748439826,530.4655968779698,530.9651628327556,534.198040349409,534.7146774595603,537.0147790252231,537.5146949752234,539.231129146181,None,1,1.715238541830331,539.231129146181,None,539.231129146181,None,,,,,,,029,001,2021_Feb_18_0913,deception_task,2020.2.10,59.968872748542985,
1,Indirect,LIE,Are you from Yishun Primary School?,,video/V18.mp4,,,,,,,,,,0,13,13,13,,,,,,542.2642683084123,542.7810039049946,545.4137129364535,545.9138749414124,549.2136682164855,549.7471512788907,552.3796918890439,552.8799417936243,554.8795840996318,None,1,0.61474604671821,554.8795840996318,None,554.8795840996318,None,,,,,,,029,001,2021_Feb_18_0913,deception_task,2020.2.10,59.968872748542985,
1,Indirect,TRUTH,Are you from Gongshang Primary School?,,video/V35.mp4,,,,,,,,,,0,14,14,14,,,,,,556.91269054031,557.4462576527148,559.8461376088671,560.3460128167644,563.6454387735575,564.1783963623457,566.8786030872725,567.3785700444132,569.2782360254787,None,0.011111111111111127,2.13358065020293,569.2782360254787,None,569.2782360254787,None,,,,,,,029,001,2021_Feb_18_0913,deception_task,2020.2.10,59.968872748542985,
6,Indirect,TRUTH,Were you in the Basketball CCA during secondary school?,,video/V38.mp4,,,,,,,,,,0,15,15,15,,,,,,572.2779312636703,572.7945738276467,576.6442575808614,577.1440500221215,579.7772906222381,580.3106350982562,584.9100644555874,585.4096875134856,586.7930224291049,None,0,3.4326720107346773,586.7930224291049,None,586.7930224291049,None,,,,,,,029,001,2021_Feb_18_0913,deception_task,2020.2.10,59.968872748542985,
12,Indirect,LIE,Was your favourite subject History back in secondary school?,,video/V32.mp4,,,,,,,,,,0,16,16,16,,,,,,591.0925661204383,591.5925305113196,595.8256758977659,596.325544689782,598.89202768635,599.4253641422838,603.091607243754,603.5914234239608,604.8582433913834,None,0.021296296296296313,2.767277751583606,604.8582433913834,None,604.8582433913834,None,,,,,,,029,001,2021_Feb_18_0913,deception_task,2020.2.10,59.968872748542985,
19,Indirect,LIE,Is the Tampines station the closest MRT to your house?,,video/V17.mp4,,,,,,,,,,0,17,17,17,,,,,,608.5076552969404,609.0243761367165,614.4404845009558,614.9403802403249,618.1231937245466,618.6399421528913,622.8396080057137,623.3395752841607,624.8889803886414,None,0.002777777777777768,2.135827226098627,624.8889803886414,None,624.8889803886414,None,,,,,,,029,001,2021_Feb_18_0913,deception_task,2020.2.10,59.968872748542985,
20,Indirect,LIE,Is your house on the 12th floor of the building?,,video/V6.mp4,,,,,,,,,,0,18,18,18,,,,,,627.9892399818636,628.5221994952299,631.7389945681207,632.2388178063557,635.3215561588295,635.8548849155195,638.3880083588883,638.8880407600664,640.2544325208291,None,0.9953703703703703,0.8314862623810768,640.2544325208291,None,640.2544325208291,None,,,,,,,029,001,2021_Feb_18_0913,deception_task,2020.2.10,59.968872748542985,
3,Indirect,LIE,Is Zoey Lo your closest friend back in secondary school?,,video/V8.mp4,,,,,,,,,,0,19,19,19,,,,,,642.3043092042208,642.8377579408698,649.2701938413084,649.7870814977214,652.3033477608114,652.8368160664104,656.3364474647678,656.8363496204838,658.2695618616417,None,0.0,3.3494518138468266,658.2695618616417,None,658.2695618616417,None,,,,,,,029,001,2021_Feb_18_0913,deception_task,2020.2.10,59.968872748542985,
13,Direct,TRUTH,What is your dream job growing up?,,video/V9.mp4,,,,,,,,,,0,20,20,20,,,,,,662.4190010353923,662.9523339625448,665.6185821965337,666.1186030488461,669.3515986204147,669.8850560183637,674.0177926388569,674.517788789235,676.4507735818624,None,0.9916666666666667,1.0506324931047857,676.4507735818624,None,676.4507735818624,None,,,,,,,029,001,2021_Feb_18_0913,deception_task,2020.2.10,59.968872748542985,
23,Indirect,TRUTH,Are you studying English course in NTU?,,video/V28.mp4,,,,,,,,,,0,21,21,21,,,,,,678.650568717625,679.1840075096115,681.4173123342916,681.9335882212035,684.6829392388463,685.2167735793628,688.4496944039129,688.9495279081166,690.8494332069531,None,0.999074074074074,0.9316942063160241,690.8494332069531,None,690.8494332069531,None,,,,,,,029,001,2021_Feb_18_0913,deception_task,2020.2.10,59.968872748542985,
29,Direct,TRUTH,What brand of handphone do you use?,,video/V36.mp4,,,,,,,,,,0,22,22,22,,,,,,693.9992987271398,694.5158796967007,697.1990345143713,697.6988198980689,701.0152268647216,701.5482797315344,703.6483070640825,704.1481517958455,705.9148062290624,None,0.9888888888888889,1.032164245378226,705.9148062290624,None,705.9148062290624,None,,,,,,,029,001,2021_Feb_18_0913,deception_task,2020.2.10,59.968872748542985,
29,Direct,LIE,What brand of handphone do you use?,,video/V10.mp4,,,,,,,,,,0,23,23,23,,,,,,708.0311896493658,708.5643137339503,710.7976208045147,711.2974299271591,714.2302036322653,714.7634441684932,716.5635280902497,717.0633853334002,718.913229808677,None,0.007407407407407418,1.0155659522861242,718.913229808677,None,718.913229808677,None,,,,,,,029,001,2021_Feb_18_0913,deception_task,2020.2.10,59.968872748542985,
5,Indirect,LIE,Is your favourite country Cambodia?,,video/V33.mp4,,,,,,,,,,0,24,24,24,,,,,,721.1796670588665,721.7131209284998,726.6625343100168,727.1623299592175,730.0619381954893,730.5955976988189,733.5617877393961,734.0617694538087,735.4950477802195,None,0.011111111111111127,1.6667162841185927,735.4950477802195,None,735.4950477802195,None,,,,,,,029,001,2021_Feb_18_0913,deception_task,2020.2.10,59.968872748542985,
16,Indirect,LIE,Do you have 3 siblings?,,video/V11.mp4,,,,,,,,,,0,25,25,25,,,,,,738.2281594821252,738.7446881611831,741.6611211770214,742.1608661394566,744.8103768527508,745.3440113333054,747.71042651264,748.2102151042782,749.9269052748568,None,0.9925925925925926,1.5153731503523886,749.9269052748568,None,749.9269052748568,None,,,,,,,029,001,2021_Feb_18_0913,deception_task,2020.2.10,59.968872748542985,
13,Indirect,LIE,Is your dream job a Singer when you were growing up?,,video/V12.mp4,,,,,,,,,,0,26,26,26,,,,,,752.3765329523012,752.8932268442586,755.4927960713394,755.992886537686,759.0589512088336,759.5923142908141,762.5255916551687,763.0256869331934,764.0754532613792,None,0.010185185185185186,2.3332875655032694,764.0754532613792,None,764.0754532613792,None,,,,,,,029,001,2021_Feb_18_0913,deception_task,2020.2.10,59.968872748542985,
12,Direct,TRUTH,What was your favourite subject back in secondary school?,,video/V2.mp4,,,,,,,,,,0,27,27,27,,,,,,767.35870695021,767.8751823757775,770.5083023547195,771.0081079485826,774.3240176723339,774.8574128351174,777.924281115178,778.4406917388551,779.9575947937556,None,0.999074074074074,1.2325105192139745,779.9575947937556,None,779.9575947937556,None,,,,,,,029,001,2021_Feb_18_0913,deception_task,2020.2.10,59.968872748542985,
22,Indirect,LIE,Are you in your 3rd year in NTU?,,video/V40.mp4,,,,,,,,,,0,28,28,28,,,,,,782.156837508548,782.6571204559878,785.5069059035741,786.0066450918093,788.7229531873018,789.2562646204606,791.689499318134,792.1893761302345,794.1723524536937,None,1,1.5978205357678235,794.1723524536937,None,794.1723524536937,None,,,,,,,029,001,2021_Feb_18_0913,deception_task,2020.2.10,59.968872748542985,
28,Indirect,TRUTH,Is your religion Catholicism?,,video/V30.mp4,,,,,,,,,,0,29,29,29,,,,,,796.5219791042618,797.0557739860378,798.4055613586679,798.9053088873625,802.0380249763839,802.5717082191259,804.6876649726182,805.1881028669886,806.6712675015442,None,1,1.7989402627572417,806.6712675015442,None,806.6712675015442,None,,,,,,,029,001,2021_Feb_18_0913,deception_task,2020.2.10,59.968872748542985,
2,Indirect,LIE,Are you from Anglican High School?,,video/V5.mp4,,,,,,,,,,0,30,30,30,,,,,,809.3709147474729,809.8705756599084,813.7038760576397,814.2037458121777,816.9035945218056,817.4367891829461,819.6367469658144,820.1366577828303,821.6699005644768,None,0.0,2.7010026345960796,821.6699005644768,None,821.6699005644768,None,,,,,,,029,001,2021_Feb_18_0913,deception_task,2020.2.10,59.968872748542985,
6,Direct,LIE,What CCA (Co-curricular Activity) did you join in secondary school?,,video/V1.mp4,,,,,,,,,,0,31,31,31,,,,,,825.4528655316681,825.9861015761271,830.6021860088222,831.1019345000386,833.8687127628364,834.4014987228438,836.4016164569184,836.9016777300276,838.4684446365573,None,0.003703703703703709,1.1821689931675792,838.4684446365573,None,838.4684446365573,None,,,,,,,029,001,2021_Feb_18_0913,deception_task,2020.2.10,59.968872748542985,
18,Indirect,TRUTH,Was the last country you visited Canada?,,video/V34.mp4,,,,,,,,,,0,32,32,32,,,,,,841.3012484330684,841.834401069209,844.2178999148309,844.7173933684826,847.3505688458681,847.8838199684396,850.7834529071115,851.2833701400086,852.8999919160269,None,1,1.1144852344878018,852.8999919160269,None,852.8999919160269,None,,,,,,,029,001,2021_Feb_18_0913,deception_task,2020.2.10,59.968872748542985,
20,Indirect,TRUTH,Is your house on the 3rd floor of the building?,,video/V15.mp4,,,,,,,,,,0,33,33,33,,,,,,854.982739251107,855.4828746295534,857.2328531355597,857.7326503889635,860.6489220415242,861.1825167424977,864.0818773200735,864.581791987177,865.8821075279266,None,0.00462962962962965,1.498424862511456,865.8821075279266,None,865.8821075279266,None,,,,,,,029,001,2021_Feb_18_0913,deception_task,2020.2.10,59.968872748542985,
8,Indirect,TRUTH,Is your favourite food Sushi?,,video/V13.mp4,,,,,,,,,,0,34,34,34,,,,,,868.8650966831483,869.3986381315626,870.5983537086286,871.1147765228525,874.3312158267945,874.8643784075975,877.0976947816089,877.5976379993372,879.4307667682879,None,0.9814814814814814,1.598525337409228,879.4307667682879,None,879.4307667682879,None,,,,,,,029,001,2021_Feb_18_0913,deception_task,2020.2.10,59.968872748542985,
22,Direct,TRUTH,"Which year in NTU are you currently in? (Eg. 1, 2, 3, 4)",,video/V20.mp4,,,,,,,,,,0,35,35,35,,,,,,881.9638943816535,882.4802405247465,884.5969912628643,885.0968032726087,887.8464449369349,888.3796684704721,890.4127899887972,890.9126462698914,892.1125639518723,None,0.9981481481481482,0.9652154445648193,892.1125639518723,None,892.1125639518723,None,,,,,,,029,001,2021_Feb_18_0913,deception_task,2020.2.10,59.968872748542985,
15,Indirect,TRUTH,Are you from Nanyang Polytechnic?,,video/V26.mp4,,,,,,,,,,0,36,36,36,,,,,,895.6121594207361,896.1120676714927,899.2455777451396,899.7451667976566,902.3614235008135,902.8950993651524,904.8949261321686,905.4109659092501,907.3611283632927,None,0.9907407407407407,0.8147724806331098,907.3611283632927,None,907.3611283632927,None,,,,,,,029,001,2021_Feb_18_0913,deception_task,2020.2.10,59.968872748542985,
19,Direct,TRUTH,Which MRT station is closest to your house?,,video/V19.mp4,,,,,,,,,,0,37,37,37,,,,,,910.6606896985322,911.1940062646754,913.0605786368251,913.5937890177593,916.760261492338,917.2936656372622,920.7264441540465,921.2266302192584,923.0595732438378,None,0.9944444444444445,0.9984437897801399,923.0595732438378,None,923.0595732438378,None,,,,,,,029,001,2021_Feb_18_0913,deception_task,2020.2.10,59.968872748542985,
16,Direct,TRUTH,"How many siblings do you have? (Eg. 0, 1, 2, 3)",,video/V29.mp4,,,,,,,,,,0,38,38,38,,,,,,925.0929148322903,925.609575681854,927.6924154078588,928.1922485907562,931.4420288414694,931.9757666205987,934.0419057174586,934.5418072314933,935.5751039078459,None,0.9944444444444445,0.6148467785678804,935.5751039078459,None,935.5751039078459,None,,,,,,,029,001,2021_Feb_18_0913,deception_task,2020.2.10,59.968872748542985,
28,Direct,LIE,What religion do you practice?,,video/V39.mp4,,,,,,,,,,0,39,39,39,,,,,,938.5415512314066,939.0579025070183,941.3911098721437,941.8910457119346,944.7741977707483,945.3076542061754,947.2072332501411,947.7072435156442,948.7572263847105,None,0.0018518518518518268,0.9481834266334772,948.7572263847105,None,948.7572263847105,None,,,,,,,029,001,2021_Feb_18_0913,deception_task,2020.2.10,59.968872748542985,
18,Direct,LIE,What was the last country you visited?,,,bit/B34.mp4,,,,,,,,,,,,,0,0,0,0,,1003.4684709426947,1003.9681677846238,,,,,,,1015.4671919052489,None,1,2.552420001477003,1015.4671919052489,None,1015.4671919052489,None,1008.7844121046364,1009.2842228314839,1010.784219944384,1011.3174710669555,1013.8839572719298,1014.3834593873471,029,001,2021_Feb_18_0913,deception_task,2020.2.10,59.968872748542985,
23,Indirect,LIE,Are you studying Accounting course in NTU?,,,bit/B21.mp4,,,,,,,,,,,,,0,1,1,1,,1018.8499740790576,1019.3668890036643,,,,,,,1030.4989936444908,None,0.9972222222222222,2.984078278299421,1030.4989936444908,None,1030.4989936444908,None,1022.6330330413766,1023.1494844071567,1024.9494127398357,1025.4826141381636,1028.3490572273731,1028.8490921948105,029,001,2021_Feb_18_0913,deception_task,2020.2.10,59.968872748542985,
6,Direct,TRUTH,What CCA (Co-curricular Activity) did you join in secondary school?,,,bit/B24.mp4,,,,,,,,,,,,,0,2,2,2,,1034.3315892401151,1034.848808284849,,,,,,,1045.3309255009517,None,0.9953703703703703,1.0836933800019324,1045.3309255009517,None,1045.3309255009517,None,1036.748429032974,1037.2484033689834,1038.9981197798625,1039.5312441857532,1042.9311340861022,1043.4308893145062,029,001,2021_Feb_18_0913,deception_task,2020.2.10,59.968872748542985,
19,Direct,LIE,Which MRT station is closest to your house?,,,bit/B10.mp4,,,,,,,,,,,,,0,3,3,3,,1047.8473836034536,1048.3472835132852,,,,,,,1059.7626116871834,None,1,2.300663290079683,1059.7626116871834,None,1059.7626116871834,None,1051.2469921610318,1051.7466569230892,1053.2631535218097,1053.7966827796772,1057.7127147931606,1058.2125617703423,029,001,2021_Feb_18_0913,deception_task,2020.2.10,59.968872748542985,
1,Direct,LIE,Which primary school are you from?,,,bit/B32.mp4,,,,,,,,,,,,,0,4,4,4,,1062.9288891144097,1063.4457036280073,,,,,,,1076.5443620984443,None,0,0.8656715606339276,1076.5443620984443,None,1076.5443620984443,None,1068.3617943478748,1068.8614029698074,1070.727970850654,1071.244916251395,1074.327414965257,1074.8274213811383,029,001,2021_Feb_18_0913,deception_task,2020.2.10,59.968872748542985,
13,Direct,LIE,What is your dream job growing up?,,,bit/B15.mp4,,,,,,,,,,,,,0,5,5,5,,1080.7105182618834,1081.227349457331,,,,,,,1092.3762214533053,None,0.9972222222222222,0.6822421359829605,1092.3762214533053,None,1092.3762214533053,None,1084.1434344029985,1084.6433131401427,1086.2933220583946,1086.8268083287403,1090.5595353888348,1091.0595042710193,029,001,2021_Feb_18_0913,deception_task,2020.2.10,59.968872748542985,
2,Direct,TRUTH,Which secondary school did you attend?,,,bit/B31.mp4,,,,,,,,,,,,,0,6,6,6,,1094.8923234660178,1095.4088678644039,,,,,,,1104.9743810766377,None,0.999074074074074,1.0174448895268142,1104.9743810766377,None,1104.9743810766377,None,1096.9421318187378,1097.4420378240757,1099.2086698012426,1099.7419533245265,1102.4752488462254,1102.9751137886196,029,001,2021_Feb_18_0913,deception_task,2020.2.10,59.968872748542985,
20,Direct,LIE,Which floor of the building is your house on?,,,bit/B25.mp4,,,,,,,,,,,,,0,7,7,7,,1107.1412019422278,1107.658014852088,,,,,,,1115.9073732481338,None,1.0,1.9485574821010232,1115.9073732481338,None,1115.9073732481338,None,1108.8910957570188,1109.3909671152942,1110.8075714395382,1111.3408581707627,1114.340466151014,1114.8402990130708,029,001,2021_Feb_18_0913,deception_task,2020.2.10,59.968872748542985,
12,Direct,LIE,What was your favourite subject back in secondary school?,,,bit/B39.mp4,,,,,,,,,,,,,0,8,8,8,,1118.739971730858,1119.2733717057854,,,,,,,1129.0890985722654,None,1.0,0.4990180255845189,1129.0890985722654,None,1129.0890985722654,None,1120.9566849996336,1121.45665484434,1123.6060532764532,1124.1395186944865,1127.339267313946,1127.8392063616775,029,001,2021_Feb_18_0913,deception_task,2020.2.10,59.968872748542985,
20,Direct,TRUTH,Which floor of the building is your house on?,,,bit/B14.mp4,,,,,,,,,,,,,0,9,9,9,,1131.4720918340608,1131.988798879087,,,,,,,1141.6211152486503,None,0.987037037037037,1.3650880213826895,1141.6211152486503,None,1141.6211152486503,None,1134.288204304874,1134.78805352794,1136.5046577234752,1137.0383634222671,1139.5381115931086,1140.0379691570997,029,001,2021_Feb_18_0913,deception_task,2020.2.10,59.968872748542985,
28,Indirect,LIE,Is your religion Taoism?,,,bit/B9.mp4,,,,,,,,,,,,,0,10,10,10,,1143.9376454036683,1144.4542247694917,,,,,,,1153.8699382264167,None,0.005555555555555536,1.4812908302992582,1153.8699382264167,None,1153.8699382264167,None,1146.3540322240442,1146.8538769558072,1148.7699824329466,1149.287275262177,1151.8535904795863,1152.3531625298783,029,001,2021_Feb_18_0913,deception_task,2020.2.10,59.968872748542985,
8,Indirect,LIE,Is your favourite food Ramen?,,,bit/B4.mp4,,,,,,,,,,,,,0,11,11,11,,1156.15319608571,1156.6865437696688,,,,,,,1165.668950990308,None,0.9935185185185185,2.7495736540295184,1165.668950990308,None,1165.668950990308,None,1158.5026485407725,1159.0026504658163,1160.8355306130834,1161.3694326425903,1164.1351862642914,1164.6351525797509,029,001,2021_Feb_18_0913,deception_task,2020.2.10,59.968872748542985,
16,Indirect,TRUTH,Do you have 1 sibling?,,,bit/B3.mp4,,,,,,,,,,,,,0,12,12,12,,1169.1018045754172,1169.6349684395827,,,,,,,1177.6676158127375,None,0.9935185185185185,1.6990691609680653,1177.6676158127375,None,1177.6676158127375,None,1170.2851034328341,1170.8016853653826,1172.3013838115148,1172.8348588538356,1175.2344318022951,1175.7510291328654,029,001,2021_Feb_18_0913,deception_task,2020.2.10,59.968872748542985,
12,Indirect,TRUTH,Was your favourite subject Chemistry back in secondary school?,,,bit/B7.mp4,,,,,,,,,,,,,0,13,13,13,,1180.0674226260744,1180.5839830641635,,,,,,,1190.7827641451731,None,0.9935185185185185,0.7986387088894844,1190.7827641451731,None,1190.7827641451731,None,1181.8506002845243,1182.3502586307004,1183.9335917499848,1184.46707481239,1188.3664116505533,1188.8663282422349,029,001,2021_Feb_18_0913,deception_task,2020.2.10,59.968872748542985,
22,Indirect,TRUTH,Are you in your 1st year in NTU?,,,bit/B26.mp4,,,,,,,,,,,,,0,14,14,14,,1194.5154321780428,1195.0154318572022,,,,,,,1203.5483092456125,None,0.9907407407407407,1.9488814920186996,1203.5483092456125,None,1203.5483092456125,None,1195.7491219649091,1196.248927559238,1197.9988993285224,1198.5320285460912,1201.1985542741604,1201.6985943741165,029,001,2021_Feb_18_0913,deception_task,2020.2.10,59.968872748542985,
