item,style,condition,question,respond,video,bitalino,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,Trialsloop.thisRepN,Trialsloop.thisTrialN,Trialsloop.thisN,Trialsloop.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,IDRESPONSE.text,sensor2.started,sensor2.stopped,sensor3.started,sensor3.stopped,sensor.started,sensor.stopped,sensor4.started,sensor4.stopped,textsubjresp.started,textsubjresp.stopped,SubjectiveResponse.response,SubjectiveResponse.rt,SubjectiveResponse.started,SubjectiveResponse.stopped,textsubjcon.started,textsubjcon.stopped,sensor5.started,sensor5.stopped,sensor1.started,sensor1.stopped,sensor6.started,sensor6.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1,directx,TRUTH ,What is your favourite song?,"My favourite song is "Perfect" by Ed Sheeran",,,0,0,0,0,,,,,,,,,,,,,ID 008 ,,,,,,,,,,,,,,,,,,,,,,,008,001,2021_Feb_17_1550,deception_task,2020.2.10,59.86602497679201,
2,indirectx,LIE,What is your favourite tv-show/tv-drama?,"My favourite drama is F.R.I.E.N.D.S",,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2021_Feb_17_1550,deception_task,2020.2.10,59.86602497679201,
3,directx,TRUTH ,Is George Washington your role model in life?,""No, my role model is Lee Kuan Yew"",,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2021_Feb_17_1550,deception_task,2020.2.10,59.86602497679201,
4,indirectx,LIE,Is MacDonalds your favourite restaurant?,""Yes, MacDonalds is my favourite restaurant"",,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2021_Feb_17_1550,deception_task,2020.2.10,59.86602497679201,
5,directx,TRUTH ,Who is your favourite celebrity?,"My favourite celebrity is Chris Hemsworth",,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2021_Feb_17_1550,deception_task,2020.2.10,59.86602497679201,
1,directx,TRUTH ,What is your favourite song?,"My favourite song is "Perfect" by Ed Sheeran",,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2021_Feb_17_1550,deception_task,2020.2.10,59.86602497679201,
2,indirectx,LIE,What is your favourite tv-show/tv-drama?,"My favourite drama is F.R.I.E.N.D.S",,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2021_Feb_17_1550,deception_task,2020.2.10,59.86602497679201,
3,directx,TRUTH ,Is George Washington your role model in life?,""No, my role model is Lee Kuan Yew"",,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2021_Feb_17_1550,deception_task,2020.2.10,59.86602497679201,
4,indirectx,LIE,Is MacDonalds your favourite restaurant?,""Yes, MacDonalds is my favourite restaurant"",,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2021_Feb_17_1550,deception_task,2020.2.10,59.86602497679201,
5,directx,TRUTH ,Who is your favourite celebrity?,"My favourite celebrity is Chris Hemsworth",,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008,001,2021_Feb_17_1550,deception_task,2020.2.10,59.86602497679201,
19,Indirect,TRUTH,Is the Bukit Panjang station the closest MRT to your house?,,video/V34.mp4,,,,,,,,,,0,0,0,0,,,,,,466.5017227064818,467.01844290457666,472.85126145742834,473.36750333942473,477.01745708007365,477.55057025747374,483.9662663913332,484.4664418702014,486.03312376420945,None,0.9666666666666667,7.849368084222078,486.03312376420945,None,486.03312376420945,None,,,,,,,008,001,2021_Feb_17_1550,deception_task,2020.2.10,59.86602497679201,
5,Indirect,TRUTH,Is your favourite country Japan?,,video/V4.mp4,,,,,,,,,,0,1,1,1,,,,,,496.19848466012627,496.73203797778115,509.4475158378482,509.94710970297456,512.5969620696269,513.1304133725353,519.4631921462715,519.9630368780345,521.8627897966653,None,0.9518518518518518,4.399455534759909,521.8627897966653,None,521.8627897966653,None,,,,,,,008,001,2021_Feb_17_1550,deception_task,2020.2.10,59.86602497679201,
21,Indirect,TRUTH,Are you from School of Humanities in NTU?,,video/V31.mp4,,,,,,,,,,0,2,2,2,,,,,,529.4454649509862,529.9453420839272,544.4604300414212,544.9603312346153,548.1932748360559,548.7268233420327,554.892965069972,555.3928328994662,557.1759557011537,None,0.9398148148148149,3.3838616725988686,557.1759557011537,None,557.1759557011537,None,,,,,,,008,001,2021_Feb_17_1550,deception_task,2020.2.10,59.86602497679201,
