task,time,text,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,idresponse.text,heartbeatresponse.text,confidenceslider.response,confidenceslider.rt,text_2.started,text_2.stopped,key_guess.keys,key_guess.rt,key_guess.started,key_guess.stopped,text_3.started,text_3.stopped,key_noguess.keys,key_noguess.rt,key_noguess.started,key_noguess.stopped,text_4.started,text_4.stopped,key_noguess_perturbed.keys,key_noguess_perturbed.rt,key_noguess_perturbed.started,key_noguess_perturbed.stopped,text_perturbed.started,text_perturbed.stopped,participant,session,date,expName,psychopyVersion,frameRate,
Count20,20,+,0,0,0,0,ID 001 ,Enter Number 23,0.39537037037037037,5.830351265263744,,,,,,,,,,,,,,,,,,,,,001,001,2021_Feb_02_1609,Heartbeat,2020.2.10,60.147184810969954,
Count40,40,+,0,1,1,4,,Enter Number54,0.33796296296296297,3.0131981131853536,,,,,,,,,,,,,,,,,,,,,001,001,2021_Feb_02_1609,Heartbeat,2020.2.10,60.147184810969954,
Count30,30,+,0,2,2,2,,Enter Number   43 ,0.3509259259259259,2.282192155253142,,,,,,,,,,,,,,,,,,,,,001,001,2021_Feb_02_1609,Heartbeat,2020.2.10,60.147184810969954,
Count35,35,+,0,3,3,3,,Enter Number  53,0.2148148148148148,2.863633184810169,,,,,,,,,,,,,,,,,,,,,001,001,2021_Feb_02_1609,Heartbeat,2020.2.10,60.147184810969954,
Count25,25,+,0,4,4,1,,Enter Number   34,0.5046296296296297,4.464799364097416,,,,,,,,,,,,,,,,,,,,,001,001,2021_Feb_02_1609,Heartbeat,2020.2.10,60.147184810969954,
,,,,,,,,,,,345.15950882656034,None,"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[0.7321675817947835, 1.5002752480795607, 2.3561905794776976, 3.075975847430527, 3.868193063768558, 4.707978472928517, 5.564119007322006, 6.428051500231959, 7.3962048487737775, 8.364138768636622, 9.268019445706159, 10.219967804383487, 11.180308021255769, 12.059897574363276, 12.972093438031152, 13.82813131576404, 14.740113525418565, 15.63659041421488, 16.531971764285117, 17.443973222048953, 18.31610894179903, 19.252095478354022, 20.196084740455262, 21.060078827431425, 21.971974099753425, 22.884033301845193, 23.82803860399872, 24.66795682522934, 25.69998890021816, 26.60443258471787, 27.436170997680165, 28.27622588048689, 29.17999203130603, 30.076175386318937, 30.860056243021972, 31.779996265890077, 32.644251806428656, 33.45221590739675, 34.299982548342086, 35.083995896275155, 35.89994283311535, 36.723977187182754, 37.52417114400305, 38.276013188879006, 39.0920512333978, 39.89208799728658, 40.72428483620752, 41.467791483853944, 42.428047971450724, 43.2840107815573, 44.02001611713786, 44.82816211273894, 45.619921544683166, 46.45190505031496, 47.25196523277555, 48.140019466285594, 49.13213030458428, 49.939960310352035, 50.73994221712928, 51.484107792028226, 52.37995751295239, 53.22827336692717, 54.116117154364474, 54.91616514627822, 55.74803027603775, 56.57211050472688, 57.380075888941064, 58.35599007830024, 59.164164304500446]",411.41959034872707,None,,,,,,,,,,,,,,,001,001,2021_Feb_02_1609,Heartbeat,2020.2.10,60.147184810969954,
,,,,,,,,,,,472.4303086628206,None,,,,,411.41959034872707,None,"['space', 'space', 'space', 'space', 'space', 'space']","[1.6085061279591173, 11.176411560620181, 31.192732039256953, 40.47262629005127, 41.61707827693317, 42.56063381477725]",516.9590441769687,None,,,,,,,,,001,001,2021_Feb_02_1609,Heartbeat,2020.2.10,60.147184810969954,
,,,,,,,,,,,577.9532026941888,None,,,,,,,,,,,516.9590441769687,None,"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[7.172474358230829, 8.08423810172826, 8.980561647214927, 9.812445704243146, 10.868505203980021, 11.732523351209238, 12.388617561664432, 13.252419809112325, 14.012439095764421, 14.82035668042954, 15.508505101432092, 16.236606839229353, 16.988852773676626, 17.764491586596705, 18.50051456631627, 19.47657824936323, 20.204545250395313, 20.980557156028226, 21.68452303810045, 22.532386561157182, 23.33246310451068, 23.98064537649043, 24.828478102688678, 25.59655015997123, 26.420615631737746, 27.212448848062195, 28.020530041772872, 28.796602258225903, 29.556582727702335, 30.252382596139796, 31.02849010063801, 31.796462067752145, 32.50840244477149, 33.22842767264228, 33.996749634621665, 34.740581254591234, 35.46072357520461, 36.14850820670836, 36.884379767929204, 37.63625100569334, 38.36432226735633, 39.09243074210826, 39.820528309443034, 40.48444238840602, 41.28459175385069, 42.036553137004375, 42.74852142378222, 43.48460214782972]",655.1951338835061,None,,,001,001,2021_Feb_02_1609,Heartbeat,2020.2.10,60.147184810969954,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,655.1951338835061,None,,,,,,,
