item,style,condition,question,respond,video,bitalino,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,Trialsloop.thisRepN,Trialsloop.thisTrialN,Trialsloop.thisN,Trialsloop.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,IDRESPONSE.text,sensor2.started,sensor2.stopped,sensor3.started,sensor3.stopped,sensor.started,sensor.stopped,sensor4.started,sensor4.stopped,textsubjresp.started,textsubjresp.stopped,SubjectiveResponse.response,SubjectiveResponse.rt,SubjectiveResponse.started,SubjectiveResponse.stopped,textsubjcon.started,textsubjcon.stopped,sensor5.started,sensor5.stopped,sensor1.started,sensor1.stopped,sensor6.started,sensor6.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1,directx,TRUTH ,What is your favourite song?,"My favourite song is "Perfect" by Ed Sheeran",,,0,0,0,0,,,,,,,,,,,,,ID 023,,,,,,,,,,,,,,,,,,,,,,,023,001,2021_Feb_18_1217,deception_task,2020.2.10,59.92886647518883,
2,indirectx,LIE,What is your favourite tv-show/tv-drama?,"My favourite drama is F.R.I.E.N.D.S",,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,023,001,2021_Feb_18_1217,deception_task,2020.2.10,59.92886647518883,
3,directx,TRUTH ,Is George Washington your role model in life?,""No, my role model is Lee Kuan Yew"",,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,023,001,2021_Feb_18_1217,deception_task,2020.2.10,59.92886647518883,
4,indirectx,LIE,Is MacDonalds your favourite restaurant?,""Yes, MacDonalds is my favourite restaurant"",,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,023,001,2021_Feb_18_1217,deception_task,2020.2.10,59.92886647518883,
5,directx,TRUTH ,Who is your favourite celebrity?,"My favourite celebrity is Chris Hemsworth",,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,023,001,2021_Feb_18_1217,deception_task,2020.2.10,59.92886647518883,
1,directx,TRUTH ,What is your favourite song?,"My favourite song is "Perfect" by Ed Sheeran",,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,023,001,2021_Feb_18_1217,deception_task,2020.2.10,59.92886647518883,
2,indirectx,LIE,What is your favourite tv-show/tv-drama?,"My favourite drama is F.R.I.E.N.D.S",,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,023,001,2021_Feb_18_1217,deception_task,2020.2.10,59.92886647518883,
3,directx,TRUTH ,Is George Washington your role model in life?,""No, my role model is Lee Kuan Yew"",,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,023,001,2021_Feb_18_1217,deception_task,2020.2.10,59.92886647518883,
4,indirectx,LIE,Is MacDonalds your favourite restaurant?,""Yes, MacDonalds is my favourite restaurant"",,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,023,001,2021_Feb_18_1217,deception_task,2020.2.10,59.92886647518883,
5,directx,TRUTH ,Who is your favourite celebrity?,"My favourite celebrity is Chris Hemsworth",,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,023,001,2021_Feb_18_1217,deception_task,2020.2.10,59.92886647518883,
22,Indirect,LIE,Are you in your 1st year in NTU?,,video/V29.mp4,,,,,,,,,,0,0,0,0,,,,,,336.2554869968444,336.78875063033774,346.32098898105323,346.8376402067952,350.58723888359964,351.1204543970525,357.5032718591392,358.0028371727094,359.35293091088533,None,None,None,359.35293091088533,None,359.35293091088533,None,,,,,,,023,001,2021_Feb_18_1217,deception_task,2020.2.10,59.92886647518883,
9,Indirect,TRUTH,Is your favourite drink Green Tea?,,video/V32.mp4,,,,,,,,,,0,1,1,1,,,,,,371.11856487346813,371.6351384646259,380.4509006193839,380.9508582735434,383.61721846740693,384.1505725677125,389.1167892348021,389.6167282820679,391.38332978310063,None,None,None,391.38332978310063,None,391.38332978310063,None,,,,,,,023,001,2021_Feb_18_1217,deception_task,2020.2.10,59.92886647518883,
27,Direct,TRUTH,How frequently do you drink alcohol?,,video/V20.mp4,,,,,,,,,,0,2,2,2,,,,,,397.01591819291934,397.5160170001909,401.83214551070705,402.3320643478073,405.13185088615865,405.66513280570507,409.83127902494743,410.33122256351635,411.3647293653339,None,None,None,411.3647293653339,None,411.3647293653339,None,,,,,,,023,001,2021_Feb_18_1217,deception_task,2020.2.10,59.92886647518883,
23,Indirect,LIE,Are you studying Business course in NTU?,,video/V8.mp4,,,,,,,,,,0,3,3,3,,,,,,413.51417367206886,414.03090798528865,418.36339194187894,418.86370889423415,421.5468896967359,422.08024347620085,425.6465455405414,426.14639315987006,428.0794719471596,None,None,None,428.0794719471596,None,428.0794719471596,None,,,,,,,023,001,2021_Feb_18_1217,deception_task,2020.2.10,59.92886647518883,
21,Direct,LIE,"Which school in NTU are you from? (Eg. NBS, SSS, SOH)",,video/V39.mp4,,,,,,,,,,0,4,4,4,,,,,,431.17935556033626,431.695948400069,434.89548272360116,435.4120563152246,438.06210661679506,438.577995296102,441.2111938712187,441.71144120953977,443.67807620204985,None,None,None,443.67807620204985,None,443.67807620204985,None,,,,,,,023,001,2021_Feb_18_1217,deception_task,2020.2.10,59.92886647518883,
14,Direct,TRUTH,"What is your favourite flavour?(E.g. chocolate, vanilla, milktea; it can be a complicated flavour)",,video/V17.mp4,,,,,,,,,,0,5,5,5,,,,,,446.1444144533016,446.67787217209116,449.6273028771393,450.12735837558284,453.12671645125374,453.6604555132799,456.4601374701597,456.95994274364784,457.9930071593262,None,None,None,457.9930071593262,None,457.9930071593262,None,,,,,,,023,001,2021_Feb_18_1217,deception_task,2020.2.10,59.92886647518883,
16,Direct,LIE,"How many siblings do you have? (Eg. 0, 1, 2, 3)",,video/V16.mp4,,,,,,,,,,0,6,6,6,,,,,,460.62626219540834,461.15976931806654,465.09256676211953,465.59234188031405,468.50888268556446,469.04206515615806,472.5414043040946,473.04168468527496,474.37487440602854,None,None,None,474.37487440602854,None,474.37487440602854,None,,,,,,,023,001,2021_Feb_18_1217,deception_task,2020.2.10,59.92886647518883,
18,Indirect,TRUTH,Was the last country you visited Australia?,,video/V22.mp4,,,,,,,,,,0,7,7,7,,,,,,476.55799361504614,477.09119020123035,480.6742766238749,481.1739266291261,484.0406517027877,484.57369141699746,488.04029785841703,488.5403559235856,490.12329253181815,None,None,None,490.12329253181815,None,490.12329253181815,None,,,,,,,023,001,2021_Feb_18_1217,deception_task,2020.2.10,59.92886647518883,
14,Direct,LIE,"What is your favourite flavour?(E.g. chocolate, vanilla, milktea; it can be a complicated flavour)",,video/V10.mp4,,,,,,,,,,0,8,8,8,,,,,,492.57324871001765,493.1064606946893,497.9558900524862,498.4559853305109,500.9891331549734,501.52216228237376,504.32187631959096,504.8218137631193,506.10482909623533,None,None,None,506.10482909623533,None,506.10482909623533,None,,,,,,,023,001,2021_Feb_18_1217,deception_task,2020.2.10,59.92886647518883,
2,Direct,LIE,Which secondary school did you attend?,,video/V2.mp4,,,,,,,,,,0,9,9,9,,,,,,508.42113051889464,508.93821803526953,511.93794888211414,512.4377166219056,515.6874137846753,516.2207845663652,523.4699055687524,523.9700650074519,525.5366567564197,None,None,None,525.5366567564197,None,525.5366567564197,None,,,,,,,023,001,2021_Feb_18_1217,deception_task,2020.2.10,59.92886647518883,
16,Direct,TRUTH,"How many siblings do you have? (Eg. 0, 1, 2, 3)",,video/V38.mp4,,,,,,,,,,0,10,10,10,,,,,,527.9527012808248,528.4695465913974,530.9523743838072,531.452776348684,534.6356238382868,535.1690202839673,538.3015191899613,538.8017495255917,540.3348052799702,None,None,None,540.3348052799702,None,540.3348052799702,None,,,,,,,023,001,2021_Feb_18_1217,deception_task,2020.2.10,59.92886647518883,
20,Indirect,TRUTH,Is your house on the 13th floor of the building?,,video/V30.mp4,,,,,,,,,,0,11,11,11,,,,,,543.3181784353219,543.834572056774,545.6511968481354,546.1509726075456,549.4503344041295,549.9839358422905,552.9835762232542,553.4834559224546,554.9834479023702,None,None,None,554.9834479023702,None,554.9834479023702,None,,,,,,,023,001,2021_Feb_18_1217,deception_task,2020.2.10,59.92886647518883,
6,Indirect,TRUTH,Were you in the Concert Band CCA during secondary school?,,video/V6.mp4,,,,,,,,,,0,12,12,12,,,,,,557.0832853200845,557.5999971772544,559.4163611563854,559.916225777939,563.0994620793499,563.6321668764576,567.5322014587,568.0318598044105,569.9816790004261,None,None,None,569.9816790004261,None,569.9816790004261,None,,,,,,,023,001,2021_Feb_18_1217,deception_task,2020.2.10,59.92886647518883,
24,Indirect,TRUTH,Is your mum 59 years old this year?,,video/V11.mp4,,,,,,,,,,0,13,13,13,,,,,,573.7983471001498,574.298161034938,575.9647284671664,576.4812260284089,579.0810329695232,579.6142334053293,582.4139589914121,582.9136821394786,584.3137795990333,None,None,None,584.3137795990333,None,584.3137795990333,None,,,,,,,023,001,2021_Feb_18_1217,deception_task,2020.2.10,59.92886647518883,
30,Direct,LIE,What brand of laptop do you mainly use?,,video/V13.mp4,,,,,,,,,,0,14,14,14,,,,,,587.3971069441177,587.8968345830217,590.1301240092143,590.6300730020739,593.4130613873713,593.9459942746907,596.9794962638989,597.4793178983964,598.4953515799716,None,None,None,598.4953515799716,None,598.4953515799716,None,,,,,,,023,001,2021_Feb_18_1217,deception_task,2020.2.10,59.92886647518883,
26,Indirect,LIE,Do you smoke frequently?,,video/V9.mp4,,,,,,,,,,0,15,15,15,,,,,,600.7620756272227,601.2953995717689,603.0287733688019,603.5285654892214,606.0952537995763,606.628422155045,608.9613805776462,609.4613937307149,611.1781057161279,None,None,None,611.1781057161279,None,611.1781057161279,None,,,,,,,023,001,2021_Feb_18_1217,deception_task,2020.2.10,59.92886647518883,
