task,time,text,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,idresponse.text,heartbeatresponse.text,confidenceslider.response,confidenceslider.rt,text_2.started,text_2.stopped,key_guess.keys,key_guess.rt,key_guess.started,key_guess.stopped,text_3.started,text_3.stopped,key_noguess.keys,key_noguess.rt,key_noguess.started,key_noguess.stopped,text_4.started,text_4.stopped,key_noguess_perturbed.keys,key_noguess_perturbed.rt,key_noguess_perturbed.started,key_noguess_perturbed.stopped,text_perturbed.started,text_perturbed.stopped,participant,session,date,expName,psychopyVersion,frameRate,
Count25,25,+,0,0,0,1,ID 019,"Enter Number  23
 ",None,None,,,,,,,,,,,,,,,,,,,,,019,001,2021_Feb_18_1622,Heartbeat,2020.2.10,59.90479614616442,
Count20,20,+,0,1,1,0,,"Enter Number16
",None,None,,,,,,,,,,,,,,,,,,,,,019,001,2021_Feb_18_1622,Heartbeat,2020.2.10,59.90479614616442,
Count30,30,+,0,2,2,2,,"Enter Number   23
",None,None,,,,,,,,,,,,,,,,,,,,,019,001,2021_Feb_18_1622,Heartbeat,2020.2.10,59.90479614616442,
Count40,40,+,0,3,3,4,,Enter Number   40,None,None,,,,,,,,,,,,,,,,,,,,,019,001,2021_Feb_18_1622,Heartbeat,2020.2.10,59.90479614616442,
Count35,35,+,0,4,4,3,,Enter Number   27 ,None,None,,,,,,,,,,,,,,,,,,,,,019,001,2021_Feb_18_1622,Heartbeat,2020.2.10,59.90479614616442,
,,,,,,,,,,,433.83070607250556,None,"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[1.5696143447421491, 4.817707818932831, 6.9134643147699535, 10.753846415318549, 11.993487720377743, 13.049544333014637, 14.137522344011813, 19.809361193329096, 22.953598564025015, 25.769703335128725, 27.33768159011379, 28.865551901515573, 30.353641166351736, 33.60147414915264, 36.049464132636786, 38.12153966957703, 40.10572220850736, 41.945691116619855, 43.89767540479079, 45.441483478061855, 47.329433450940996, 49.82571375230327, 53.1536654192023, 56.45735162589699, 58.82557869469747]",475.4930556002073,None,,,,,,,,,,,,,,,019,001,2021_Feb_18_1622,Heartbeat,2020.2.10,59.90479614616442,
,,,,,,,,,,,536.4870347892866,None,,,,,475.4930556002073,None,"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[1.6150982873514295, 2.8389647975564003, 3.806871770415455, 6.566896189469844, 8.390920278150588, 10.11090572644025, 11.318824530113488, 12.278960396070033, 13.223016384989023, 14.399105540011078, 15.695095387287438, 17.127013513352722, 18.342888846993446, 31.647273760754615, 36.64703540503979, 38.270935856271535, 44.287059041671455, 46.414954118896276, 47.88699302030727, 52.29504508525133, 54.54303012834862, 56.98305524047464, 59.25529066566378]",568.7836226113141,None,,,,,,,,,019,001,2021_Feb_18_1622,Heartbeat,2020.2.10,59.90479614616442,
,,,,,,,,,,,629.7610590057448,None,,,,,,,,,,,568.7836226113141,None,"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[2.4683320354670286, 5.500102977734059, 7.2918569557368755, 8.59632463613525, 10.292215291410685, 11.796186819672585, 13.484278779476881, 18.300505134742707, 19.900123444851488, 21.956362593453377, 24.25996442977339, 26.268126914743334]",687.9384265565313,None,,,019,001,2021_Feb_18_1622,Heartbeat,2020.2.10,59.90479614616442,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,687.9384265565313,None,,,,,,,
