item,style,condition,question,respond,video,bitalino,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,Trialsloop.thisRepN,Trialsloop.thisTrialN,Trialsloop.thisN,Trialsloop.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,IDRESPONSE.text,sensor2.started,sensor2.stopped,sensor3.started,sensor3.stopped,sensor.started,sensor.stopped,sensor4.started,sensor4.stopped,textsubjresp.started,textsubjresp.stopped,SubjectiveResponse.response,SubjectiveResponse.rt,SubjectiveResponse.started,SubjectiveResponse.stopped,textsubjcon.started,textsubjcon.stopped,sensor5.started,sensor5.stopped,sensor1.started,sensor1.stopped,sensor6.started,sensor6.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1,directx,TRUTH ,What is your favourite song?,"My favourite song is "Perfect" by Ed Sheeran",,,0,0,0,0,,,,,,,,,,,,,ID 001,,,,,,,,,,,,,,,,,,,,,,,001,001,2021_Feb_02_1534,deception_task,2020.2.10,59.92898162070741,
2,indirectx,LIE,What is your favourite tv-show/tv-drama?,"My favourite drama is F.R.I.E.N.D.S",,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2021_Feb_02_1534,deception_task,2020.2.10,59.92898162070741,
3,directx,TRUTH ,Is George Washington your role model in life?,""No, my role model is Lee Kuan Yew"",,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2021_Feb_02_1534,deception_task,2020.2.10,59.92898162070741,
4,indirectx,LIE,Is MacDonalds your favourite restaurant?,""Yes, MacDonalds is my favourite restaurant"",,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2021_Feb_02_1534,deception_task,2020.2.10,59.92898162070741,
5,directx,TRUTH ,Who is your favourite celebrity?,"My favourite celebrity is Chris Hemsworth",,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2021_Feb_02_1534,deception_task,2020.2.10,59.92898162070741,
1,directx,TRUTH ,What is your favourite song?,"My favourite song is "Perfect" by Ed Sheeran",,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2021_Feb_02_1534,deception_task,2020.2.10,59.92898162070741,
2,indirectx,LIE,What is your favourite tv-show/tv-drama?,"My favourite drama is F.R.I.E.N.D.S",,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2021_Feb_02_1534,deception_task,2020.2.10,59.92898162070741,
3,directx,TRUTH ,Is George Washington your role model in life?,""No, my role model is Lee Kuan Yew"",,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2021_Feb_02_1534,deception_task,2020.2.10,59.92898162070741,
4,indirectx,LIE,Is MacDonalds your favourite restaurant?,""Yes, MacDonalds is my favourite restaurant"",,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2021_Feb_02_1534,deception_task,2020.2.10,59.92898162070741,
5,directx,TRUTH ,Who is your favourite celebrity?,"My favourite celebrity is Chris Hemsworth",,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2021_Feb_02_1534,deception_task,2020.2.10,59.92898162070741,
19,Direct,TRUTH,Which MRT station is closest to your house?,,video/V32.mp4,,,,,,,,,,0,0,0,0,,,,,,483.7438072391087,484.24373120907694,488.6765453350963,489.1931173224002,493.87555514776614,494.40927303710487,499.5416692865547,500.0419246449601,501.5085079886485,None,0.28703703703703703,5.497205173363909,501.5085079886485,None,501.5085079886485,None,,,,,,,001,001,2021_Feb_02_1534,deception_task,2020.2.10,59.92898162070741,
18,Direct,TRUTH,What was the last country you visited?,,video/V8.mp4,,,,,,,,,,0,1,1,1,,,,,,515.0570584770758,515.5906400255626,519.9234168744879,520.4233334659366,523.4728980093496,524.0061799287796,527.6394211705774,528.1392453711014,529.4553870346863,None,0.35555555555555557,4.735541135072708,529.4553870346863,None,529.4553870346863,None,,,,,,,001,001,2021_Feb_02_1534,deception_task,2020.2.10,59.92898162070741,
14,Indirect,LIE,Is your favourite flavour Vanilla?,,video/V37.mp4,,,,,,,,,,0,2,2,2,,,,,,539.3882011608221,539.8880689904327,543.8708682312863,544.3707812939538,547.3539314920781,547.8873362786835,551.1867282306775,551.6867760302266,553.620115629863,None,0.3018518518518518,4.499679518863559,553.620115629863,None,553.620115629863,None,,,,,,,001,001,2021_Feb_02_1534,deception_task,2020.2.10,59.92898162070741,
21,Indirect,LIE,Are you from Nanyang Business School in NTU?,,video/V33.mp4,,,,,,,,,,0,3,3,3,,,,,,560.6526587423868,561.1858745766804,567.6187409934355,568.1185905373422,571.2516569420695,571.7684650396695,575.2014113360783,575.7011287095957,577.6343184947036,None,0.31574074074074077,3.76635416271165,577.6343184947036,None,577.6343184947036,None,,,,,,,001,001,2021_Feb_02_1534,deception_task,2020.2.10,59.92898162070741,
17,Indirect,LIE,Did you celebrate your 21st birthday at MBS?,,video/V35.mp4,,,,,,,,,,0,4,4,4,,,,,,585.3001596310642,585.8167941747233,591.1998724491568,591.6996466045966,594.416004424449,594.949253301369,598.8819997382816,599.3821899738396,600.4322437401861,None,0.26944444444444443,2.2662168595707044,600.4322437401861,None,600.4322437401861,None,,,,,,,001,001,2021_Feb_02_1534,deception_task,2020.2.10,59.92898162070741,
