Item,pic,correct,part,partimg,condition,parta.thisRepN,parta.thisTrialN,parta.thisN,parta.thisIndex,trialsA.thisRepN,trialsA.thisTrialN,trialsA.thisN,trialsA.thisIndex,partb.thisRepN,partb.thisTrialN,partb.thisN,partb.thisIndex,trialB.thisRepN,trialB.thisTrialN,trialB.thisN,trialB.thisIndex,partc.thisRepN,partc.thisTrialN,partc.thisN,partc.thisIndex,trialC.thisRepN,trialC.thisTrialN,trialC.thisN,trialC.thisIndex,textboxsubjectid.text,image_2.started,image_2.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,mouse_2.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,
14,images/17,b,None,None,cognitive,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,79.12313052639365,None,0.37592592592592594,0.19537037037037036,1,0,0,1.4402872072532773,b,017,001,2021_Feb_19_1130,untitled,2020.2.10,60.008239424543795,
15,images/18,d,None,None,physical,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,80.57298340694979,None,-0.41203703703703703,-0.4064814814814815,1,0,0,1.1650680033490062,d,017,001,2021_Feb_19_1130,untitled,2020.2.10,60.008239424543795,
16,images/19,b,None,None,physical,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,81.7562703951262,None,0.46574074074074073,0.1537037037037037,1,0,0,0.861166859511286,b,017,001,2021_Feb_19_1130,untitled,2020.2.10,60.008239424543795,
17,images/20,c,None,None,affect,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,82.63923414284363,None,0.42407407407407405,-0.46944444444444444,1,0,0,1.3912997865118086,c,017,001,2021_Feb_19_1130,untitled,2020.2.10,60.008239424543795,
18,images/21,b,None,None,physical,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,84.03930818429217,None,0.4842592592592593,0.08981481481481482,1,0,0,1.758407577406615,b,017,001,2021_Feb_19_1130,untitled,2020.2.10,60.008239424543795,
19,images/22,a,None,None,physical,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,85.82250926131383,None,-0.34074074074074073,0.06111111111111111,1,0,0,1.0268289879895747,a,017,001,2021_Feb_19_1130,untitled,2020.2.10,60.008239424543795,
20,images/23,d,None,None,affect,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,86.87250977475196,None,-0.44814814814814813,-0.3824074074074074,1,0,0,1.194135548081249,d,017,001,2021_Feb_19_1130,untitled,2020.2.10,60.008239424543795,
21,images/24,d,None,None,cognitive,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,88.08900297340006,None,-0.3972222222222222,-0.3435185185185185,1,0,0,1.3372324672527611,d,017,001,2021_Feb_19_1130,untitled,2020.2.10,60.008239424543795,
22,images/25,a,None,None,cognitive,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,89.43883269140497,None,-0.3787037037037037,0.13055555555555556,1,0,0,1.0044405409134924,a,017,001,2021_Feb_19_1130,untitled,2020.2.10,60.008239424543795,
23,images/26,b,None,None,affect,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,90.45540660340339,None,0.4101851851851852,0.23703703703703705,1,0,0,0.9919738559983671,b,017,001,2021_Feb_19_1130,untitled,2020.2.10,60.008239424543795,
24,images/27,d,None,None,cognitive,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,91.45481023285538,None,-0.2972222222222222,-0.34814814814814815,1,0,0,1.028902973048389,d,017,001,2021_Feb_19_1130,untitled,2020.2.10,60.008239424543795,
2,images/5,a,b,images/28,physical,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,017,001,2021_Feb_19_1130,untitled,2020.2.10,60.008239424543795,
25,images/29,b,None,None,affect,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,93.98837862862274,None,0.4148148148148148,0.20462962962962963,1,0,0,3.460721329320222,b,017,001,2021_Feb_19_1130,untitled,2020.2.10,60.008239424543795,
26,images/30,b,None,None,affect,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,97.47137452103198,None,0.4462962962962963,0.22685185185185186,1,0,0,2.3588952608406544,b,017,001,2021_Feb_19_1130,untitled,2020.2.10,60.008239424543795,
27,images/31,d,None,None,affect,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,99.83767902338877,None,-0.4398148148148148,-0.32592592592592595,1,0,0,2.558423168491572,d,017,001,2021_Feb_19_1130,untitled,2020.2.10,60.008239424543795,
28,images/32,b,None,None,affect,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,102.42092937603593,None,0.48703703703703705,0.1814814814814815,1,0,0,2.7365635307505727,b,017,001,2021_Feb_19_1130,untitled,2020.2.10,60.008239424543795,
29,images/33,c,None,None,affect,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,105.17032947624102,None,0.44074074074074077,-0.33796296296296297,1,0,0,4.493394687771797,c,017,001,2021_Feb_19_1130,untitled,2020.2.10,60.008239424543795,
30,images/34,d,None,None,affect,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,109.68673432571813,None,-0.4361111111111111,-0.31574074074074077,1,0,0,1.4941941262222826,d,017,001,2021_Feb_19_1130,untitled,2020.2.10,60.008239424543795,
31,images/35,d,None,None,affect,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,111.2030121376738,None,-0.4675925925925926,-0.22592592592592592,1,0,0,2.694526284467429,d,017,001,2021_Feb_19_1130,untitled,2020.2.10,60.008239424543795,
32,images/36,d,None,None,affect,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,113.91976646892726,None,-0.49444444444444446,-0.4305555555555556,1,0,0,2.161676805932075,d,017,001,2021_Feb_19_1130,untitled,2020.2.10,60.008239424543795,
33,images/37,b,None,None,affect,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,116.10257482063025,None,0.44074074074074077,0.13240740740740742,1,0,0,3.3941116156056523,b,017,001,2021_Feb_19_1130,untitled,2020.2.10,60.008239424543795,
34,images/38,b,None,None,affect,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,119.51898409705609,None,0.4148148148148148,0.11296296296296296,1,0,0,2.1258255834691226,b,017,001,2021_Feb_19_1130,untitled,2020.2.10,60.008239424543795,
35,images/39,c,None,None,affect,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,121.65182497818023,None,0.5101851851851852,-0.3351851851851852,1,0,0,2.726373577490449,c,017,001,2021_Feb_19_1130,untitled,2020.2.10,60.008239424543795,
36,images/40,c,None,None,cognitive,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,124.40207327902317,None,0.42685185185185187,-0.3787037037037037,1,0,0,1.4668460804969072,c,017,001,2021_Feb_19_1130,untitled,2020.2.10,60.008239424543795,
37,images/41,a,None,None,affect,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,125.88535564765334,None,-0.4601851851851852,0.15,1,0,0,2.1264938144013286,a,017,001,2021_Feb_19_1130,untitled,2020.2.10,60.008239424543795,
38,images/42,d,None,None,affect,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,128.0348679642193,None,-0.5231481481481481,-0.2740740740740741,1,0,0,2.1937836282886565,d,017,001,2021_Feb_19_1130,untitled,2020.2.10,60.008239424543795,
39,images/43,a,None,None,affect,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,130.26816701469943,None,-0.4425925925925926,0.2537037037037037,1,0,0,2.375834245700389,a,017,001,2021_Feb_19_1130,untitled,2020.2.10,60.008239424543795,
40,images/44,d,None,None,cognitive,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,132.65103740943596,None,-0.5407407407407407,-0.37407407407407406,1,0,0,2.5928294989280403,d,017,001,2021_Feb_19_1130,untitled,2020.2.10,60.008239424543795,
41,images/45,d,None,None,affect,,,,,,,,,,,,,0,16,16,16,,,,,,,,,,135.26760593196377,None,-0.462037037037037,-0.31296296296296294,1,0,0,2.6614278638735414,d,017,001,2021_Feb_19_1130,untitled,2020.2.10,60.008239424543795,
42,images/46,c,None,None,affect,,,,,,,,,,,,,0,17,17,17,,,,,,,,,,137.9506115769036,None,0.45555555555555555,-0.44074074074074077,1,0,0,1.7267774674110115,c,017,001,2021_Feb_19_1130,untitled,2020.2.10,60.008239424543795,
43,images/47,b,None,None,affect,,,,,,,,,,,,,0,18,18,18,,,,,,,,,,139.7002744139172,None,0.5046296296296297,0.05740740740740741,1,0,0,2.759773231577128,b,017,001,2021_Feb_19_1130,untitled,2020.2.10,60.008239424543795,
44,images/48,a,None,None,affect,,,,,,,,,,,,,0,19,19,19,,,,,,,,,,142.48354350123554,None,-0.38981481481481484,0.15185185185185185,1,0,0,2.77113282866776,a,017,001,2021_Feb_19_1130,untitled,2020.2.10,60.008239424543795,
45,images/49,a,None,None,affect,,,,,,,,,,,,,0,20,20,20,,,,,,,,,,145.266479275655,None,-0.40925925925925927,0.17037037037037037,1,0,0,2.1042070612311363,a,017,001,2021_Feb_19_1130,untitled,2020.2.10,60.008239424543795,
46,images/50,d,None,None,affect,,,,,,,,,,,,,0,21,21,21,,,,,,,,,,147.38297369284555,None,-0.5037037037037037,-0.29259259259259257,1,0,0,3.2579953470267355,d,017,001,2021_Feb_19_1130,untitled,2020.2.10,60.008239424543795,
47,images/51,c,None,None,affect,,,,,,,,,,,,,0,22,22,22,,,,,,,,,,150.66586647974327,None,0.4398148148148148,-0.387037037037037,1,0,0,2.8074761610478163,c,017,001,2021_Feb_19_1130,untitled,2020.2.10,60.008239424543795,
48,images/52,c,None,None,affect,,,,,,,,,,,,,0,23,23,23,,,,,,,,,,153.4819141482003,None,0.4824074074074074,-0.4101851851851852,1,0,0,2.0276370886713266,c,017,001,2021_Feb_19_1130,untitled,2020.2.10,60.008239424543795,
49,images/53,d,None,None,affect,,,,,,,,,,,,,0,24,24,24,,,,,,,,,,155.53197016008198,None,-0.46944444444444444,-0.39166666666666666,1,0,0,3.6046260283328593,d,017,001,2021_Feb_19_1130,untitled,2020.2.10,60.008239424543795,
50,images/54,c,None,None,affect,,,,,,,,,,,,,0,25,25,25,,,,,,,,,,159.14851494366303,None,0.5657407407407408,-0.31574074074074077,1,0,0,1.4930280107073486,c,017,001,2021_Feb_19_1130,untitled,2020.2.10,60.008239424543795,
51,images/55,a,None,None,affect,,,,,,,,,,,,,0,26,26,26,,,,,,,,,,160.66507281549275,None,0.41203703703703703,0.05092592592592592,1,0,0,1.3621870097704232,b,017,001,2021_Feb_19_1130,untitled,2020.2.10,60.008239424543795,
52,images/56,c,None,None,affect,,,,,,,,,,,,,0,27,27,27,,,,,,,,,,162.04776099463925,None,0.4925925925925926,0.3,1,0,0,6.094116235617548,b,017,001,2021_Feb_19_1130,untitled,2020.2.10,60.008239424543795,
53,images/57,d,None,None,affect,,,,,,,,,,,,,0,28,28,28,,,,,,,,,,168.18099614139646,None,-0.4324074074074074,-0.28703703703703703,1,0,0,2.508891988545656,d,017,001,2021_Feb_19_1130,untitled,2020.2.10,60.008239424543795,
54,images/58,d,None,None,cognitive,,,,,,,,,,,,,0,29,29,29,,,,,,,,,,170.69740195339546,None,-0.42314814814814816,-0.27870370370370373,1,0,0,1.1618866110220551,d,017,001,2021_Feb_19_1130,untitled,2020.2.10,60.008239424543795,
55,images/59,b,None,None,cognitive,,,,,,,,,,,,,0,30,30,30,,,,,,,,,,171.88045796379447,None,0.42685185185185187,0.21203703703703702,1,0,0,2.057095048483461,b,017,001,2021_Feb_19_1130,untitled,2020.2.10,60.008239424543795,
56,images/60,b,None,None,affect,,,,,,,,,,,,,0,31,31,31,,,,,,,,,,173.96333522396162,None,-0.3824074074074074,0.16018518518518518,1,0,0,3.2073359065689147,a,017,001,2021_Feb_19_1130,untitled,2020.2.10,60.008239424543795,
3,images/6,a,c,images/61,affect,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,017,001,2021_Feb_19_1130,untitled,2020.2.10,60.008239424543795,
57,images/62,c,None,None,cognitive,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,178.0797949945554,None,0.5851851851851851,-0.36944444444444446,1,0,0,3.925644522998482,c,017,001,2021_Feb_19_1130,untitled,2020.2.10,60.008239424543795,
58,images/63,d,None,None,cognitive,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,182.0125045394525,None,-0.5370370370370371,-0.32037037037037036,1,0,0,6.524258081335574,d,017,001,2021_Feb_19_1130,untitled,2020.2.10,60.008239424543795,
59,images/64,b,None,None,cognitive,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,188.5622939649038,None,-0.44351851851851853,0.08425925925925926,1,0,0,7.837633469607681,a,017,001,2021_Feb_19_1130,untitled,2020.2.10,60.008239424543795,
60,images/65,c,None,None,physical,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,196.41142882639542,None,0.5416666666666666,-0.42407407407407405,1,0,0,4.071562574710697,c,017,001,2021_Feb_19_1130,untitled,2020.2.10,60.008239424543795,
61,images/66,a,None,None,affect,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,200.4944674493745,None,-0.5398148148148149,0.11203703703703703,1,0,0,11.368162587750703,a,017,001,2021_Feb_19_1130,untitled,2020.2.10,60.008239424543795,
62,images/67,b,None,None,affect,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,211.85943420790136,None,0.5787037037037037,0.175,1,0,0,6.2933618375100195,b,017,001,2021_Feb_19_1130,untitled,2020.2.10,60.008239424543795,
63,images/68,d,None,None,cognitive,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,218.17610936518759,None,-0.4925925925925926,-0.3611111111111111,1,0,0,9.159033398143947,d,017,001,2021_Feb_19_1130,untitled,2020.2.10,60.008239424543795,
64,images/69,a,None,None,cognitive,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,227.34161333879456,None,-0.3435185185185185,0.21203703703703702,1,0,0,4.5597108672373,a,017,001,2021_Feb_19_1130,untitled,2020.2.10,60.008239424543795,
65,images/70,a,None,None,physical,,,,,,,,,,,,,,,,,,,,,0,8,8,8,,231.9244954106398,None,-0.3851851851851852,0.2814814814814815,1,0,0,2.4934014244936407,a,017,001,2021_Feb_19_1130,untitled,2020.2.10,60.008239424543795,
66,images/71,a,None,None,cognitive,,,,,,,,,,,,,,,,,,,,,0,9,9,9,,234.4410481499508,None,-0.45,0.07314814814814814,1,0,0,4.730400925502181,a,017,001,2021_Feb_19_1130,untitled,2020.2.10,60.008239424543795,
67,images/72,c,None,None,cognitive,,,,,,,,,,,,,,,,,,,,,0,10,10,10,,239.1903982050717,None,0.4935185185185185,-0.36944444444444446,1,0,0,3.024399875663221,c,017,001,2021_Feb_19_1130,untitled,2020.2.10,60.008239424543795,
68,images/73,a,None,None,cognitive,,,,,,,,,,,,,,,,,,,,,0,11,11,11,,242.2230789414607,None,0.4462962962962963,-0.4444444444444444,1,0,0,12.990403851028532,c,017,001,2021_Feb_19_1130,untitled,2020.2.10,60.008239424543795,
69,images/74,c,None,None,cognitive,,,,,,,,,,,,,,,,,,,,,0,12,12,12,,255.2220677738078,None,0.46574074074074073,-0.35648148148148145,1,0,0,3.7575032371096313,c,017,001,2021_Feb_19_1130,untitled,2020.2.10,60.008239424543795,
70,images/75,d,None,None,cognitive,,,,,,,,,,,,,,,,,,,,,0,13,13,13,,258.9885704680346,None,-0.5055555555555555,-0.36203703703703705,1,0,0,2.591917138081044,d,017,001,2021_Feb_19_1130,untitled,2020.2.10,60.008239424543795,
71,images/76,b,None,None,cognitive,,,,,,,,,,,,,,,,,,,,,0,14,14,14,,261.60478867497295,None,0.4925925925925926,-0.3768518518518518,1,0,0,7.894408999476582,c,017,001,2021_Feb_19_1130,untitled,2020.2.10,60.008239424543795,
72,images/77,a,None,None,cognitive,,,,,,,,,,,,,,,,,,,,,0,15,15,15,,269.52075107442215,None,0.5518518518518518,0.12314814814814815,1,0,0,7.303124161902815,b,017,001,2021_Feb_19_1130,untitled,2020.2.10,60.008239424543795,
73,images/78,b,None,None,affect,,,,,,,,,,,,,,,,,,,,,0,16,16,16,,276.8200933020562,None,0.3907407407407407,0.2361111111111111,1,0,0,9.490560081321746,b,017,001,2021_Feb_19_1130,untitled,2020.2.10,60.008239424543795,
74,images/79,a,None,None,cognitive,,,,,,,,,,,,,,,,,,,,,0,17,17,17,,286.3358510937542,None,-0.44907407407407407,0.10462962962962963,1,0,0,2.261643186211586,a,017,001,2021_Feb_19_1130,untitled,2020.2.10,60.008239424543795,
75,images/80,b,None,None,affect,,,,,,,,,,,,,,,,,,,,,0,18,18,18,,288.61886674771085,None,0.4601851851851852,-0.3712962962962963,1,0,0,5.059651198331267,c,017,001,2021_Feb_19_1130,untitled,2020.2.10,60.008239424543795,
76,images/81,a,None,None,affect,,,,,,,,,,,,,,,,,,,,,0,19,19,19,,293.7018097722903,None,-0.5185185185185185,0.16944444444444445,1,0,0,3.4053438547998667,a,017,001,2021_Feb_19_1130,untitled,2020.2.10,60.008239424543795,
77,images/82,d,None,None,physical,,,,,,,,,,,,,,,,,,,,,0,20,20,20,,297.1178106679581,None,-0.4787037037037037,-0.32407407407407407,1,0,0,4.691900520585477,d,017,001,2021_Feb_19_1130,untitled,2020.2.10,60.008239424543795,
78,images/83,d,None,None,affect,,,,,,,,,,,,,,,,,,,,,0,21,21,21,,301.81709957821295,None,-0.3972222222222222,-0.4212962962962963,1,0,0,2.093948455993086,d,017,001,2021_Feb_19_1130,untitled,2020.2.10,60.008239424543795,
79,images/84,b,None,None,cognitive,,,,,,,,,,,,,,,,,,,,,0,22,22,22,,303.9340078299865,None,0.40925925925925927,0.23148148148148148,1,0,0,3.6281594182364643,b,017,001,2021_Feb_19_1130,untitled,2020.2.10,60.008239424543795,
80,images/85,c,None,None,cognitive,,,,,,,,,,,,,,,,,,,,,0,23,23,23,,307.58361478336155,None,0.45,-0.375,1,0,0,4.895317831542343,c,017,001,2021_Feb_19_1130,untitled,2020.2.10,60.008239424543795,
81,images/86,a,None,None,physical,,,,,,,,,,,,,,,,,,,,,0,24,24,24,,312.49980912264436,None,-0.48703703703703705,0.175,1,0,0,2.293109366670251,a,017,001,2021_Feb_19_1130,untitled,2020.2.10,60.008239424543795,
82,images/87,d,None,None,affect,,,,,,,,,,,,,,,,,,,,,0,25,25,25,,314.8163270871155,None,-0.4740740740740741,-0.37407407407407406,1,0,0,3.3703825371339917,d,017,001,2021_Feb_19_1130,untitled,2020.2.10,60.008239424543795,
83,images/88,d,None,None,cognitive,,,,,,,,,,,,,,,,,,,,,0,26,26,26,,318.1991888200864,None,-0.44074074074074077,-0.3814814814814815,1,0,0,2.3380835549905896,d,017,001,2021_Feb_19_1130,untitled,2020.2.10,60.008239424543795,
84,images/89,c,None,None,affect,,,,,,,,,,,,,,,,,,,,,0,27,27,27,,320.54896913515404,None,0.5481481481481482,-0.39166666666666666,1,0,0,4.771658302284777,c,017,001,2021_Feb_19_1130,untitled,2020.2.10,60.008239424543795,
85,images/90,b,None,None,cognitive,,,,,,,,,,,,,,,,,,,,,0,28,28,28,,325.3319077962078,None,0.5314814814814814,0.20092592592592592,1,0,0,4.103394469246268,b,017,001,2021_Feb_19_1130,untitled,2020.2.10,60.008239424543795,
86,images/91,c,None,None,cognitive,,,,,,,,,,,,,,,,,,,,,0,29,29,29,,329.44818984298036,None,0.4462962962962963,-0.3490740740740741,1,0,0,4.32996534043923,c,017,001,2021_Feb_19_1130,untitled,2020.2.10,60.008239424543795,
87,images/92,d,None,None,cognitive,,,,,,,,,,,,,,,,,,,,,0,30,30,30,,333.79768143594265,None,0.5009259259259259,-0.4601851851851852,1,0,0,3.49372222693637,c,017,001,2021_Feb_19_1130,untitled,2020.2.10,60.008239424543795,
88,images/93,b,None,None,cognitive,,,,,,,,,,,,,,,,,,,,,0,31,31,31,,337.3140593380667,None,0.44537037037037036,0.1685185185185185,1,0,0,5.627312180120498,b,017,001,2021_Feb_19_1130,untitled,2020.2.10,60.008239424543795,
89,images/94,a,None,None,affect,,,,,,,,,,,,,,,,,,,,,0,32,32,32,,342.96336409589276,None,-0.4703703703703704,0.11944444444444445,1,0,0,2.293346118181944,a,017,001,2021_Feb_19_1130,untitled,2020.2.10,60.008239424543795,
90,images/95,b,None,None,cognitive,,,,,,,,,,,,,,,,,,,,,0,33,33,33,,345.2797059402801,None,0.49166666666666664,0.17407407407407408,1,0,0,1.995750016067177,b,017,001,2021_Feb_19_1130,untitled,2020.2.10,60.008239424543795,
91,images/96,c,None,None,affect,,,,,,,,,,,,,,,,,,,,,0,34,34,34,,347.2963132155128,None,0.3925925925925926,-0.31666666666666665,1,0,0,8.960157039109617,c,017,001,2021_Feb_19_1130,untitled,2020.2.10,60.008239424543795,
92,images/97,c,None,None,affect,,,,,,,,,,,,,,,,,,,,,0,35,35,35,,356.2788904616609,None,0.4564814814814815,-0.4148148148148148,1,0,0,6.72814857494086,c,017,001,2021_Feb_19_1130,untitled,2020.2.10,60.008239424543795,
93,images/98,a,None,None,physical,,,,,,,,,,,,,,,,,,,,,0,36,36,36,,363.0279604564421,None,-0.4027777777777778,0.16944444444444445,1,0,0,2.6935674073174596,a,017,001,2021_Feb_19_1130,untitled,2020.2.10,60.008239424543795,
94,images/99,b,None,None,cognitive,,,,,,,,,,,,,,,,,,,,,0,37,37,37,,365.74461052706465,None,-0.39814814814814814,-0.3509259259259259,1,0,0,23.226116615347564,d,017,001,2021_Feb_19_1130,untitled,2020.2.10,60.008239424543795,
95,images/100,d,None,None,cognitive,,,,,,,,,,,,,,,,,,,,,0,38,38,38,,388.9921634499915,None,0.47129629629629627,0.17037037037037037,1,0,0,6.702635195571929,b,017,001,2021_Feb_19_1130,untitled,2020.2.10,60.008239424543795,
96,images/101,c,None,None,physical,,,,,,,,,,,,,,,,,,,,,0,39,39,39,,395.69137087650597,None,0.5712962962962963,-0.43796296296296294,1,0,0,3.3906889795325696,c,017,001,2021_Feb_19_1130,untitled,2020.2.10,60.008239424543795,
97,images/102,b,None,None,affect,,,,,,,,,,,,,,,,,,,,,0,40,40,40,,399.0906814089976,None,0.45740740740740743,0.17962962962962964,1,0,0,3.0932869627140462,b,017,001,2021_Feb_19_1130,untitled,2020.2.10,60.008239424543795,
98,images/103,c,None,None,cognitive,,,,,,,,,,,,,,,,,,,,,0,41,41,41,,402.2075793952681,None,0.5333333333333333,-0.3787037037037037,1,0,0,6.193391928914934,c,017,001,2021_Feb_19_1130,untitled,2020.2.10,60.008239424543795,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,017,001,2021_Feb_19_1130,untitled,2020.2.10,60.008239424543795,
