task,time,text,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,idresponse.text,heartbeatresponse.text,confidenceslider.response,confidenceslider.rt,text_2.started,text_2.stopped,key_guess.keys,key_guess.rt,key_guess.started,key_guess.stopped,text_3.started,text_3.stopped,key_noguess.keys,key_noguess.rt,key_noguess.started,key_noguess.stopped,text_4.started,text_4.stopped,key_noguess_perturbed.keys,key_noguess_perturbed.rt,key_noguess_perturbed.started,key_noguess_perturbed.stopped,text_perturbed.started,text_perturbed.stopped,participant,session,date,expName,psychopyVersion,frameRate,
Count35,35,+,0,0,0,3,ID 021,Enter Number  35,0.27037037037037037,4.72953283553943,,,,,,,,,,,,,,,,,,,,,021,001,2021_Feb_18_1447,Heartbeat,2020.2.10,59.958837295618906,
Count20,20,+,0,1,1,0,,Enter Number18 ,0.10462962962962963,9.23001018865034,,,,,,,,,,,,,,,,,,,,,021,001,2021_Feb_18_1447,Heartbeat,2020.2.10,59.958837295618906,
Count40,40,+,0,2,2,4,,Enter Number  32 ,0,1.5972831924445927,,,,,,,,,,,,,,,,,,,,,021,001,2021_Feb_18_1447,Heartbeat,2020.2.10,59.958837295618906,
Count30,30,+,0,3,3,2,,Enter Number  37,0.12314814814814817,2.298882518429309,,,,,,,,,,,,,,,,,,,,,021,001,2021_Feb_18_1447,Heartbeat,2020.2.10,59.958837295618906,
Count25,25,+,0,4,4,1,,Enter Number   22,0.3462962962962963,2.1812113993801177,,,,,,,,,,,,,,,,,,,,,021,001,2021_Feb_18_1447,Heartbeat,2020.2.10,59.958837295618906,
,,,,,,,,,,,1015.2244959240779,None,"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[1.527247634716332, 2.591013438999653, 3.7351009948179126, 4.830951164942235, 5.871178446337581, 6.846994791179895, 7.9671194036491215, 8.990843349602073, 10.007064379751682, 11.063202155288309, 12.055125003680587, 13.127054896671325, 14.183083599433303, 15.215056005399674, 16.270886131562293, 17.2871126155369, 18.319113893434405, 19.327093841973692, 20.374841042328626, 21.39906768500805, 22.423060784116387, 23.470968385227025, 24.527076326310635, 25.49501762446016, 26.502920580562204, 27.58300044760108, 28.63106652535498, 29.630913181696087, 30.614953284617513, 31.590926822274923, 32.64712939970195, 33.62309235101566, 34.66309892106801, 35.59917079098523, 36.67089472943917, 37.727062018588185, 38.719276796560735, 39.71093241730705, 40.75112665630877, 41.81499607954174, 42.798989666160196, 43.81524181365967, 44.78295566374436, 45.77505206596106, 46.84700762340799, 47.87093559931964, 48.91094473609701, 49.85507098026574, 50.82317332131788, 51.72703025909141, 52.78302784403786, 53.727130349259824, 54.76692647347227, 55.81491202954203, 56.839121990371495, 57.83888780511916, 58.87940252525732, 59.90309984469786]",1080.3681067684665,None,,,,,,,,,,,,,,,021,001,2021_Feb_18_1447,Heartbeat,2020.2.10,59.958837295618906,
,,,,,,,,,,,1141.3453195639886,None,,,,,1080.3681067684665,None,"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[1.504618906415999, 2.6647545797750354, 10.352358920965344, 35.61647516908124, 36.87264194525778, 38.11254342040047, 39.35264828428626, 40.61637860769406, 41.89648170070723, 43.152663874905556, 58.048289355356246, 59.11286325985566]",1200.8226414322853,None,,,,,,,,,021,001,2021_Feb_18_1447,Heartbeat,2020.2.10,59.958837295618906,
,,,,,,,,,,,1261.81648909254,None,,,,,,,,,,,1200.8226414322853,None,"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[3.5141794462688267, 4.626304861623794, 5.6424524281173944, 14.410382049158216, 15.322443176060915, 16.346418630797416, 17.29031742690131, 18.24234309885651, 19.26631438313052, 20.20242539094761, 21.19410763774067, 22.218351924791932, 23.210232748184353, 24.234144683927298, 25.28224637079984, 26.146185600664467, 27.098338630516082, 28.05821881769225, 29.034270951524377, 30.06619138782844, 31.09849454043433, 32.10617838893086, 33.08230911940336, 34.14628408662975, 35.186284561641514]",1312.044851642102,None,,,021,001,2021_Feb_18_1447,Heartbeat,2020.2.10,59.958837295618906,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1312.044851642102,None,,,,,,,
