item,style,condition,question,respond,video,bitalino,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,Trialsloop.thisRepN,Trialsloop.thisTrialN,Trialsloop.thisN,Trialsloop.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,IDRESPONSE.text,sensor2.started,sensor2.stopped,sensor3.started,sensor3.stopped,sensor.started,sensor.stopped,sensor4.started,sensor4.stopped,textsubjresp.started,textsubjresp.stopped,SubjectiveResponse.response,SubjectiveResponse.rt,SubjectiveResponse.started,SubjectiveResponse.stopped,textsubjcon.started,textsubjcon.stopped,sensor5.started,sensor5.stopped,sensor1.started,sensor1.stopped,sensor6.started,sensor6.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1,directx,TRUTH ,What is your favourite song?,"My favourite song is "Perfect" by Ed Sheeran",,,0,0,0,0,,,,,,,,,,,,,ID 026 ,,,,,,,,,,,,,,,,,,,,,,,026,001,2021_Feb_22_0918,deception_task,2020.2.10,59.9155044058417,
2,indirectx,LIE,What is your favourite tv-show/tv-drama?,"My favourite drama is F.R.I.E.N.D.S",,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,026,001,2021_Feb_22_0918,deception_task,2020.2.10,59.9155044058417,
3,directx,TRUTH ,Is George Washington your role model in life?,""No, my role model is Lee Kuan Yew"",,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,026,001,2021_Feb_22_0918,deception_task,2020.2.10,59.9155044058417,
4,indirectx,LIE,Is MacDonalds your favourite restaurant?,""Yes, MacDonalds is my favourite restaurant"",,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,026,001,2021_Feb_22_0918,deception_task,2020.2.10,59.9155044058417,
5,directx,TRUTH ,Who is your favourite celebrity?,"My favourite celebrity is Chris Hemsworth",,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,026,001,2021_Feb_22_0918,deception_task,2020.2.10,59.9155044058417,
1,directx,TRUTH ,What is your favourite song?,"My favourite song is "Perfect" by Ed Sheeran",,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,026,001,2021_Feb_22_0918,deception_task,2020.2.10,59.9155044058417,
2,indirectx,LIE,What is your favourite tv-show/tv-drama?,"My favourite drama is F.R.I.E.N.D.S",,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,026,001,2021_Feb_22_0918,deception_task,2020.2.10,59.9155044058417,
3,directx,TRUTH ,Is George Washington your role model in life?,""No, my role model is Lee Kuan Yew"",,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,026,001,2021_Feb_22_0918,deception_task,2020.2.10,59.9155044058417,
4,indirectx,LIE,Is MacDonalds your favourite restaurant?,""Yes, MacDonalds is my favourite restaurant"",,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,026,001,2021_Feb_22_0918,deception_task,2020.2.10,59.9155044058417,
5,directx,TRUTH ,Who is your favourite celebrity?,"My favourite celebrity is Chris Hemsworth",,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,026,001,2021_Feb_22_0918,deception_task,2020.2.10,59.9155044058417,
29,Indirect,TRUTH,Do you use a Huawei phone?,,video/V33.mp4,,,,,,,,,,0,0,0,0,,,,,,417.002333833836,417.50195143790916,427.201272749342,427.70125510543585,432.25081996945664,432.7840406158939,436.15041280770674,436.6500252787955,438.2167873736471,None,1.0,5.732946168165654,438.2167873736471,None,438.2167873736471,None,,,,,,,026,001,2021_Feb_22_0918,deception_task,2020.2.10,59.9155044058417,
23,Direct,LIE,What course are you studying?,,video/V1.mp4,,,,,,,,,,0,1,1,1,,,,,,446.5157231451012,447.01542704505846,458.464312707074,458.96430917829275,461.88075406383723,462.4140805751085,465.2140377801843,465.7135549732484,467.1805072389543,None,0.5740740740740741,4.16680514626205,467.1805072389543,None,467.1805072389543,None,,,,,,,026,001,2021_Feb_22_0918,deception_task,2020.2.10,59.9155044058417,
10,Indirect,LIE,Do you hate eating Prawns the most?,,video/V31.mp4,,,,,,,,,,0,2,2,2,,,,,,477.4294947879389,477.9294020761736,502.7270992314443,503.226780354511,506.12621279153973,506.65971766831353,510.29243921115994,510.79260057443753,512.4092682250775,None,0,3.385374574922025,512.4092682250775,None,512.4092682250775,None,,,,,,,026,001,2021_Feb_22_0918,deception_task,2020.2.10,59.9155044058417,
22,Direct,LIE,"Which year in NTU are you currently in? (Eg. 1, 2, 3, 4)",,video/V16.mp4,,,,,,,,,,0,3,3,3,,,,,,521.3080613035709,521.8080824767239,529.0575685519725,529.5574245117605,532.5074535124004,533.0404682038352,535.4736198135652,535.9733952521347,537.0901578599587,None,0.999074074074074,3.5166361476294696,537.0901578599587,None,537.0901578599587,None,,,,,,,026,001,2021_Feb_22_0918,deception_task,2020.2.10,59.9155044058417,
29,Direct,LIE,What brand of handphone do you use?,,video/V17.mp4,,,,,,,,,,0,4,4,4,,,,,,543.0561044118367,543.5560540459119,553.5217917556874,554.0216737007722,556.921446508728,557.4546883278526,560.2543064453639,560.7541280793957,562.6372762885876,None,0.0,3.5843802173621953,562.6372762885876,None,562.6372762885876,None,,,,,,,026,001,2021_Feb_22_0918,deception_task,2020.2.10,59.9155044058417,
16,Direct,LIE,"How many siblings do you have? (Eg. 0, 1, 2, 3)",,video/V18.mp4,,,,,,,,,,0,5,5,5,,,,,,569.869788411539,570.369737083558,575.7696808790788,576.2696677260101,579.1525669926777,579.6860426766798,582.0522069889121,582.5521944775246,583.7189967366867,None,1.0,3.850679843686521,583.7189967366867,None,583.7189967366867,None,,,,,,,026,001,2021_Feb_22_0918,deception_task,2020.2.10,59.9155044058417,
