item,style,condition,question,respond,video,bitalino,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,Trialsloop.thisRepN,Trialsloop.thisTrialN,Trialsloop.thisN,Trialsloop.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,IDRESPONSE.text,sensor2.started,sensor2.stopped,sensor3.started,sensor3.stopped,sensor.started,sensor.stopped,sensor4.started,sensor4.stopped,textsubjresp.started,textsubjresp.stopped,SubjectiveResponse.response,SubjectiveResponse.rt,SubjectiveResponse.started,SubjectiveResponse.stopped,textsubjcon.started,textsubjcon.stopped,sensor5.started,sensor5.stopped,sensor1.started,sensor1.stopped,sensor6.started,sensor6.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1,directx,TRUTH ,What is your favourite song?,"My favourite song is "Perfect" by Ed Sheeran",,,0,0,0,0,,,,,,,,,,,,,ID 002 ,,,,,,,,,,,,,,,,,,,,,,,002,001,2021_Feb_04_1548,deception_task,2020.2.10,59.9756802699425,
2,indirectx,LIE,What is your favourite tv-show/tv-drama?,"My favourite drama is F.R.I.E.N.D.S",,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2021_Feb_04_1548,deception_task,2020.2.10,59.9756802699425,
3,directx,TRUTH ,Is George Washington your role model in life?,""No, my role model is Lee Kuan Yew"",,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2021_Feb_04_1548,deception_task,2020.2.10,59.9756802699425,
4,indirectx,LIE,Is MacDonalds your favourite restaurant?,""Yes, MacDonalds is my favourite restaurant"",,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2021_Feb_04_1548,deception_task,2020.2.10,59.9756802699425,
5,directx,TRUTH ,Who is your favourite celebrity?,"My favourite celebrity is Chris Hemsworth",,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2021_Feb_04_1548,deception_task,2020.2.10,59.9756802699425,
1,directx,TRUTH ,What is your favourite song?,"My favourite song is "Perfect" by Ed Sheeran",,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2021_Feb_04_1548,deception_task,2020.2.10,59.9756802699425,
2,indirectx,LIE,What is your favourite tv-show/tv-drama?,"My favourite drama is F.R.I.E.N.D.S",,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2021_Feb_04_1548,deception_task,2020.2.10,59.9756802699425,
3,directx,TRUTH ,Is George Washington your role model in life?,""No, my role model is Lee Kuan Yew"",,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2021_Feb_04_1548,deception_task,2020.2.10,59.9756802699425,
4,indirectx,LIE,Is MacDonalds your favourite restaurant?,""Yes, MacDonalds is my favourite restaurant"",,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2021_Feb_04_1548,deception_task,2020.2.10,59.9756802699425,
5,directx,TRUTH ,Who is your favourite celebrity?,"My favourite celebrity is Chris Hemsworth",,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,002,001,2021_Feb_04_1548,deception_task,2020.2.10,59.9756802699425,
6,Indirect,LIE,Were you in the Swimming CCA during secondary school?,,video/V32.mp4,,,,,,,,,,0,0,0,0,,,,,,390.96043806150556,391.4772715026047,409.70915389130823,410.20852287393063,414.891985661583,415.42499618255533,421.2071963578928,421.707090172451,422.8402669329662,None,0.5259259259259259,7.802066477946937,422.8402669329662,None,422.8402669329662,None,,,,,,,002,001,2021_Feb_04_1548,deception_task,2020.2.10,59.9756802699425,
21,Indirect,TRUTH,Are you from School of Humanities in NTU?,,video/V22.mp4,,,,,,,,,,0,1,1,1,,,,,,434.9728948015254,435.48942957562394,441.35571258468553,441.8555204242002,444.7053132504225,445.2383314706385,452.40407829126343,452.90390569972806,454.68715072702616,None,0.9962962962962962,7.269354944117367,454.68715072702616,None,454.68715072702616,None,,,,,,,002,001,2021_Feb_04_1548,deception_task,2020.2.10,59.9756802699425,
29,Direct,TRUTH,What brand of handphone do you use?,,video/V33.mp4,,,,,,,,,,0,2,2,2,,,,,,463.05349565064535,463.5869177605491,474.33530316432007,474.83520756545477,477.5352914230898,478.0686509765219,482.8013555807993,483.3180218839552,484.48463294492103,None,0.9962962962962962,3.616894778329879,484.48463294492103,None,484.48463294492103,None,,,,,,,002,001,2021_Feb_04_1548,deception_task,2020.2.10,59.9756802699425,
22,Direct,LIE,"Which year in NTU are you currently in? (Eg. 1, 2, 3, 4)",,video/V27.mp4,,,,,,,,,,0,3,3,3,,,,,,489.1174670890905,489.61747382581234,502.4491958778817,502.9490874467883,506.06531078671105,506.5987184604164,511.2651424938813,511.765167837264,513.5315287369303,None,0,8.766320478636771,513.5315287369303,None,513.5315287369303,None,,,,,,,002,001,2021_Feb_04_1548,deception_task,2020.2.10,59.9756802699425,
5,Direct,LIE,What is your favourite country you visited? ,,video/V25.mp4,,,,,,,,,,0,4,4,4,,,,,,523.9972879404668,524.5306394738145,539.2619854819495,539.7619951060042,542.3621023178566,542.8955305230338,548.0616995189339,548.5615888424218,549.9279834902845,None,0.2185185185185185,4.799962658667937,549.9279834902845,None,549.9279834902845,None,,,,,,,002,001,2021_Feb_04_1548,deception_task,2020.2.10,59.9756802699425,
7,Indirect,TRUTH,Is your favourite sport Netball?,,video/V16.mp4,,,,,,,,,,0,5,5,5,,,,,,556.3108981556725,556.8441749424674,565.9260188993067,566.4259505684022,569.2093697909731,569.7425798508339,576.8582453161944,577.3583547095768,579.0918096695095,None,0.8601851851851852,3.0993507609236985,579.0918096695095,None,579.0918096695095,None,,,,,,,002,001,2021_Feb_04_1548,deception_task,2020.2.10,59.9756802699425,
30,Direct,TRUTH,What brand of laptop do you mainly use?,,video/V29.mp4,,,,,,,,,,0,6,6,6,,,,,,583.3747120804619,583.89138961141,599.8895048999693,600.3893063236028,603.3891959676985,603.9226167944726,607.6220600106753,608.1220763714518,609.9554434958845,None,0.999074074074074,2.2504388571251184,609.9554434958845,None,609.9554434958845,None,,,,,,,002,001,2021_Feb_04_1548,deception_task,2020.2.10,59.9756802699425,
