Item,pic,correct,part,partimg,condition,parta.thisRepN,parta.thisTrialN,parta.thisN,parta.thisIndex,trialsA.thisRepN,trialsA.thisTrialN,trialsA.thisN,trialsA.thisIndex,partb.thisRepN,partb.thisTrialN,partb.thisN,partb.thisIndex,trialB.thisRepN,trialB.thisTrialN,trialB.thisN,trialB.thisIndex,partc.thisRepN,partc.thisTrialN,partc.thisN,partc.thisIndex,trialC.thisRepN,trialC.thisTrialN,trialC.thisN,trialC.thisIndex,textboxsubjectid.text,image_2.started,image_2.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,mouse_2.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ID 004,,,,,,,,,,004,001,2021_Feb_10_1616,untitled,2020.2.10,60.133609328773844,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2021_Feb_10_1616,untitled,2020.2.10,60.133609328773844,
1,images/4,b,a,images/3,cognitive,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,004,001,2021_Feb_10_1616,untitled,2020.2.10,60.133609328773844,
1,images/4,b,a,images/3,cognitive,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,151.0189574707765,None,0.38055555555555554,0.1425925925925926,1,0,0,5.16083053057082,b,004,001,2021_Feb_10_1616,untitled,2020.2.10,60.133609328773844,
2,images/5,a,b,images/28,physical,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,156.20209079468623,None,-0.362962962962963,0.11666666666666667,1,0,0,1.3573685642331839,a,004,001,2021_Feb_10_1616,untitled,2020.2.10,60.133609328773844,
3,images/6,a,c,images/61,affect,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,157.58541704900563,None,-0.33611111111111114,0.09907407407407408,1,0,0,1.6074747496750206,a,004,001,2021_Feb_10_1616,untitled,2020.2.10,60.133609328773844,
4,images/7,d,None,None,affect,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,159.20189735107124,None,-0.3435185185185185,-0.3925925925925926,1,0,0,1.9708596337586641,d,004,001,2021_Feb_10_1616,untitled,2020.2.10,60.133609328773844,
5,images/8,b,None,None,cognitive,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,161.18502413085662,None,0.4222222222222222,0.16203703703703703,1,0,0,1.8936252801213413,b,004,001,2021_Feb_10_1616,untitled,2020.2.10,60.133609328773844,
6,images/9,b,None,None,physical,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,163.101177086588,None,0.4537037037037037,0.11944444444444445,1,0,0,1.8277713761199266,b,004,001,2021_Feb_10_1616,untitled,2020.2.10,60.133609328773844,
7,images/10,c,None,None,physical,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,164.95126890018582,None,0.42314814814814816,-0.3972222222222222,1,0,0,2.2615392461884767,c,004,001,2021_Feb_10_1616,untitled,2020.2.10,60.133609328773844,
8,images/11,c,None,None,cognitive,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,167.23455659416504,None,0.4009259259259259,-0.38981481481481484,1,0,0,1.5929975991602987,c,004,001,2021_Feb_10_1616,untitled,2020.2.10,60.133609328773844,
9,images/12,d,None,None,affect,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,168.85112094623037,None,-0.24444444444444444,-0.37777777777777777,1,0,0,1.4951696849893779,d,004,001,2021_Feb_10_1616,untitled,2020.2.10,60.133609328773844,
10,images/13,d,None,None,cognitive,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,170.36745586106554,None,-0.3490740740740741,-0.4361111111111111,1,0,0,1.3347786529920995,d,004,001,2021_Feb_10_1616,untitled,2020.2.10,60.133609328773844,
11,images/14,c,None,None,physical,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,171.7173885568045,None,0.36018518518518516,-0.3296296296296296,1,0,0,1.0959730371832848,c,004,001,2021_Feb_10_1616,untitled,2020.2.10,60.133609328773844,
12,images/15,a,None,None,affect,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,172.83339310949668,None,-0.3907407407407407,0.18703703703703703,1,0,0,1.0630776840262115,a,004,001,2021_Feb_10_1616,untitled,2020.2.10,60.133609328773844,
13,images/16,b,None,None,affect,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,173.9169613767881,None,0.4083333333333333,0.14629629629629629,1,0,0,1.1581473429687321,b,004,001,2021_Feb_10_1616,untitled,2020.2.10,60.133609328773844,
14,images/17,b,None,None,cognitive,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,175.083826192189,None,0.3574074074074074,0.1259259259259259,1,0,0,1.092615844681859,b,004,001,2021_Feb_10_1616,untitled,2020.2.10,60.133609328773844,
15,images/18,d,None,None,physical,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,176.2001595669426,None,-0.4527777777777778,-0.4185185185185185,1,0,0,1.0404114220291376,d,004,001,2021_Feb_10_1616,untitled,2020.2.10,60.133609328773844,
16,images/19,b,None,None,physical,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,177.25013954890892,None,0.42777777777777776,0.1388888888888889,1,0,0,1.2716579814441502,b,004,001,2021_Feb_10_1616,untitled,2020.2.10,60.133609328773844,
17,images/20,c,None,None,affect,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,178.53340703225695,None,0.4185185185185185,-0.44166666666666665,1,0,0,1.2614494217559695,c,004,001,2021_Feb_10_1616,untitled,2020.2.10,60.133609328773844,
18,images/21,b,None,None,physical,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,179.81652983394451,None,0.5666666666666667,0.16574074074074074,1,0,0,1.1271697441115975,b,004,001,2021_Feb_10_1616,untitled,2020.2.10,60.133609328773844,
19,images/22,a,None,None,physical,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,180.9664729880169,None,-0.3509259259259259,0.10092592592592593,1,0,0,0.7931263688951731,a,004,001,2021_Feb_10_1616,untitled,2020.2.10,60.133609328773844,
20,images/23,d,None,None,affect,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,181.78302399488166,None,-0.3055555555555556,-0.38055555555555554,1,0,0,1.1272765712346882,d,004,001,2021_Feb_10_1616,untitled,2020.2.10,60.133609328773844,
21,images/24,d,None,None,cognitive,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,182.93288726895116,None,-0.3435185185185185,-0.3277777777777778,1,0,0,1.3588766541797668,d,004,001,2021_Feb_10_1616,untitled,2020.2.10,60.133609328773844,
22,images/25,a,None,None,cognitive,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,184.29902270901948,None,-0.3074074074074074,0.16666666666666666,1,0,0,0.9253830697853118,a,004,001,2021_Feb_10_1616,untitled,2020.2.10,60.133609328773844,
23,images/26,b,None,None,affect,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,185.24941646144725,None,0.4111111111111111,0.17037037037037037,1,0,0,1.2376010045409203,b,004,001,2021_Feb_10_1616,untitled,2020.2.10,60.133609328773844,
24,images/27,d,None,None,cognitive,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,186.49934043129906,None,-0.36666666666666664,-0.3768518518518518,1,0,0,1.3634208138100803,d,004,001,2021_Feb_10_1616,untitled,2020.2.10,60.133609328773844,
2,images/5,a,b,images/28,physical,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,004,001,2021_Feb_10_1616,untitled,2020.2.10,60.133609328773844,
25,images/29,b,None,None,affect,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,188.88225541752763,None,0.5074074074074074,0.17037037037037037,1,0,0,1.5942079848609865,b,004,001,2021_Feb_10_1616,untitled,2020.2.10,60.133609328773844,
26,images/30,b,None,None,affect,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,190.49877004534937,None,0.4546296296296296,0.16944444444444445,1,0,0,2.9269428085535765,b,004,001,2021_Feb_10_1616,untitled,2020.2.10,60.133609328773844,
27,images/31,d,None,None,affect,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,193.44851000327617,None,-0.40370370370370373,-0.22407407407407406,1,0,0,1.4947183167096227,d,004,001,2021_Feb_10_1616,untitled,2020.2.10,60.133609328773844,
28,images/32,b,None,None,affect,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,194.96491485275328,None,0.3907407407407407,0.10092592592592593,1,0,0,3.0578755596652627,b,004,001,2021_Feb_10_1616,untitled,2020.2.10,60.133609328773844,
29,images/33,c,None,None,affect,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,198.03129358915612,None,0.40370370370370373,-0.3592592592592593,1,0,0,3.2586462541949004,c,004,001,2021_Feb_10_1616,untitled,2020.2.10,60.133609328773844,
30,images/34,d,None,None,affect,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,201.31444815010764,None,-0.3814814814814815,-0.25462962962962965,1,0,0,1.957217851653695,d,004,001,2021_Feb_10_1616,untitled,2020.2.10,60.133609328773844,
31,images/35,d,None,None,affect,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,203.280420366209,None,-0.5175925925925926,-0.375,1,0,0,3.0579605721868575,d,004,001,2021_Feb_10_1616,untitled,2020.2.10,60.133609328773844,
32,images/36,d,None,None,affect,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,206.3639652149286,None,-0.48333333333333334,-0.40925925925925927,1,0,0,1.240454537793994,d,004,001,2021_Feb_10_1616,untitled,2020.2.10,60.133609328773844,
33,images/37,b,None,None,affect,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,207.61377337528393,None,0.37222222222222223,0.10185185185185185,1,0,0,3.963186692679301,b,004,001,2021_Feb_10_1616,untitled,2020.2.10,60.133609328773844,
34,images/38,b,None,None,affect,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,211.59665987431072,None,0.4703703703703704,0.15555555555555556,1,0,0,2.0616882909089327,b,004,001,2021_Feb_10_1616,untitled,2020.2.10,60.133609328773844,
35,images/39,c,None,None,affect,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,213.67966481344774,None,-0.40555555555555556,0.06944444444444445,1,0,0,2.6714449049904943,a,004,001,2021_Feb_10_1616,untitled,2020.2.10,60.133609328773844,
36,images/40,c,None,None,cognitive,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,216.36270253849216,None,0.5101851851851852,-0.3861111111111111,1,0,0,1.697625552304089,c,004,001,2021_Feb_10_1616,untitled,2020.2.10,60.133609328773844,
37,images/41,a,None,None,affect,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,218.0793484384194,None,-0.4046296296296296,0.11481481481481481,1,0,0,2.9253404028713703,a,004,001,2021_Feb_10_1616,untitled,2020.2.10,60.133609328773844,
38,images/42,d,None,None,affect,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,221.01223121630028,None,-0.4638888888888889,-0.36574074074074076,1,0,0,2.9246243729721755,d,004,001,2021_Feb_10_1616,untitled,2020.2.10,60.133609328773844,
