Item,pic,correct,part,partimg,condition,parta.thisRepN,parta.thisTrialN,parta.thisN,parta.thisIndex,trialsA.thisRepN,trialsA.thisTrialN,trialsA.thisN,trialsA.thisIndex,partb.thisRepN,partb.thisTrialN,partb.thisN,partb.thisIndex,trialB.thisRepN,trialB.thisTrialN,trialB.thisN,trialB.thisIndex,partc.thisRepN,partc.thisTrialN,partc.thisN,partc.thisIndex,trialC.thisRepN,trialC.thisTrialN,trialC.thisN,trialC.thisIndex,textboxsubjectid.text,image_2.started,image_2.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,mouse_2.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ID 018,,,,,,,,,,018,001,2021_Feb_19_1242,untitled,2020.2.10,59.977295872121886,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,018,001,2021_Feb_19_1242,untitled,2020.2.10,59.977295872121886,
1,images/4,b,a,images/3,cognitive,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,018,001,2021_Feb_19_1242,untitled,2020.2.10,59.977295872121886,
1,images/4,b,a,images/3,cognitive,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,82.17347301496193,None,0.049074074074074076,-0.07407407407407407,1,0,0,2.8948353454470634,b,018,001,2021_Feb_19_1242,untitled,2020.2.10,59.977295872121886,
2,images/5,a,b,images/28,physical,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,85.09003948466852,None,-0.3888888888888889,0.11388888888888889,1,0,0,1.8014402724802494,a,018,001,2021_Feb_19_1242,untitled,2020.2.10,59.977295872121886,
3,images/6,a,c,images/61,affect,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,86.88922612322494,None,0.47962962962962963,0.12777777777777777,1,0,0,2.691090816631913,b,018,001,2021_Feb_19_1242,untitled,2020.2.10,59.977295872121886,
4,images/7,d,None,None,affect,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,89.58897955482826,None,0.45092592592592595,-0.3537037037037037,1,0,0,3.0240405779331923,c,018,001,2021_Feb_19_1242,untitled,2020.2.10,59.977295872121886,
5,images/8,b,None,None,cognitive,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,92.62205423647538,None,0.36203703703703705,0.1537037037037037,1,0,0,0.9913903172127903,b,018,001,2021_Feb_19_1242,untitled,2020.2.10,59.977295872121886,
6,images/9,b,None,None,physical,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,93.62193586025387,None,-0.3962962962962963,-0.36666666666666664,1,0,0,0.9904333646409214,d,018,001,2021_Feb_19_1242,untitled,2020.2.10,59.977295872121886,
7,images/10,c,None,None,physical,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,94.62187651218846,None,0.36666666666666664,-0.4009259259259259,1,0,0,1.3243994265794754,c,018,001,2021_Feb_19_1242,untitled,2020.2.10,59.977295872121886,
8,images/11,c,None,None,cognitive,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,95.95501105487347,None,0.4222222222222222,-0.4212962962962963,1,0,0,1.1903552175499499,c,018,001,2021_Feb_19_1242,untitled,2020.2.10,59.977295872121886,
9,images/12,d,None,None,affect,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,97.15486361458898,None,-0.2898148148148148,-0.3685185185185185,1,0,0,1.6247274787165225,d,018,001,2021_Feb_19_1242,untitled,2020.2.10,59.977295872121886,
10,images/13,d,None,None,cognitive,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,98.78806892642751,None,-0.3435185185185185,-0.4083333333333333,1,0,0,1.3910960773937404,d,018,001,2021_Feb_19_1242,untitled,2020.2.10,59.977295872121886,
11,images/14,c,None,None,physical,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,100.18798064161092,None,0.4638888888888889,-0.3509259259259259,1,0,0,1.2277687452733517,c,018,001,2021_Feb_19_1242,untitled,2020.2.10,59.977295872121886,
12,images/15,a,None,None,affect,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,101.43812917312607,None,-0.3472222222222222,0.20555555555555555,1,0,0,1.627400721423328,a,018,001,2021_Feb_19_1242,untitled,2020.2.10,59.977295872121886,
13,images/16,b,None,None,affect,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,103.08795427205041,None,0.39814814814814814,0.2101851851851852,1,0,0,1.5253109531477094,b,018,001,2021_Feb_19_1242,untitled,2020.2.10,59.977295872121886,
14,images/17,b,None,None,cognitive,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,104.6379178930074,None,0.3685185185185185,0.1712962962962963,1,0,0,1.5407335073687136,b,018,001,2021_Feb_19_1242,untitled,2020.2.10,59.977295872121886,
15,images/18,d,None,None,physical,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,106.18766625598073,None,-0.4046296296296296,-0.4148148148148148,1,0,0,1.8955757557414472,d,018,001,2021_Feb_19_1242,untitled,2020.2.10,59.977295872121886,
16,images/19,b,None,None,physical,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,108.10436232946813,None,0.43703703703703706,0.22685185185185186,1,0,0,1.2968268198892474,b,018,001,2021_Feb_19_1242,untitled,2020.2.10,59.977295872121886,
17,images/20,c,None,None,affect,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,109.42077988246456,None,0.5166666666666667,-0.4444444444444444,1,0,0,1.3936711545102298,c,018,001,2021_Feb_19_1242,untitled,2020.2.10,59.977295872121886,
18,images/21,b,None,None,physical,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,110.83727513393387,None,0.45740740740740743,0.14814814814814814,1,0,0,1.4042043662630022,b,018,001,2021_Feb_19_1242,untitled,2020.2.10,59.977295872121886,
