Item,pic,correct,part,partimg,condition,parta.thisRepN,parta.thisTrialN,parta.thisN,parta.thisIndex,trialsA.thisRepN,trialsA.thisTrialN,trialsA.thisN,trialsA.thisIndex,partb.thisRepN,partb.thisTrialN,partb.thisN,partb.thisIndex,trialB.thisRepN,trialB.thisTrialN,trialB.thisN,trialB.thisIndex,partc.thisRepN,partc.thisTrialN,partc.thisN,partc.thisIndex,trialC.thisRepN,trialC.thisTrialN,trialC.thisN,trialC.thisIndex,textboxsubjectid.text,image_2.started,image_2.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,mouse_2.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ID 009 ,,,,,,,,,,009,001,2021_Feb_17_1331,untitled,2020.2.10,59.98168146895958,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2021_Feb_17_1331,untitled,2020.2.10,59.98168146895958,
1,images/4,b,a,images/3,cognitive,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2021_Feb_17_1331,untitled,2020.2.10,59.98168146895958,
1,images/4,b,a,images/3,cognitive,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,62.42502633808181,None,0.4064814814814815,0.16666666666666666,1,0,0,3.962147935759276,b,009,001,2021_Feb_17_1331,untitled,2020.2.10,59.98168146895958,
2,images/5,a,b,images/28,physical,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,66.40769052132964,None,-0.3351851851851852,0.11203703703703703,1,0,0,5.3232156676240265,a,009,001,2021_Feb_17_1331,untitled,2020.2.10,59.98168146895958,
3,images/6,a,c,images/61,affect,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,71.7401857059449,None,-0.3648148148148148,0.13796296296296295,1,0,0,1.8242143243551254,a,009,001,2021_Feb_17_1331,untitled,2020.2.10,59.98168146895958,
4,images/7,d,None,None,affect,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,73.57335393317044,None,-0.32407407407407407,-0.40185185185185185,1,0,0,2.1905842698179185,d,009,001,2021_Feb_17_1331,untitled,2020.2.10,59.98168146895958,
5,images/8,b,None,None,cognitive,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,75.77305218670517,None,0.3537037037037037,0.1962962962962963,1,0,0,1.723162671085447,b,009,001,2021_Feb_17_1331,untitled,2020.2.10,59.98168146895958,
6,images/9,b,None,None,physical,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,77.50621200911701,None,0.4287037037037037,0.07685185185185185,1,0,0,4.924289776477963,b,009,001,2021_Feb_17_1331,untitled,2020.2.10,59.98168146895958,
7,images/10,c,None,None,physical,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,82.43922310741618,None,0.3861111111111111,-0.3962962962962963,1,0,0,4.357512925285846,c,009,001,2021_Feb_17_1331,untitled,2020.2.10,59.98168146895958,
8,images/11,c,None,None,cognitive,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,86.80526326969266,None,0.4351851851851852,-0.3962962962962963,1,0,0,1.5240283873863518,c,009,001,2021_Feb_17_1331,untitled,2020.2.10,59.98168146895958,
9,images/12,d,None,None,affect,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,88.33836136944592,None,-0.22407407407407406,-0.3592592592592593,1,0,0,1.923262889496982,d,009,001,2021_Feb_17_1331,untitled,2020.2.10,59.98168146895958,
10,images/13,d,None,None,cognitive,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,90.27170481858775,None,-0.31296296296296294,-0.4222222222222222,1,0,0,1.957484117243439,d,009,001,2021_Feb_17_1331,untitled,2020.2.10,59.98168146895958,
11,images/14,c,None,None,physical,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,92.23812455357984,None,0.412962962962963,-0.34814814814814815,1,0,0,1.8238778030499816,c,009,001,2021_Feb_17_1331,untitled,2020.2.10,59.98168146895958,
