Item,pic,correct,part,partimg,condition,parta.thisRepN,parta.thisTrialN,parta.thisN,parta.thisIndex,trialsA.thisRepN,trialsA.thisTrialN,trialsA.thisN,trialsA.thisIndex,partb.thisRepN,partb.thisTrialN,partb.thisN,partb.thisIndex,trialB.thisRepN,trialB.thisTrialN,trialB.thisN,trialB.thisIndex,partc.thisRepN,partc.thisTrialN,partc.thisN,partc.thisIndex,trialC.thisRepN,trialC.thisTrialN,trialC.thisN,trialC.thisIndex,textboxsubjectid.text,image_2.started,image_2.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,mouse_2.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ID 005,,,,,,,,,,005,001,2021_Feb_10_1450,untitled,2020.2.10,59.99472654211483,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2021_Feb_10_1450,untitled,2020.2.10,59.99472654211483,
1,images/4,b,a,images/3,cognitive,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,005,001,2021_Feb_10_1450,untitled,2020.2.10,59.99472654211483,
1,images/4,b,a,images/3,cognitive,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,62.9218106190674,None,0.3675925925925926,0.1287037037037037,1,0,0,5.828770674066618,b,005,001,2021_Feb_10_1450,untitled,2020.2.10,59.99472654211483,
2,images/5,a,b,images/28,physical,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,68.77163456310518,None,-0.3194444444444444,0.13796296296296295,1,0,0,2.700557040516287,a,005,001,2021_Feb_10_1450,untitled,2020.2.10,59.99472654211483,
3,images/6,a,c,images/61,affect,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,71.47085931315087,None,-0.3148148148148148,0.14444444444444443,1,0,0,2.690563097363338,a,005,001,2021_Feb_10_1450,untitled,2020.2.10,59.99472654211483,
4,images/7,d,None,None,affect,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,74.17067722580396,None,-0.3925925925925926,-0.38981481481481484,1,0,0,2.223907893989235,d,005,001,2021_Feb_10_1450,untitled,2020.2.10,59.99472654211483,
5,images/8,b,None,None,cognitive,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,76.4038024013862,None,0.4861111111111111,0.22037037037037038,1,0,0,1.2918739581946284,b,005,001,2021_Feb_10_1450,untitled,2020.2.10,59.99472654211483,
6,images/9,b,None,None,physical,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,77.70371758146212,None,0.43703703703703706,0.11481481481481481,1,0,0,1.258524991106242,b,005,001,2021_Feb_10_1450,untitled,2020.2.10,59.99472654211483,
7,images/10,c,None,None,physical,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,78.97077269642614,None,0.47129629629629627,0.18703703703703703,1,0,0,4.125163769349456,b,005,001,2021_Feb_10_1450,untitled,2020.2.10,59.99472654211483,
8,images/11,c,None,None,cognitive,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,83.12009060732089,None,0.3962962962962963,-0.39166666666666666,1,0,0,1.494807820301503,c,005,001,2021_Feb_10_1450,untitled,2020.2.10,59.99472654211483,
9,images/12,d,None,None,affect,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,84.63675081520341,None,-0.22777777777777777,-0.3685185185185185,1,0,0,1.6037598631810397,d,005,001,2021_Feb_10_1450,untitled,2020.2.10,59.99472654211483,
10,images/13,d,None,None,cognitive,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,86.25322758848779,None,-0.33240740740740743,-0.35833333333333334,1,0,0,1.6596002550795674,d,005,001,2021_Feb_10_1450,untitled,2020.2.10,59.99472654211483,
11,images/14,c,None,None,physical,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,87.93626114306971,None,0.4046296296296296,-0.38425925925925924,1,0,0,1.2278819885104895,c,005,001,2021_Feb_10_1450,untitled,2020.2.10,59.99472654211483,
12,images/15,a,None,None,affect,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,89.18610812071711,None,-0.387037037037037,0.2222222222222222,1,0,0,1.6272634181659669,a,005,001,2021_Feb_10_1450,untitled,2020.2.10,59.99472654211483,
13,images/16,b,None,None,affect,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,90.8361940314062,None,0.36203703703703705,0.19074074074074074,1,0,0,1.8578234612941742,b,005,001,2021_Feb_10_1450,untitled,2020.2.10,59.99472654211483,
14,images/17,b,None,None,cognitive,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,92.71889440109953,None,0.3509259259259259,0.20092592592592592,1,0,0,4.359604553785175,b,005,001,2021_Feb_10_1450,untitled,2020.2.10,59.99472654211483,
15,images/18,d,None,None,physical,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,97.08519729971886,None,-0.4527777777777778,-0.4,1,0,0,1.2588499635457993,d,005,001,2021_Feb_10_1450,untitled,2020.2.10,59.99472654211483,
16,images/19,b,None,None,physical,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,98.36860786075704,None,0.4638888888888889,0.2490740740740741,1,0,0,1.1622850466519594,b,005,001,2021_Feb_10_1450,untitled,2020.2.10,59.99472654211483,
17,images/20,c,None,None,affect,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,99.53504600957967,None,0.44166666666666665,-0.42777777777777776,1,0,0,2.191151448059827,c,005,001,2021_Feb_10_1450,untitled,2020.2.10,59.99472654211483,
