Item,pic,correct,part,partimg,condition,parta.thisRepN,parta.thisTrialN,parta.thisN,parta.thisIndex,trialsA.thisRepN,trialsA.thisTrialN,trialsA.thisN,trialsA.thisIndex,partb.thisRepN,partb.thisTrialN,partb.thisN,partb.thisIndex,trialB.thisRepN,trialB.thisTrialN,trialB.thisN,trialB.thisIndex,partc.thisRepN,partc.thisTrialN,partc.thisN,partc.thisIndex,trialC.thisRepN,trialC.thisTrialN,trialC.thisN,trialC.thisIndex,textboxsubjectid.text,image_2.started,image_2.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,mouse_2.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ID 001 ,,,,,,,,,,001,001,2021_Feb_02_1621,untitled,2020.2.10,59.941888541273606,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2021_Feb_02_1621,untitled,2020.2.10,59.941888541273606,
1,images/4,b,a,images/3,cognitive,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,001,2021_Feb_02_1621,untitled,2020.2.10,59.941888541273606,
1,images/4,b,a,images/3,cognitive,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,90.88564533158205,None,0.4537037037037037,0.14814814814814814,1,0,0,2.3615114006679505,b,001,001,2021_Feb_02_1621,untitled,2020.2.10,59.941888541273606,
2,images/5,a,b,images/28,physical,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,93.26860298449174,None,-0.4212962962962963,0.14629629629629629,1,0,0,1.7302786998916417,a,001,001,2021_Feb_02_1621,untitled,2020.2.10,59.941888541273606,
3,images/6,a,c,images/61,affect,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,95.03527377871796,None,-0.3333333333333333,0.13333333333333333,1,0,0,1.400242141331546,a,001,001,2021_Feb_02_1621,untitled,2020.2.10,59.941888541273606,
4,images/7,d,None,None,affect,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,96.46838881704025,None,-0.28888888888888886,-0.37222222222222223,1,0,0,1.5950626013800502,d,001,001,2021_Feb_02_1621,untitled,2020.2.10,59.941888541273606,
5,images/8,b,None,None,cognitive,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,98.1017805149313,None,0.4388888888888889,0.21481481481481482,1,0,0,1.298124142573215,b,001,001,2021_Feb_02_1621,untitled,2020.2.10,59.941888541273606,
6,images/9,b,None,None,physical,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,99.46791755896993,None,0.44814814814814813,0.09166666666666666,1,0,0,1.673847711412236,b,001,001,2021_Feb_02_1621,untitled,2020.2.10,59.941888541273606,
7,images/10,c,None,None,physical,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,101.16800751187839,None,0.34814814814814815,-0.39351851851851855,1,0,0,1.5023476287024096,c,001,001,2021_Feb_02_1621,untitled,2020.2.10,59.941888541273606,
