item,style,condition,question,respond,video,bitalino,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,Trialsloop.thisRepN,Trialsloop.thisTrialN,Trialsloop.thisN,Trialsloop.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,IDRESPONSE.text,sensor2.started,sensor2.stopped,sensor3.started,sensor3.stopped,sensor.started,sensor.stopped,sensor4.started,sensor4.stopped,textsubjresp.started,textsubjresp.stopped,SubjectiveResponse.response,SubjectiveResponse.rt,SubjectiveResponse.started,SubjectiveResponse.stopped,textsubjcon.started,textsubjcon.stopped,sensor5.started,sensor5.stopped,sensor1.started,sensor1.stopped,sensor6.started,sensor6.stopped,participant,session,date,expName,psychopyVersion,frameRate,
16,Indirect,LIE,Do you have 4 siblings?,,video/V36.mp4,,,,,,,,,,0,10,10,10,,,,,,571.5116624343209,572.0282093989663,574.3610792807303,574.8611351000145,577.4110762649216,577.9443681291305,580.8774796389043,581.3771123206243,582.410318851471,None,0.04999999999999999,4.800727771129459,582.410318851471,None,582.410318851471,None,,,,,,,011,001,2021_Feb_16_1415,deception_task,2020.2.10,59.9546856941218,
30,Indirect,TRUTH,Do you use a Asus laptop?,,video/V6.mp4,,,,,,,,,,0,11,11,11,,,,,,589.193372359965,589.7266581291333,598.3085405821912,598.8088132636622,602.0251470236108,602.5586708276533,605.624865423888,606.1247797696851,607.8079817453399,None,0.3657407407407407,2.449554855003953,607.8079817453399,None,607.8079817453399,None,,,,,,,011,001,2021_Feb_16_1415,deception_task,2020.2.10,59.9546856941218,
22,Indirect,LIE,Are you in your 3rd year in NTU?,,video/V12.mp4,,,,,,,,,,0,12,12,12,,,,,,612.4742379994132,612.9740663701668,619.857018890325,620.3567567951977,622.9564591548406,623.4897619266994,627.0892339507118,627.5892493491992,629.322613843251,None,0.33333333333333337,1.6321899737231433,629.322613843251,None,629.322613843251,None,,,,,,,011,001,2021_Feb_16_1415,deception_task,2020.2.10,59.9546856941218,
30,Direct,LIE,What brand of laptop do you mainly use?,,video/V19.mp4,,,,,,,,,,0,13,13,13,,,,,,631.8723111986183,632.3889024341479,639.8382016099058,640.3380655897781,642.9209335464984,643.4546867241152,646.6542621105909,647.1541758151725,649.1704642134719,None,0.3888888888888889,3.1839026072993875,649.1704642134719,None,649.1704642134719,None,,,,,,,011,001,2021_Feb_16_1415,deception_task,2020.2.10,59.9546856941218,
29,Direct,TRUTH,What brand of handphone do you use?,,video/V32.mp4,,,,,,,,,,0,14,14,14,,,,,,653.3199572819285,653.8535179784521,657.736486538779,658.2363825989887,661.1195205422118,661.6527674943209,664.352062500082,664.8521115826443,665.9687856491655,None,0.9,5.133636790793389,665.9687856491655,None,665.9687856491655,None,,,,,,,011,001,2021_Feb_16_1415,deception_task,2020.2.10,59.9546856941218,
18,Direct,LIE,What was the last country you visited?,,video/V29.mp4,,,,,,,,,,0,15,15,15,,,,,,672.7849526563659,673.2843562853523,677.567757864017,678.0672282199375,681.1838060459122,681.7172512533143,684.7171996044926,685.2168810479343,686.8500542799011,None,0.21111111111111114,4.850907933432609,686.8500542799011,None,686.8500542799011,None,,,,,,,011,001,2021_Feb_16_1415,deception_task,2020.2.10,59.9546856941218,
23,Direct,TRUTH,What course are you studying?,,video/V28.mp4,,,,,,,,,,0,16,16,16,,,,,,692.5830203378573,693.0827521472238,695.8491258788854,696.3491826606914,699.4486646298319,699.9820944392122,702.7484190883115,703.2482404015027,704.931561073754,None,0.8712962962962962,1.9667735793627799,704.931561073754,None,704.931561073754,None,,,,,,,011,001,2021_Feb_16_1415,deception_task,2020.2.10,59.9546856941218,
20,Indirect,LIE,Is your house on the 12th floor of the building?,,video/V7.mp4,,,,,,,,,,0,17,17,17,,,,,,707.8976728385314,708.3976157358848,713.2972913407721,713.7973984889686,716.5970737086609,717.1302856933326,719.9635187229142,720.4634994748048,721.7635038373992,None,0.06759259259259259,3.6327959685586393,721.7635038373992,None,721.7635038373992,None,,,,,,,011,001,2021_Feb_16_1415,deception_task,2020.2.10,59.9546856941218,
21,Indirect,TRUTH,Are you from School of Computer Science and Engineering in NTU?,,video/V30.mp4,,,,,,,,,,0,18,18,18,,,,,,726.7293948908336,727.2626104042865,730.5291076446883,731.0288558150642,734.1454397360794,734.678662948776,737.7779710432515,738.2779809879139,740.2281543496065,None,0.5907407407407408,4.366306106559932,740.2281543496065,None,740.2281543496065,None,,,,,,,011,001,2021_Feb_16_1415,deception_task,2020.2.10,59.9546856941218,
26,Direct,LIE,How often do you smoke?,,video/V38.mp4,,,,,,,,,,0,19,19,19,,,,,,745.4443921893835,745.9442799086682,751.0269884266891,751.5270179407671,754.4100936488248,754.9434403702617,757.6095368647948,758.1095650955103,759.6596390721388,None,0.12129629629629629,2.1006785603240132,759.6596390721388,None,759.6596390721388,None,,,,,,,011,001,2021_Feb_16_1415,deception_task,2020.2.10,59.9546856941218,
29,Direct,LIE,What brand of handphone do you use?,,video/V27.mp4,,,,,,,,,,0,20,20,20,,,,,,762.709073049482,763.2089902823791,768.5749633964151,769.075102945324,772.0579929733649,772.5916803865694,775.0577690536156,775.5578569532372,777.4908959614113,None,0.7305555555555556,3.000106506049633,777.4908959614113,None,777.4908959614113,None,,,,,,,011,001,2021_Feb_16_1415,deception_task,2020.2.10,59.9546856941218,
19,Indirect,LIE,Is the Chua Chu Kang station the closest MRT to your house?,,video/V34.mp4,,,,,,,,,,0,21,21,21,,,,,,781.6072059175931,782.1404525488615,786.9899229691364,787.4898774153553,790.0898162061349,790.6231966121122,794.6561176292598,795.1561304614879,797.0892743719742,None,0.7611111111111111,2.301216993946582,797.0892743719742,None,797.0892743719742,None,,,,,,,011,001,2021_Feb_16_1415,deception_task,2020.2.10,59.9546856941218,
23,Indirect,LIE,Are you studying Accounting course in NTU?,,video/V16.mp4,,,,,,,,,,0,22,22,22,,,,,,800.4389507467858,800.9554845588282,803.8717607022263,804.371506948024,807.0379248862155,807.5714364997111,810.704540759325,811.2044900725596,812.537601517979,None,0.3388888888888889,1.331322974525392,812.537601517979,None,812.537601517979,None,,,,,,,011,001,2021_Feb_16_1415,deception_task,2020.2.10,59.9546856941218,
20,Indirect,TRUTH,Is your house on the 7th floor of the building?,,video/V21.mp4,,,,,,,,,,0,23,23,23,,,,,,815.3873340333812,815.9039788427763,817.9372427971102,818.4369598496705,821.1863275491633,821.7201333381236,824.2197531880811,824.7196566266939,826.0695052719675,None,0.5972222222222222,2.8841779832728207,826.0695052719675,None,826.0695052719675,None,,,,,,,011,001,2021_Feb_16_1415,deception_task,2020.2.10,59.9546856941218,
12,Direct,TRUTH,What was your favourite subject back in secondary school?,,video/V25.mp4,,,,,,,,,,0,24,24,24,,,,,,830.3359486181289,830.852348013781,833.935637504328,834.4354158299975,837.6017914223485,838.135118895676,841.467975945212,841.967782501597,843.5347316237167,None,0.41574074074074074,5.749481263104826,843.5347316237167,None,843.5347316237167,None,,,,,,,011,001,2021_Feb_16_1415,deception_task,2020.2.10,59.9546856941218,
15,Direct,TRUTH,Which polytechnic or junior college are you from?,,video/V3.mp4,,,,,,,,,,0,25,25,25,,,,,,850.3668986279517,850.9002588232979,853.4999778647907,853.9998511481099,856.5829125484452,857.1166451945901,859.9494377626106,860.4828845742159,861.9326344770379,None,0.9675925925925926,1.0335966260172427,861.9326344770379,None,861.9326344770379,None,,,,,,,011,001,2021_Feb_16_1415,deception_task,2020.2.10,59.9546856941218,
6,Indirect,TRUTH,Were you in the Basketball CCA during secondary school?,,video/V35.mp4,,,,,,,,,,0,26,26,26,,,,,,863.9992942358367,864.5322980200872,869.865267991554,870.3650443926454,872.9149409662932,873.4483467149548,876.7811825918034,877.2808553734794,879.2641608398408,None,0.36944444444444446,8.450441872235388,879.2641608398408,None,879.2641608398408,None,,,,,,,011,001,2021_Feb_16_1415,deception_task,2020.2.10,59.9546856941218,
15,Indirect,LIE,Are you from Anderson Junior College?,,video/V26.mp4,,,,,,,,,,0,27,27,27,,,,,,888.7128790435381,889.2467730534263,896.146017500665,896.6459482074715,899.8455893583596,900.3788953376934,903.7452020859346,904.2452104268596,905.4282536054961,None,0.3398148148148148,6.084387595299631,905.4282536054961,None,905.4282536054961,None,,,,,,,011,001,2021_Feb_16_1415,deception_task,2020.2.10,59.9546856941218,
17,Direct,TRUTH,Where did you celebrate your 21st birthday?,,video/V14.mp4,,,,,,,,,,0,28,28,28,,,,,,912.4775294275023,912.9942477000877,917.0272110635415,917.5271106525324,920.7265278836712,921.2599596176296,924.7264528158121,925.2263498385437,927.0761349652894,None,0.9592592592592593,4.550495189614594,927.0761349652894,None,927.0761349652894,None,,,,,,,011,001,2021_Feb_16_1415,deception_task,2020.2.10,59.9546856941218,
13,Direct,TRUTH,What is your dream job growing up?,,video/V33.mp4,,,,,,,,,,0,29,29,29,,,,,,932.3921184735373,932.9255726635456,942.0747943338938,942.5747478175908,945.6075135669671,946.141034163069,949.2403666381724,949.740454537794,951.1402443484403,None,0.6231481481481481,5.998924030456692,951.1402443484403,None,951.1402443484403,None,,,,,,,011,001,2021_Feb_16_1415,deception_task,2020.2.10,59.9546856941218,
19,Indirect,TRUTH,Is the Cityhall station the closest MRT to your house?,,video/V17.mp4,,,,,,,,,,0,30,30,30,,,,,,957.9564979718998,958.473038520664,965.505970124621,966.0057837385684,968.5386851867661,969.0720396074466,974.1380760483444,974.6380170206539,976.5211479063146,None,0.9944444444444445,0.9657543911598623,976.5211479063146,None,976.5211479063146,None,,,,,,,011,001,2021_Feb_16_1415,deception_task,2020.2.10,59.9546856941218,
7,Indirect,TRUTH,Is your favourite sport Badminton?,,video/V10.mp4,,,,,,,,,,0,31,31,31,,,,,,979.8708470584825,980.4044334189966,982.1542184818536,982.6539878249168,985.3037131545134,985.8372260513715,988.5698825353757,989.0697988057509,990.519542934373,None,0.9953703703703703,1.7165711531415582,990.519542934373,None,990.519542934373,None,,,,,,,011,001,2021_Feb_16_1415,deception_task,2020.2.10,59.9546856941218,
27,Indirect,LIE,Do you drink alcohol socially?,,video/V23.mp4,,,,,,,,,,0,32,32,32,,,,,,993.1196151790209,993.6193274194375,997.4691138295457,997.9690647469833,1000.801842237357,1001.335571996402,1004.2352694161236,1004.735075651668,1006.6516831838526,None,0.10462962962962963,0.9989256346598268,1006.6516831838526,None,1006.6516831838526,None,,,,,,,011,001,2021_Feb_16_1415,deception_task,2020.2.10,59.9546856941218,
6,Direct,LIE,What CCA (Co-curricular Activity) did you join in secondary school?,,video/V13.mp4,,,,,,,,,,0,33,33,33,,,,,,1008.8013844531961,1009.3349233348854,1015.1505228430033,1015.6504073543474,1018.5002364311367,1019.0337445158511,1022.133397151716,1022.6332396380603,1023.9333819458261,None,0.9712962962962963,2.650200757663697,1023.9333819458261,None,1023.9333819458261,None,,,,,,,011,001,2021_Feb_16_1415,deception_task,2020.2.10,59.9546856941218,
2,Indirect,LIE,Are you from Kranji Secondary School?,,video/V2.mp4,,,,,,,,,,0,34,34,34,,,,,,1027.8160386863165,1028.3496455783024,1039.7317466898821,1040.231413055677,1043.2976063685492,1043.8313348442316,1047.4305685125291,1047.9305236004293,1049.1973458132707,None,0.08981481481481479,4.983212434221059,1049.1973458132707,None,1049.1973458132707,None,,,,,,,011,001,2021_Feb_16_1415,deception_task,2020.2.10,59.9546856941218,
13,Direct,LIE,What is your dream job growing up?,,video/V22.mp4,,,,,,,,,,0,35,35,35,,,,,,1054.946797562763,1055.463430502452,1064.4791151513346,1064.9788379785605,1067.528813148383,1068.0617405818775,1072.395034563262,1072.894915545825,1074.5114375520498,None,0.08703703703703702,1.2150470232591033,1074.5114375520498,None,1074.5114375520498,None,,,,,,,011,001,2021_Feb_16_1415,deception_task,2020.2.10,59.9546856941218,
18,Indirect,TRUTH,Was the last country you visited Japan?,,video/V39.mp4,,,,,,,,,,0,36,36,36,,,,,,1077.977668655105,1078.4775034422055,1081.6105396915227,1082.1104925335385,1084.7268515727483,1085.2603041590191,1088.826879546512,1089.3266902733594,1091.3428869224153,None,0.8861111111111111,1.0991165754385293,1091.3428869224153,None,1091.3428869224153,None,,,,,,,011,001,2021_Feb_16_1415,deception_task,2020.2.10,59.9546856941218,
27,Indirect,TRUTH,Do you not drink alcohol at all? ,,video/V37.mp4,,,,,,,,,,0,37,37,37,,,,,,1093.4930889634416,1094.026210803073,1097.3259652610868,1097.8254429954104,1100.9421975831501,1101.475123733282,1104.1419407492504,1104.6584052680992,1105.8749478696845,None,0.7694444444444444,3.900228346697986,1105.8749478696845,None,1105.8749478696845,None,,,,,,,011,001,2021_Feb_16_1415,deception_task,2020.2.10,59.9546856941218,
12,Direct,LIE,What was your favourite subject back in secondary school?,,video/V20.mp4,,,,,,,,,,0,38,38,38,,,,,,1110.791310630273,1111.2910427604802,1115.4906508689746,1115.9903980768286,1118.8567863088101,1119.3901561279781,1122.9565050294623,1123.456559245009,1124.7565193371847,None,0.8472222222222222,1.2667535613290966,1124.7565193371847,None,1124.7565193371847,None,,,,,,,011,001,2021_Feb_16_1415,deception_task,2020.2.10,59.9546856941218,
17,Direct,LIE,Where did you celebrate your 21st birthday?,,video/V5.mp4,,,,,,,,,,0,39,39,39,,,,,,1126.9063659301028,1127.4397120098583,1134.3888950557448,1134.8886255817488,1137.6551170479506,1138.1885693133809,1142.0213525779545,1142.5211190343834,1143.937739398796,None,0.48333333333333334,2.1322236582636833,1143.937739398796,None,1143.937739398796,None,,,,,,,011,001,2021_Feb_16_1415,deception_task,2020.2.10,59.9546856941218,
2,Direct,LIE,Which secondary school did you attend?,,,bit/B13.mp4,,,,,,,,,,,,,0,0,0,0,,1227.2962503386661,1227.7961300378665,,,,,,,1242.877915287856,None,0.22685185185185186,3.0497759520076215,1242.877915287856,None,1242.877915287856,None,1234.312180080451,1234.812072291039,1236.4285635002889,1236.961986251641,1240.4113646661863,1240.9113425305113,011,001,2021_Feb_16_1415,deception_task,2020.2.10,59.9546856941218,
6,Indirect,LIE,Were you in the Symphinic Band CCA during secondary school?,,,bit/B35.mp4,,,,,,,,,,,,,0,1,1,1,,1247.510897000786,1248.01041419385,,,,,,,1262.5425755521283,None,0.3833333333333333,3.3992912843823433,1262.5425755521283,None,1262.5425755521283,None,1254.5099753369577,1255.010073822923,1256.7095969188958,1257.22670657048,1260.6095346189104,1261.1095086340792,011,001,2021_Feb_16_1415,deception_task,2020.2.10,59.9546856941218,
26,Indirect,LIE,Do you not smoke at all? ,,,bit/B29.mp4,,,,,,,,,,,,,0,2,2,2,,1266.8424214390106,1267.3588339877315,,,,,,,1277.3911496517248,None,0.6101851851851852,9.066237262450159,1277.3911496517248,None,1277.3911496517248,None,1270.008668389637,1270.5084932316095,1272.4417057940736,1272.9751449064352,1275.7580075375736,1276.25793824438,011,001,2021_Feb_16_1415,deception_task,2020.2.10,59.9546856941218,
2,Direct,TRUTH,Which secondary school did you attend?,,,bit/B30.mp4,,,,,,,,,,,,,0,3,3,3,,1287.7570756077766,1288.2735179914162,,,,,,,1297.656006631907,None,0.9972222222222222,1.1157694053836167,1297.656006631907,None,1297.656006631907,None,1290.123453574255,1290.6232604514807,1292.7729649287648,1293.3059424073435,1295.7060231850483,1296.2061213506386,011,001,2021_Feb_16_1415,deception_task,2020.2.10,59.9546856941218,
21,Direct,TRUTH,"Which school in NTU are you from? (Eg. NBS, SSS, SOH)",,,bit/B11.mp4,,,,,,,,,,,,,0,4,4,4,,1299.7056417516433,1300.2387533253059,,,,,,,1309.388022794854,None,0.9666666666666667,0.9483034065924585,1309.388022794854,None,1309.388022794854,None,1302.7218903703615,1303.2218932579271,1304.6052005845122,1305.1384006999433,1307.7050726488233,1308.2043373710476,011,001,2021_Feb_16_1415,deception_task,2020.2.10,59.9546856941218,
23,Indirect,TRUTH,Are you studying Data Science and Artificial Intelligence course in NTU?,,,bit/B24.mp4,,,,,,,,,,,,,0,5,5,5,,1311.5711413621902,1312.0877386927605,,,,,,,1322.1698906193487,None,0.9259259259259259,1.4650823110714555,1322.1698906193487,None,1322.1698906193487,None,1314.3375478158705,1314.8372799460776,1316.370414938312,1316.9040766870603,1320.0368851670064,1320.5369557435624,011,001,2021_Feb_16_1415,deception_task,2020.2.10,59.9546856941218,
1,Direct,TRUTH,Which primary school are you from?,,,bit/B4.mp4,,,,,,,,,,,,,0,6,6,6,,1326.6695326045156,1327.1864404715598,,,,,,,1337.70168337645,None,0.8490740740740741,0.7980510001070797,1337.70168337645,None,1337.70168337645,None,1328.986017846968,1329.4859511200339,1331.6191795300692,1332.1525086071342,1335.2022110954858,1335.7020439575426,011,001,2021_Feb_16_1415,deception_task,2020.2.10,59.9546856941218,
17,Indirect,LIE,Did you celebrate your 21st birthday at Suntec City?,,,bit/B3.mp4,,,,,,,,,,,,,0,7,7,7,,1340.701616649516,1341.2180968872271,,,,,,,1352.0669930721633,None,0.7972222222222223,0.8818460740149021,1352.0669930721633,None,1352.0669930721633,None,1344.1178809236735,1344.617800402455,1346.1339543848298,1346.6675725043751,1350.116972733289,1350.6171838208102,011,001,2021_Feb_16_1415,deception_task,2020.2.10,59.9546856941218,
17,Indirect,TRUTH,Did you celebrate your 21st birthday at home?,,,bit/B20.mp4,,,,,,,,,,,,,0,8,8,8,,1355.1498985625803,1355.683576672338,,,,,,,1365.998896762263,None,0.9314814814814815,2.3826830466277897,1365.998896762263,None,1365.998896762263,None,1357.4997719097883,1357.9995877696201,1359.7831423706375,1360.3164659943432,1363.6494054901414,1364.1491645677015,011,001,2021_Feb_16_1415,deception_task,2020.2.10,59.9546856941218,
22,Indirect,TRUTH,Are you in your 1st year in NTU?,,,bit/B40.mp4,,,,,,,,,,,,,0,9,9,9,,1369.1821157401428,1369.698628058657,,,,,,,1378.5145377824083,None,0.9314814814814815,0.8653327934443951,1378.5145377824083,None,1378.5145377824083,None,1370.9319742666557,1371.4316124022007,1373.414659302216,1373.9317317404784,1376.9312896751799,1377.430983630009,011,001,2021_Feb_16_1415,deception_task,2020.2.10,59.9546856941218,
7,Indirect,LIE,Is your favourite sport Soccer?,,,bit/B37.mp4,,,,,,,,,,,,,0,10,10,10,,1380.5474042631686,1381.0642819749191,,,,,,,1389.46345199598,None,0.9027777777777778,0.865109836217016,1389.46345199598,None,1389.46345199598,None,1383.0471678320318,1383.547258619219,1384.93010078324,1385.463949559722,1387.8300570901483,1388.3298861025833,011,001,2021_Feb_16_1415,deception_task,2020.2.10,59.9546856941218,
30,Indirect,LIE,Do you use a Lenovo laptop?,,,bit/B22.mp4,,,,,,,,,,,,,0,11,11,11,,1391.629724290222,1392.1467418712564,,,,,,,1405.728689767886,None,0.3990740740740741,0.8647861471399665,1405.728689767886,None,1405.728689767886,None,1398.345403934829,1398.8458540197462,1400.6457486683503,1401.178833936341,1403.9119703401811,1404.4284756006673,011,001,2021_Feb_16_1415,deception_task,2020.2.10,59.9546856941218,
29,Indirect,TRUTH,Do you use a OPPO phone?,,,bit/B12.mp4,,,,,,,,,,,,,0,12,12,12,,1408.344915674068,1408.8781350371428,,,,,,,1417.3773157089017,None,0.9037037037037037,2.984731751959771,1417.3773157089017,None,1417.3773157089017,None,1410.244793384336,1410.7446746877395,1412.6609505107626,1413.194421382621,1415.6606358038262,1416.1605738890357,011,001,2021_Feb_16_1415,deception_task,2020.2.10,59.9546856941218,
13,Indirect,TRUTH,Is your dream job an Architect when you were growing up?,,,bit/B39.mp4,,,,,,,,,,,,,0,13,13,13,,1421.210055344738,1421.7435457855463,,,,,,,1432.859023260884,None,0.9259259259259259,0.8145783953368664,1432.859023260884,None,1432.859023260884,None,1424.3597800326534,1424.8596276515163,1426.3594666090794,1426.8930994858965,1430.8925797869451,1431.3924161777832,011,001,2021_Feb_16_1415,deception_task,2020.2.10,59.9546856941218,
