ID,trial,condition_x,inclusion,inclusion2,item,style,instruction,question,DT_confidence,DT_confidenceRT,DT_RT,yoni_affective,yoni_cognitive,yoni_physical,yoni_total,BES_cognitive,BES_affective,BES_total,HCT_confidence,HCT_accuracy,HCT_awareness,HCT_guess,HCT_noguess,HCT_onebreath,MAIA_noticing,MAIA_not_distracting,MAIA_not_worrying,MAIA_attention_regulation,MAIA_emotional_awareness,MAIA_self_regulation,MAIA_body_listening,MAIA_trusting,MAIA_total,lie_ability,lie_frequency,lie_negativity,lie_contextuality,Gender,Age,Handedness,Polyjc,Ethnicity,Religion,Nationality,RaisedinSG,condition_y,ECG_Rate_MeanRaw,ECG_Rate_Mean
1,1,Social,1,1,19,Direct,TRUTH,Which MRT station is closest to your house?,0.287037037037037,5.497205173363909,5.66611413878854,45,31,14,90,37,39,76,0.36074074074074103,0.75130691069389,-0.775236333122807,69,6,48,2.5,2.5,1.8,2.14285714285714,2.6,2.0,3.0,3.3333333333333304,2.48452380952381,-3.1,-7.7,4.975,10.0,Female,20,Right handed,Junior College,Chinese,Not religious,Singaporean,Yes,Social,119.28093615501633,-0.8540610011147862
1,2,Social,1,1,18,Direct,TRUTH,What was the last country you visited?,0.35555555555555607,4.735541135072708,4.1665231612278095,45,31,14,90,37,39,76,0.36074074074074103,0.75130691069389,-0.775236333122807,69,6,48,2.5,2.5,1.8,2.14285714285714,2.6,2.0,3.0,3.3333333333333304,2.48452380952381,-3.1,-7.7,4.975,10.0,Female,20,Right handed,Junior College,Chinese,Not religious,Singaporean,Yes,Social,118.28655938887336,1.8259263858953716
1,3,Social,1,1,14,Indirect,LIE,Is your favourite flavour Vanilla?,0.301851851851852,4.499679518863559,3.83279673859943,45,31,14,90,37,39,76,0.36074074074074103,0.75130691069389,-0.775236333122807,69,6,48,2.5,2.5,1.8,2.14285714285714,2.6,2.0,3.0,3.3333333333333304,2.48452380952381,-3.1,-7.7,4.975,10.0,Female,20,Right handed,Junior College,Chinese,Not religious,Singaporean,Yes,Social,124.12202801114167,1.12595174802793
1,4,Social,1,1,21,Indirect,LIE,Are you from Nanyang Business School in NTU?,0.31574074074074104,3.76635416271165,3.9497543940087794,45,31,14,90,37,39,76,0.36074074074074103,0.75130691069389,-0.775236333122807,69,6,48,2.5,2.5,1.8,2.14285714285714,2.6,2.0,3.0,3.3333333333333304,2.48452380952381,-3.1,-7.7,4.975,10.0,Female,20,Right handed,Junior College,Chinese,Not religious,Singaporean,Yes,Social,133.86136872227317,1.1275830650938872
1,5,Social,1,1,17,Indirect,LIE,Did you celebrate your 21st birthday at MBS?,0.26944444444444393,2.2662168595707044,4.46599531383254,45,31,14,90,37,39,76,0.36074074074074103,0.75130691069389,-0.775236333122807,69,6,48,2.5,2.5,1.8,2.14285714285714,2.6,2.0,3.0,3.3333333333333304,2.48452380952381,-3.1,-7.7,4.975,10.0,Female,20,Right handed,Junior College,Chinese,Not religious,Singaporean,Yes,Social,119.35920876397793,3.2230733497710844
1,6,Social,1,1,20,Direct,TRUTH,Which floor of the building is your house on?,0.31574074074074104,2.502733232686296,3.93290844175499,45,31,14,90,37,39,76,0.36074074074074103,0.75130691069389,-0.775236333122807,69,6,48,2.5,2.5,1.8,2.14285714285714,2.6,2.0,3.0,3.3333333333333304,2.48452380952381,-3.1,-7.7,4.975,10.0,Female,20,Right handed,Junior College,Chinese,Not religious,Singaporean,Yes,Social,109.18925215270272,-0.4371211876685095
1,7,Social,1,1,26,Direct,LIE,How often do you smoke?,0.321296296296296,2.4826750905485824,2.8667616454185896,45,31,14,90,37,39,76,0.36074074074074103,0.75130691069389,-0.775236333122807,69,6,48,2.5,2.5,1.8,2.14285714285714,2.6,2.0,3.0,3.3333333333333304,2.48452380952381,-3.1,-7.7,4.975,10.0,Female,20,Right handed,Junior College,Chinese,Not religious,Singaporean,Yes,Social,111.01186025837775,1.8367871110787348
1,8,Social,1,1,1,Indirect,LIE,Are you from Temasek Primary School?,0.33333333333333304,2.200244900188409,3.8998013593954997,45,31,14,90,37,39,76,0.36074074074074103,0.75130691069389,-0.775236333122807,69,6,48,2.5,2.5,1.8,2.14285714285714,2.6,2.0,3.0,3.3333333333333304,2.48452380952381,-3.1,-7.7,4.975,10.0,Female,20,Right handed,Junior College,Chinese,Not religious,Singaporean,Yes,Social,119.57441165034479,-0.18168313320690288
1,9,Social,1,1,2,Direct,TRUTH,Which secondary school did you attend?,0.26851851851851805,2.950067496742122,3.0663113677874203,45,31,14,90,37,39,76,0.36074074074074103,0.75130691069389,-0.775236333122807,69,6,48,2.5,2.5,1.8,2.14285714285714,2.6,2.0,3.0,3.3333333333333304,2.48452380952381,-3.1,-7.7,4.975,10.0,Female,20,Right handed,Junior College,Chinese,Not religious,Singaporean,Yes,Social,107.42674448015178,0.21564738463226263
1,10,Social,1,1,23,Indirect,TRUTH,Are you studying Linguistics and Multilingual Studies course in NTU?,0.5,2.4004926877096295,4.86602797126397,45,31,14,90,37,39,76,0.36074074074074103,0.75130691069389,-0.775236333122807,69,6,48,2.5,2.5,1.8,2.14285714285714,2.6,2.0,3.0,3.3333333333333304,2.48452380952381,-3.1,-7.7,4.975,10.0,Female,20,Right handed,Junior College,Chinese,Not religious,Singaporean,Yes,Social,106.89016559936894,1.8988347782615165
1,11,Social,0,0,27,Indirect,TRUTH,Do you drink alcohol socially?,0.507407407407407,2.5355493476381525,3.39958161010873,45,31,14,90,37,39,76,0.36074074074074103,0.75130691069389,-0.775236333122807,69,6,48,2.5,2.5,1.8,2.14285714285714,2.6,2.0,3.0,3.3333333333333304,2.48452380952381,-3.1,-7.7,4.975,10.0,Female,20,Right handed,Junior College,Chinese,Not religious,Singaporean,Yes,Social,103.7491089974281,2.5461994335225455
1,12,Social,1,1,30,Indirect,LIE,Do you use a Acer laptop?,0.413888888888889,2.649663735413924,3.0996770166093497,45,31,14,90,37,39,76,0.36074074074074103,0.75130691069389,-0.775236333122807,69,6,48,2.5,2.5,1.8,2.14285714285714,2.6,2.0,3.0,3.3333333333333304,2.48452380952381,-3.1,-7.7,4.975,10.0,Female,20,Right handed,Junior College,Chinese,Not religious,Singaporean,Yes,Social,109.95263110061688,2.2015860164640912
1,13,Social,1,1,16,Indirect,TRUTH,Do you have 2 siblings?,0.522222222222222,2.2009702334180474,3.03332458611112,45,31,14,90,37,39,76,0.36074074074074103,0.75130691069389,-0.775236333122807,69,6,48,2.5,2.5,1.8,2.14285714285714,2.6,2.0,3.0,3.3333333333333304,2.48452380952381,-3.1,-7.7,4.975,10.0,Female,20,Right handed,Junior College,Chinese,Not religious,Singaporean,Yes,Social,107.99207114538923,3.0969109642842625
1,14,Social,1,1,2,Direct,LIE,Which secondary school did you attend?,0.334259259259259,2.966867253417149,2.96632092772052,45,31,14,90,37,39,76,0.36074074074074103,0.75130691069389,-0.775236333122807,69,6,48,2.5,2.5,1.8,2.14285714285714,2.6,2.0,3.0,3.3333333333333304,2.48452380952381,-3.1,-7.7,4.975,10.0,Female,20,Right handed,Junior College,Chinese,Not religious,Singaporean,Yes,Social,102.46333472881764,1.1437883501290287
1,15,Social,1,1,7,Direct,TRUTH,What is your favourite sport?,0.516666666666667,2.4176247951108962,3.13297305139713,45,31,14,90,37,39,76,0.36074074074074103,0.75130691069389,-0.775236333122807,69,6,48,2.5,2.5,1.8,2.14285714285714,2.6,2.0,3.0,3.3333333333333304,2.48452380952381,-3.1,-7.7,4.975,10.0,Female,20,Right handed,Junior College,Chinese,Not religious,Singaporean,Yes,Social,109.12825270018641,1.967037197543604
